Sarah,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA,"Eaton Power Xpert 1670 1, Real power","Eaton Power Xpert 1670 2, Real power","Eaton Power Xpert 1670 3, Real power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-09-01 00:00:00,0,0,0,0,
2023-09-01 01:00:00,0,0,0,0,
2023-09-01 02:00:00,0,0,0,0,
2023-09-01 03:00:00,0,0,0,0,
2023-09-01 04:00:00,0,0,0,0,
2023-09-01 05:00:00,0,0,0,0,
2023-09-01 06:00:00,0.484375,0,0,0,
2023-09-01 07:00:00,55.61909,78.68439,57.97067,85.24017,
2023-09-01 08:00:00,244.8955,439.8853,407.2299,479.517,
2023-09-01 09:00:00,478.3895,842.3312,864.0012,903.9879,
2023-09-01 10:00:00,689.368,1139.146,1226.995,1232.196,
2023-09-01 11:00:00,849.7893,1338.629,1449.812,1454.15,
2023-09-01 12:00:00,929.0977,1412.417,1545.986,1541.167,
2023-09-01 13:00:00,969.4869,1294.42,1500.571,1563.846,
2023-09-01 14:00:00,914.0289,1364.043,1492.667,1477.487,
2023-09-01 15:00:00,784.6632,1192.262,1310.876,1293.187,
2023-09-01 16:00:00,600.1647,937.4433,1030.865,1008.585,
2023-09-01 17:00:00,377.0873,579.3749,640.5399,617.2919,
2023-09-01 18:00:00,159.7617,183.4787,223.3907,181.8645,
2023-09-01 19:00:00,18.92001,6.223975,6.279575,4.806149,
2023-09-01 20:00:00,0.07791667,0,0,0,
2023-09-01 21:00:00,0,0,0,0,
2023-09-01 22:00:00,0,0,0,0,
2023-09-01 23:00:00,0,0,0,0,
2023-09-02 00:00:00,0,0,0,0,
2023-09-02 01:00:00,0,0,0,0,
2023-09-02 02:00:00,0,0,0,0,
2023-09-02 03:00:00,0,0,0,0,
2023-09-02 04:00:00,0,0,0,0,
2023-09-02 05:00:00,0,0,0,0,
2023-09-02 06:00:00,0.859889,0.5984142,0.4722222,0.3730027,
2023-09-02 07:00:00,54.12743,85.90385,68.4208,100.6204,
2023-09-02 08:00:00,209.3578,387.0447,370.3479,429.308,
2023-09-02 09:00:00,464.4056,816.8321,854.4204,884.4389,
2023-09-02 10:00:00,688.2563,1118.878,1212.964,1218.618,
2023-09-02 11:00:00,848.9602,1318.655,1439.268,1430.413,
2023-09-02 12:00:00,944.7188,1411.196,1546.927,1531.839,
2023-09-02 13:00:00,967.9769,1410.692,1539.685,1521.625,
2023-09-02 14:00:00,915.6747,1331.682,1463.125,1444.678,
2023-09-02 15:00:00,787.6708,1170.524,1288.823,1265.737,
2023-09-02 16:00:00,601.5903,916.0182,1008.619,988.8037,
2023-09-02 17:00:00,377.9738,564.955,629.2488,603.9038,
2023-09-02 18:00:00,157.399,173.6111,213.7569,179.3988,
2023-09-02 19:00:00,17.93351,2.019871,3.405675,3.09025,
2023-09-02 20:00:00,0.08472223,0,0,0,
2023-09-02 21:00:00,0.0065,0,0,0,
2023-09-02 22:00:00,0.015625,0,0,0,
2023-09-02 23:00:00,0,0,0,0,
2023-09-03 00:00:00,0,0,0,0,
2023-09-03 01:00:00,0,0,0,0,
2023-09-03 02:00:00,0,0,0,0,
2023-09-03 03:00:00,0,0,0,0,
2023-09-03 04:00:00,0,0,0,0,
2023-09-03 05:00:00,0,0,0,0,
2023-09-03 06:00:00,0.2622223,0,0,0,
2023-09-03 07:00:00,51.13476,67.92419,54.00093,80.19987,
2023-09-03 08:00:00,229.0014,400.0132,372.4593,432.7292,
2023-09-03 09:00:00,450.7579,776.1923,796.5391,835.623,
2023-09-03 10:00:00,655.9621,1051.603,1132.205,1137.767,
2023-09-03 11:00:00,813.256,1231.036,1338.809,1333.025,
2023-09-03 12:00:00,907.7494,1320.657,1444.033,1431.046,
2023-09-03 13:00:00,930.3613,1328.21,1456.001,1436.839,
2023-09-03 14:00:00,873.8381,1250.194,1374.049,1351.691,
2023-09-03 15:00:00,747.9243,1094.176,1207.797,1187.212,
2023-09-03 16:00:00,565.0268,845.5067,928.4938,905.7042,
2023-09-03 17:00:00,348.9781,512.0401,570.1232,546.5782,
2023-09-03 18:00:00,140.7722,150.4733,191.1542,157.5662,
2023-09-03 19:00:00,15.75806,5.121472,4.970313,3.598945,
2023-09-03 20:00:00,0.1137083,0,0,0,
2023-09-03 21:00:00,0,0,0,0,
2023-09-03 22:00:00,0,0,0,0,
2023-09-03 23:00:00,0,0,0,0,
2023-09-04 00:00:00,0,0,0,0,
2023-09-04 01:00:00,0.02222222,0,0,0,
2023-09-04 02:00:00,0,0,0,0,
2023-09-04 03:00:00,0,0,0,0,
2023-09-04 04:00:00,0.02223611,0,0,0,
2023-09-04 05:00:00,0,0,0,0,
2023-09-04 06:00:00,0.490125,0,0,0,
2023-09-04 07:00:00,52.18772,60.78193,56.24175,84.63781,
2023-09-04 08:00:00,222.6324,376.4435,353.792,411.8803,
2023-09-04 09:00:00,435.978,734.8244,759.5,795.8359,
2023-09-04 10:00:00,634.0839,1016.602,1097.404,1103.164,
2023-09-04 11:00:00,791.1578,1198.868,1305.63,1302.627,
2023-09-04 12:00:00,883.9666,1279.866,1397.506,1390.739,
2023-09-04 13:00:00,905.4406,1281.895,1404.876,1389.153,
2023-09-04 14:00:00,851.3499,1206.745,1329.338,1309.26,
2023-09-04 15:00:00,684.0333,1004.398,1106.44,1127.956,
2023-09-04 16:00:00,538.0958,805.1593,887.5346,866.4604,
2023-09-04 17:00:00,329.2615,484.6331,538.4537,513.4161,
2023-09-04 18:00:00,131.0726,141.2895,176.6985,149.3763,
2023-09-04 19:00:00,14.6671,2.81107,6.28604,5.572735,
2023-09-04 20:00:00,0.08479165,0,0,0,
2023-09-04 21:00:00,0.05,0,0,0,
2023-09-04 22:00:00,0.02220833,0,0,0,
2023-09-04 23:00:00,0,0,0,0,
2023-09-05 00:00:00,0.01081945,0,0,0,
2023-09-05 01:00:00,0.03363889,0,0,0,
2023-09-05 02:00:00,0,0,0,0,
2023-09-05 03:00:00,0,0,0,0,
2023-09-05 04:00:00,0,0,0,0,
2023-09-05 05:00:00,0.04409722,0,0,0,
2023-09-05 06:00:00,0.4426806,0,0,0,
2023-09-05 07:00:00,48.84674,64.42597,48.09501,83.66396,
2023-09-05 08:00:00,224.1862,381.4423,359.3044,418.9153,
2023-09-05 09:00:00,442.3253,746.4841,771.928,809.7713,
2023-09-05 10:00:00,639.384,1028.774,1111.446,1117.635,
2023-09-05 11:00:00,792.3566,1205.778,1318.854,1316.119,
2023-09-05 12:00:00,888.599,1284.51,1405.413,1397.167,
2023-09-05 13:00:00,890.9281,1250.407,1348.545,1386.219,
2023-09-05 14:00:00,800.9116,1210.084,1330.704,1306.702,
2023-09-05 15:00:00,740.1439,1057.078,1191.429,1168.208,
2023-09-05 16:00:00,541.4207,776.5741,897.5073,896.8252,
2023-09-05 17:00:00,315.9693,459.2002,513.1259,493.5585,
2023-09-05 18:00:00,98.38971,119.7417,136.3346,120.7192,
2023-09-05 19:00:00,14.40722,6.244386,4.720432,4.956714,
2023-09-05 20:00:00,0.01775,0,0,0,
2023-09-05 21:00:00,0,0,0,0,
2023-09-05 22:00:00,0.004472223,0,0,0,
2023-09-05 23:00:00,0.01776389,0,0,0,
2023-09-06 00:00:00,0.02220833,0,0,0,
2023-09-06 01:00:00,0.02222222,0,0,0,
2023-09-06 02:00:00,0,0,0,0,
2023-09-06 03:00:00,0,0,0,0,
2023-09-06 04:00:00,0,0,0,0,
2023-09-06 05:00:00,0,0,0,0,
2023-09-06 06:00:00,0.07714523,0,0,0,
2023-09-06 07:00:00,45.17833,53.84897,47.92864,73.57932,
2023-09-06 08:00:00,220.2318,373.193,348.7759,409.1249,
2023-09-06 09:00:00,438.4284,733.7286,753.4402,791.9031,
2023-09-06 10:00:00,639.2755,999.9041,1075.155,1081.205,
2023-09-06 11:00:00,792.6949,1175.443,1280.03,1273.625,
2023-09-06 12:00:00,883.7101,1261.715,1381.924,1368.716,
2023-09-06 13:00:00,904.4223,1272.702,1394.91,1374.369,
2023-09-06 14:00:00,848.0515,1207.576,1328.19,1302.985,
2023-09-06 15:00:00,721.2976,1048.256,1152.845,1129.127,
2023-09-06 16:00:00,536.0673,799.7893,880.4479,856.4426,
2023-09-06 17:00:00,323.2528,473.5614,524.2416,500.9398,
2023-09-06 18:00:00,125.2218,139.6112,166.6361,142.1758,
2023-09-06 19:00:00,13.19309,4.972188,2.55012,4.772696,
2023-09-06 20:00:00,0.05322223,0,0,0,
2023-09-06 21:00:00,0,0,0,0,
2023-09-06 22:00:00,0.08350001,0,0,0,
2023-09-06 23:00:00,0.01680556,0,0,0,
2023-09-07 00:00:00,0,0,0,0,
2023-09-07 01:00:00,0.01718056,0,0,0,
2023-09-07 02:00:00,0.02777778,0,0,0,
2023-09-07 03:00:00,0.01061111,0,0,0,
