Four Oaks,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA,"Eaton Power Expert 1670 1, Real power","Eaton Power Expert 1670 2, Real power","Eaton Power Expert 1670 3, Real power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-09-01 00:00:00,0,0,0,0,
2023-09-01 01:00:00,0,0,0,0,
2023-09-01 02:00:00,0,0,0,0,
2023-09-01 03:00:00,0,0,0,0,
2023-09-01 04:00:00,0,0,0,0,
2023-09-01 05:00:00,0,0,0,0,
2023-09-01 06:00:00,0.4251335,0,0,0,
2023-09-01 07:00:00,95.90039,106.6633,120.466,100.0054,
2023-09-01 08:00:00,310.8821,532.8766,550.837,512.2081,
2023-09-01 09:00:00,568.7164,970.8344,992.7249,955.7461,
2023-09-01 10:00:00,789.8356,1294.675,1296.562,1289.489,
2023-09-01 11:00:00,958.7197,1546.62,1542.937,1514.615,
2023-09-01 12:00:00,1047.991,1635.907,1630.864,1602.578,
2023-09-01 13:00:00,1046.313,1619.881,1614.733,1589.23,
2023-09-01 14:00:00,963.5126,1519.138,1515.912,1499.798,
2023-09-01 15:00:00,802.8423,1302.723,1292.401,1292.801,
2023-09-01 16:00:00,588.382,961.5316,951.5585,972.0876,
2023-09-01 17:00:00,345.7142,529.6799,527.0892,557.92,
2023-09-01 18:00:00,125.7677,134.6472,133.5245,152.3784,
2023-09-01 19:00:00,15.32147,2.767295,4.79097,7.019912,
2023-09-01 20:00:00,0.09655555,0,0,0,
2023-09-01 21:00:00,0,0,0,0,
2023-09-01 22:00:00,0,0,0,0,
2023-09-01 23:00:00,0,0,0,0,
2023-09-02 00:00:00,0,0,0,0,
2023-09-02 01:00:00,0,0,0,0,
2023-09-02 02:00:00,0,0,0,0,
2023-09-02 03:00:00,0,0,0,0,
2023-09-02 04:00:00,0,0,0,0,
2023-09-02 05:00:00,0,0,0,0,
2023-09-02 06:00:00,0.9058512,0,0,0,
2023-09-02 07:00:00,62.93901,76.52737,101.9226,93.61678,
2023-09-02 08:00:00,153.3826,285.6606,288.0222,275.1871,
2023-09-02 09:00:00,384.7674,708.5714,710.0649,692.572,
2023-09-02 10:00:00,680.2722,1090.995,1099.236,1061.01,
2023-09-02 11:00:00,940.6239,1506.871,1510.807,1451.011,
2023-09-02 12:00:00,1044.999,1612.892,1609.493,1578.038,
2023-09-02 13:00:00,1045.778,1590.519,1584.026,1557.428,
2023-09-02 14:00:00,960.4239,1483.31,1471.991,1456.344,
2023-09-02 15:00:00,799.7468,1272.891,1259.295,1258.623,
2023-09-02 16:00:00,586.3891,945.7996,933.9815,953.8688,
2023-09-02 17:00:00,343.86,521.4423,516.8292,547.6359,
2023-09-02 18:00:00,123.6858,127.2978,127.8486,144.2393,
2023-09-02 19:00:00,15.19599,3.485462,5.210001,5.253994,
2023-09-02 20:00:00,0.138,0,0,0,
2023-09-02 21:00:00,0,0,0,0,
2023-09-02 22:00:00,0,0,0,0,
2023-09-02 23:00:00,0,0,0,0,
2023-09-03 00:00:00,0,0,0,0,
2023-09-03 01:00:00,0,0,0,0,
2023-09-03 02:00:00,0,0,0,0,
2023-09-03 03:00:00,0,0,0,0,
2023-09-03 04:00:00,0,0,0,0,
2023-09-03 05:00:00,0,0,0,0,
2023-09-03 06:00:00,0.2991945,0,0,0,
2023-09-03 07:00:00,89.24592,111.4874,110.8475,85.73931,
2023-09-03 08:00:00,295.8023,496.4767,512.9599,478.9991,
2023-09-03 09:00:00,541.3107,900.7612,922.989,885.2206,
2023-09-03 10:00:00,752.5699,1205.693,1211.579,1174.761,
2023-09-03 11:00:00,912.5132,1407.732,1402.247,1369.811,
2023-09-03 12:00:00,997.738,1496.526,1490.147,1461.629,
2023-09-03 13:00:00,1002.882,1493.353,1486.205,1462.452,
2023-09-03 14:00:00,922.0096,1396.345,1388.669,1373.961,
2023-09-03 15:00:00,767.2205,1193.954,1185.526,1183.886,
2023-09-03 16:00:00,558.723,880.3234,871.5204,888.6092,
2023-09-03 17:00:00,323.4709,478.2184,476.9544,505.2316,
2023-09-03 18:00:00,115.8168,127.1971,123.4082,135.8352,
2023-09-03 19:00:00,15.19092,5.832911,6.167277,4.302239,
2023-09-03 20:00:00,0.08638888,0,0,0,
2023-09-03 21:00:00,0,0,0,0,
2023-09-03 22:00:00,0,0,0,0,
2023-09-03 23:00:00,0,0,0,0,
2023-09-04 00:00:00,0.02436111,0,0,0,
2023-09-04 01:00:00,0,0,0,0,
2023-09-04 02:00:00,0,0,0,0,
2023-09-04 03:00:00,0,0,0,0,
2023-09-04 04:00:00,0,0,0,0,
2023-09-04 05:00:00,0,0,0,0,
2023-09-04 06:00:00,0.3437223,0,0,0,
2023-09-04 07:00:00,71.77428,97.09048,97.50917,82.99871,
2023-09-04 08:00:00,282.2578,430.2133,474.098,440.2564,
2023-09-04 09:00:00,521.8092,851.7224,876.3211,842.8236,
2023-09-04 10:00:00,735.5045,1172.826,1184.131,1145.984,
2023-09-04 11:00:00,894.2692,1369.739,1365.349,1336.217,
2023-09-04 12:00:00,979.2649,1460.63,1458.273,1433.517,
2023-09-04 13:00:00,982.1205,1454.092,1450.583,1428.798,
2023-09-04 14:00:00,906.9035,1362.046,1355.29,1344.548,
2023-09-04 15:00:00,759.7793,1150.859,1162.505,1142.7,
2023-09-04 16:00:00,539.3951,837.4073,819.8428,822.4445,
2023-09-04 17:00:00,310.235,456.6614,455.9618,481.7009,
2023-09-04 18:00:00,110.7086,122.1373,122.1711,128.7302,
2023-09-04 19:00:00,14.31646,4.501983,5.775632,6.330499,
2023-09-04 20:00:00,0.08694445,0,0,0,
2023-09-04 21:00:00,0,0,0,0,
2023-09-04 22:00:00,0,0,0,0,
2023-09-04 23:00:00,0,0,0,0,
2023-09-05 00:00:00,0,0,0,0,
2023-09-05 01:00:00,0,0,0,0,
2023-09-05 02:00:00,0,0,0,0,
2023-09-05 03:00:00,0,0,0,0,
2023-09-05 04:00:00,0,0,0,0,
2023-09-05 05:00:00,0.004819445,0,0,0,
2023-09-05 06:00:00,0.3217779,0,0,0,
2023-09-05 07:00:00,72.62846,89.87363,94.25069,68.73948,
2023-09-05 08:00:00,280.8362,450.9052,464.7314,433.8146,
2023-09-05 09:00:00,520.8793,846.1396,868.8129,834.6166,
2023-09-05 10:00:00,732.6135,1159.942,1171,1132.717,
2023-09-05 11:00:00,890.381,1362.279,1360.856,1328.385,
2023-09-05 12:00:00,971.1719,1131.312,1324.717,1299.885,
