Nitro,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Timestamp,POA,"AE 1000NX A, AC Power","AE 1000NX B, AC Power","AE 1000NX C, AC Power","AE 1000NX D, AC Power","AE 1000NX E, AC Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW
2023-09-01 00:00:00,0,0,0,,0,0,-13.44225
2023-09-01 01:00:00,0,0,0,,0,0,-13.40062
2023-09-01 02:00:00,0,0,0,,0,0,-13.47304
2023-09-01 03:00:00,0,0,0,,0,0,-13.34813
2023-09-01 04:00:00,0,0,0,,0,0,-13.36846
2023-09-01 05:00:00,0,0,0,,0,0,-13.25959
2023-09-01 06:00:00,0.3011111,1.174513,1.285392,,1.18339,1.141364,-15.0023
2023-09-01 07:00:00,56.43929,56.72998,53.78924,,53.92344,53.75413,197.6425
2023-09-01 08:00:00,252.4162,283.6596,271.3182,,277.2985,267.9495,1089.387
2023-09-01 09:00:00,484.4452,558.3245,553.2898,,543.7236,523.3332,2170.778
2023-09-01 10:00:00,686.7504,779.4774,771.2374,,755.7672,729.5514,3025.664
2023-09-01 11:00:00,859.8121,925.8239,914.6786,,899.8535,868.5197,3597.238
2023-09-01 12:00:00,956.4717,994.485,985.7868,,972.0656,939.3141,3876.906
2023-09-01 13:00:00,974.7743,998.8962,994.9904,,982.9439,949.735,3909.535
2023-09-01 14:00:00,907.4453,953.0256,938.3322,,927.3237,895.3079,3697.027
2023-09-01 15:00:00,770.3932,836.0637,820.7884,,810.8776,781.2726,3234.116
2023-09-01 16:00:00,579.8096,651.3738,640.6929,,633.5223,604.4814,2515.291
2023-09-01 17:00:00,352.0689,394.3906,398.7202,,395.1771,354.5211,1526.327
2023-09-01 18:00:00,142.174,127.5337,138.6753,,138.5824,120.1855,504.2
2023-09-01 19:00:00,15.28717,8.573027,9.946705,,10.04025,8.567789,13.72928
2023-09-01 20:00:00,0.01055556,0,0,,0,0,-14.81925
2023-09-01 21:00:00,0,0,0,,0,0,-13.40714
2023-09-01 22:00:00,0,0,0,,0,0,-13.41825
2023-09-01 23:00:00,0,0,0,,0,0,-13.41082
2023-09-02 00:00:00,0,0,0,,0,0,-13.46776
2023-09-02 01:00:00,0,0,0,,0,0,-13.51429
2023-09-02 02:00:00,0,0,0,,0,0,-13.43731
2023-09-02 03:00:00,0,0,0,,0,0,-13.53353
2023-09-02 04:00:00,0,0,0,,0,0,-13.55632
2023-09-02 05:00:00,0,0,0,,0,0,-13.31751
