Jersey Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA 1850kW Inverter - 1, AC Real Power","SMA 1850kW Inverter - 2, AC Real Power","SMA 1850kW Inverter - 3, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-09-01 00:00:00,0,0,0,0,-7.03092
2023-09-01 01:00:00,0,0,0,0,-7.038274
2023-09-01 02:00:00,0,0,0,0,-7.019368
2023-09-01 03:00:00,0,0,0,0,-6.998493
2023-09-01 04:00:00,0,0,0,0,-7.020952
2023-09-01 05:00:00,0,0,0,0,-6.965314
2023-09-01 06:00:00,0.6470779,1.25,1.25,1,-2.988976
2023-09-01 07:00:00,80.46598,84.75,101.25,68.25,247.3032
2023-09-01 08:00:00,306.1726,507.25,527,405.25,1437.053
2023-09-01 09:00:00,550.8384,1022.25,1021,852.5,2895.716
2023-09-01 10:00:00,774.9376,1417.75,1419.25,1212.25,4044.626
2023-09-01 11:00:00,932.6157,1645.5,1647.25,1438,4722.527
2023-09-01 12:00:00,1032.203,1665.75,1666,1561,4882.204
2023-09-01 13:00:00,1058.981,1666,1666.25,1585.25,4906.117
2023-09-01 14:00:00,1003.669,1665.75,1665.75,1503,4824.512
2023-09-01 15:00:00,874.6949,1540,1540.75,1322.5,4403.9
2023-09-01 16:00:00,682.6846,1192.5,1205.25,1020,3425.784
2023-09-01 17:00:00,444.9008,732.5,762.5,629.5,2136.41
2023-09-01 18:00:00,167.0618,241.25,278,210.75,736.2593
2023-09-01 19:00:00,14.0529,17.5,21.5,16,51.32747
2023-09-01 20:00:00,0,0,0,0,-6.981812
2023-09-01 21:00:00,0,0,0,0,-7.05555
2023-09-01 22:00:00,0,0,0,0,-7.042943
2023-09-01 23:00:00,0,0,0,0,-7.050574
2023-09-02 00:00:00,0,0,0,0,-7.041944
2023-09-02 01:00:00,0,0,0,0,-7.01466
2023-09-02 02:00:00,0,0,0,0,-7.039483
2023-09-02 03:00:00,0,0,0,0,-7.035534
2023-09-02 04:00:00,0,0,0,0,-7.030087
2023-09-02 05:00:00,0,0,0,0,-7.025764
2023-09-02 06:00:00,1.46301,2,2.25,1.75,-1.266572
2023-09-02 07:00:00,73.48767,95.75,105.5,77.5,275.3222
2023-09-02 08:00:00,289.2438,499,514.5,396.75,1411.059
2023-09-02 09:00:00,489.5852,891.25,887.25,739.75,2535.979
2023-09-02 10:00:00,714.2214,1263.5,1308.25,1140.5,3688.522
2023-09-02 11:00:00,850.7349,1417,1437.75,1320.5,4119.928
2023-09-02 12:00:00,804.5477,1276.75,1323.5,1223,3800.344
2023-09-02 13:00:00,1103.75,1654,1657,1604.25,4903.267
2023-09-02 14:00:00,997.439,1659.75,1659,1461.75,4770.418
2023-09-02 15:00:00,872.9578,1510.25,1509.75,1293.5,4311.083
2023-09-02 16:00:00,678.4082,1171,1182.75,999.25,3360.426
2023-09-02 17:00:00,441.1435,725.5,756,625,2119.073
2023-09-02 18:00:00,160.7632,234.5,271.75,205.25,710.9708
2023-09-02 19:00:00,13.85378,15.5,20,14.5,45.48943
2023-09-02 20:00:00,0,0,0,0,-7.090513
2023-09-02 21:00:00,0,0,0,0,-7.036554
2023-09-02 22:00:00,0,0,0,0,-7.051177
2023-09-02 23:00:00,0,0,0,0,-7.02741
2023-09-03 00:00:00,0,0,0,0,-7.045492
2023-09-03 01:00:00,0,0,0,0,-7.010961
2023-09-03 02:00:00,0,0,0,0,-7.007609
2023-09-03 03:00:00,0,0,0,0,-7.001617
2023-09-03 04:00:00,0,0,0,0,-7.005815
2023-09-03 05:00:00,0,0,0,0,-6.92618
2023-09-03 06:00:00,0.7565932,1,1.25,1,-3.848872
2023-09-03 07:00:00,81.56557,82,97.25,66,237.9409
2023-09-03 08:00:00,273.4983,484.25,502.25,385.5,1365.341
2023-09-03 09:00:00,523.0656,979.25,977.75,816.75,2764.036
2023-09-03 10:00:00,744.2207,1336.25,1333,1139.75,3792.271
2023-09-03 11:00:00,899.9681,1571.25,1567.75,1346,4461.315
2023-09-03 12:00:00,989.6558,1666,1665.5,1445,4748.194
2023-09-03 13:00:00,1008.312,1665.75,1665.25,1459.75,4762.739
2023-09-03 14:00:00,949.462,1599.5,1594.25,1376.75,4532.116
2023-09-03 15:00:00,822.7025,1406,1415.75,1212.5,4010.868
2023-09-03 16:00:00,639.2216,1093.5,1102.5,933.5,3128.089
2023-09-03 17:00:00,406.5426,664.25,689.75,570.25,1929.032
2023-09-03 18:00:00,143.0954,212.25,243.25,185,642.6865
2023-09-03 19:00:00,12.53948,16,19.5,13.25,42.88483
2023-09-03 20:00:00,0,0,0,0,-7.106733
2023-09-03 21:00:00,0,0,0,0,-7.046722
2023-09-03 22:00:00,0,0,0,0,-7.047357
2023-09-03 23:00:00,0,0,0,0,-7.04021
2023-09-04 00:00:00,0,0,0,0,-7.059214
2023-09-04 01:00:00,0,0,0,0,-7.042267
2023-09-04 02:00:00,0,0,0,0,-7.008802
2023-09-04 03:00:00,0,0,0,0,-7.007927
2023-09-04 04:00:00,0,0,0,0,-7.019548
2023-09-04 05:00:00,0,0,0,0,-7.020924
2023-09-04 06:00:00,0.6382441,0.5,0.75,0.5,-5.379463
2023-09-04 07:00:00,69.36784,79.75,93,65,230.8991
2023-09-04 08:00:00,275.5739,455,472.75,364.25,1290.046
2023-09-04 09:00:00,505.4362,929.5,930.5,775,2637.849
2023-09-04 10:00:00,720.697,1283.5,1281.25,1095.25,3660.665
2023-09-04 11:00:00,877.3229,1518.5,1516,1296.5,4326.363
2023-09-04 12:00:00,970.0348,1645.75,1643.75,1409,4691.146
2023-09-04 13:00:00,991.8947,1657.75,1657.75,1422.25,4733.779
2023-09-04 14:00:00,961.3073,1573.25,1595.75,1379.5,4567.212
2023-09-04 15:00:00,729.0709,1297.25,1277.75,1051,3664.74
2023-09-04 16:00:00,623.4857,1062.25,1082.75,868.75,3031.832
2023-09-04 17:00:00,388.4242,631.75,655.75,540.5,1838.824
2023-09-04 18:00:00,135.0509,203.25,230.75,176,614.2156
2023-09-04 19:00:00,10.70743,15.25,18.25,14,42.26907
2023-09-04 20:00:00,0,0,0,0,-7.17743
2023-09-04 21:00:00,0,0,0,0,-7.146072
2023-09-04 22:00:00,0,0,0,0,-7.092496
