Turkey Hill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-09-01 00:00:00,-0.1976706,0,0,0,0,-14.395
2023-09-01 01:00:00,-0.2343798,0,0,0,0,-14.43701
2023-09-01 02:00:00,-0.1735469,0,0,0,0,-14.22466
2023-09-01 03:00:00,-0.2098317,0,0,0,0,-14.25067
2023-09-01 04:00:00,-0.2233779,0,0,0,0,-14.2935
2023-09-01 05:00:00,-0.2189016,0,0,0,0,-14.19583
2023-09-01 06:00:00,2.063396,0,0,0,0,-14.135
2023-09-01 07:00:00,16.10035,22.85167,19.445,17.86,14.27333,131.7547
2023-09-01 08:00:00,27.23574,52.23167,50.03,49.62667,47.75333,231.3622
2023-09-01 09:00:00,69.52634,161.4866,158.2967,158.975,154.5067,618.5378
2023-09-01 10:00:00,212.4372,560.3234,566.8917,562.6651,556.5717,2259.424
2023-09-01 11:00:00,210.234,546.5483,541.3,543.965,526.7883,2143.209
2023-09-01 12:00:00,164.538,465.2383,466.4684,471.9967,458.59,1848.198
2023-09-01 13:00:00,213.4487,604.3199,609.5866,616.4667,598.6166,2409.698
2023-09-01 14:00:00,111.1826,323.105,325.165,330.365,325.0433,1288.578
2023-09-01 15:00:00,78.99889,213.8567,210.3167,209.1667,202.1967,822.0405
2023-09-01 16:00:00,35.85964,85.11667,85.51999,85.57167,83.41666,349.9956
2023-09-01 17:00:00,9.285988,0,0,0,0,50.29834
2023-09-01 18:00:00,51.40855,92.11665,89.36167,88.22835,83.75166,358.4792
2023-09-01 19:00:00,24.86835,29.525,27.88,26.59,24.89167,117.384
2023-09-01 20:00:00,-0.1812687,0,0,0,0,-14.41066
2023-09-01 21:00:00,-0.2472418,0,0,0,0,-14.42567
2023-09-01 22:00:00,-0.336443,0,0,0,0,-15.68833
2023-09-01 23:00:00,-0.2067093,,,,,
2023-09-02 00:00:00,-0.1639921,,,,,
2023-09-02 01:00:00,-0.2647095,,,,,
2023-09-02 02:00:00,-0.2231496,,,,,
2023-09-02 03:00:00,-0.208518,,,,,
2023-09-02 04:00:00,-0.2003908,,,,,
2023-09-02 05:00:00,-0.1797309,0,0,0,0,-15.36767
2023-09-02 06:00:00,4.64565,0,0,0,0,-3.315998
