NC Solar II,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - A, Total AC Active Power","SMA Inverter - B, Total AC Active Power","SMA Inverter - C, Total AC Active Power","SMA Inverter - D, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-09-01 00:00:00,0,0,0,0,0,-2.002082
2023-09-01 01:00:00,0,0,0,0,0,-2.117503
2023-09-01 02:00:00,0,0,0,0,0,-2.173345
2023-09-01 03:00:00,0.518403,0,0,0,0,-2.170842
2023-09-01 04:00:00,0,0,0,0,0,-1.768506
2023-09-01 05:00:00,0.2495834,0,0,0,0,-2.75704
2023-09-01 06:00:00,0.9220526,0.02862013,0.01915177,0.02453138,0.01032907,-2.440462
2023-09-01 07:00:00,63.6063,24.02757,21.4835,18.3717,13.35258,46.34586
2023-09-01 08:00:00,291.8954,129.0718,121.4768,122.6317,105.7039,218.1984
2023-09-01 09:00:00,515.1265,261.4099,247.2169,258.2928,228.2464,453.6086
2023-09-01 10:00:00,718.3168,368.5457,345.6896,362.6574,322.1763,633.5746
2023-09-01 11:00:00,866.8207,440.6349,411.1981,431.5727,386.3637,752.5653
2023-09-01 12:00:00,954.3173,478.039,445.1585,467.7078,418.1362,1133.867
2023-09-01 13:00:00,967.088,484.8872,451.6873,472.2832,424.0973,1141.528
2023-09-01 14:00:00,907.5977,460.3582,429.8338,447.1515,400.7725,1079.452
2023-09-01 15:00:00,781.7908,406.2019,380.3687,392.7253,351.0893,678.8152
2023-09-01 16:00:00,600.5336,320.4037,303.8722,310.2836,275.7847,533.8121
2023-09-01 17:00:00,382.1968,201.1685,194.3498,194.7652,172.0897,383.9429
2023-09-01 18:00:00,157.4958,70.10924,69.70892,67.09265,58.87169,125.1325
2023-09-01 19:00:00,23.42455,5.488013,5.087337,4.996899,3.691451,8.025467
2023-09-01 20:00:00,0.4184097,0.0006223673,0.0004590687,0.0005112303,0.0003749735,-4.206767
2023-09-01 21:00:00,0,0,0,0,0,-4.956089
2023-09-01 22:00:00,0.3118055,0,0,0,0,-5.538918
2023-09-01 23:00:00,0,0,0,0,0,-1.679528
2023-09-02 00:00:00,0,0,0,0,0,-1.774164
2023-09-02 01:00:00,0.1055463,0,0,0,0,-2.100877
2023-09-02 02:00:00,9.25926e-06,0,0,0,0,-2.116653
2023-09-02 03:00:00,0,0,0,0,0,-1.64437
2023-09-02 04:00:00,0.3360417,0,0,0,0,-8.046967
2023-09-02 05:00:00,0.1275,0,0,0,0,-7.95738
2023-09-02 06:00:00,0.8920768,0.07942425,0.05072105,0.0643962,0.0349642,-9.179988
2023-09-02 07:00:00,48.23354,18.87758,16.63711,15.71007,12.91811,33.37402
2023-09-02 08:00:00,251.684,111.9962,106.5822,105.5812,91.28233,191.7458
2023-09-02 09:00:00,398.8107,213.9953,201.5644,203.2535,182.1261,345.6431
2023-09-02 10:00:00,592.7471,288.6194,264.6874,276.314,244.0341,575.6193
2023-09-02 11:00:00,560.2408,287.9879,271.2317,276.964,245.8686,561.1008
2023-09-02 12:00:00,828.149,394.8156,366.7506,382.8585,345.0768,1100.938
2023-09-02 13:00:00,983.496,480.7987,446.8985,465.5511,417.3616,1103.618
2023-09-02 14:00:00,911.5591,454.6734,423.3218,440.5585,396.1811,1039.108
2023-09-02 15:00:00,782.744,398.7604,372.644,385.903,346.2061,652.3259
2023-09-02 16:00:00,599.0803,313.7381,296.4233,302.2615,269.8343,509.4001
2023-09-02 17:00:00,379.7449,195.2774,188.8118,188.7935,167.453,316.1449
2023-09-02 18:00:00,156.1127,67.5482,68.3016,65.18105,57.20334,127.3496
2023-09-02 19:00:00,23.86834,4.920235,4.584404,4.360386,3.669832,6.475458
2023-09-02 20:00:00,0.1408333,0.0002048896,5.625622e-05,7.04308e-05,9.732295e-05,-5.205586
2023-09-02 21:00:00,0.2086805,0,0,0,0,-5.243146
2023-09-02 22:00:00,0.13,0,0,0,0,-4.851606
2023-09-02 23:00:00,0.3118056,0,0,0,0,-1.589146
