"Mariposa Solar Center, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMEIC - 1, Active Power P","TMEIC - 2, Active Power P","TMEIC - 3, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW
2023-09-01 00:00:00,0,0,0,0,-9.599999
2023-09-01 01:00:00,0,0,0,0,-9.599999
2023-09-01 02:00:00,0,0,0,0,-9.599999
2023-09-01 03:00:00,0,0,0,0,-9.599999
2023-09-01 04:00:00,0,0,0,0,-9.599999
2023-09-01 05:00:00,0,0,0,0,-9.599999
2023-09-01 06:00:00,0.266116,0,0,0,-9.599999
2023-09-01 07:00:00,57.12532,75.88496,83.2374,83.22911,244.8956
2023-09-01 08:00:00,267.5634,470.7064,483.9481,472.5896,1428.349
2023-09-01 09:00:00,514.202,920.636,942.1044,926.4053,2787.022
2023-09-01 10:00:00,742.912,1266.625,1292.65,1278.332,3824.314
2023-09-01 11:00:00,907.6415,1485.522,1507.766,1488.467,4448.396
2023-09-01 12:00:00,1012.144,1589.333,1628.956,1618.543,4796.843
2023-09-01 13:00:00,1036.972,1602.909,1636.462,1621.717,4818.8
2023-09-01 14:00:00,934.1438,1439.082,1488.522,1480.809,4386.624
2023-09-01 15:00:00,872.527,1356.936,1390.598,1380.995,4091.728
2023-09-01 16:00:00,670.837,1050.29,1082.188,1073.931,3176.238
2023-09-01 17:00:00,439.0472,643.1756,668.1743,658.8329,1976.028
2023-09-01 18:00:00,205.8144,237.3641,253.7402,251.7061,733.9824
2023-09-01 19:00:00,16.87254,14.06385,15.05812,14.855,50.6931
2023-09-01 20:00:00,0,0,0,0,-9.599999
2023-09-01 21:00:00,0,0,0,0,-9.599999
2023-09-01 22:00:00,0,0,0,0,-9.599999
2023-09-01 23:00:00,0,0,0,0,-9.599999
2023-09-02 00:00:00,0,0,0,0,-9.599999
2023-09-02 01:00:00,0,0,0,0,-9.599999
2023-09-02 02:00:00,0,0,0,0,-9.599999
2023-09-02 03:00:00,0,0,0,0,-9.599999
2023-09-02 04:00:00,0,0,0,0,-9.599999
2023-09-02 05:00:00,0,0,0,0,-9.599999
2023-09-02 06:00:00,0.04729538,0,0,0,-9.599999
2023-09-02 07:00:00,38.71576,59.24515,62.84536,61.65168,184.0541
2023-09-02 08:00:00,273.9166,483.7047,502.1883,492.864,1481.168
2023-09-02 09:00:00,463.9125,811.661,836.4105,827.3873,2476.546
2023-09-02 10:00:00,731.3668,1239.779,1266.814,1252.293,3751.707
2023-09-02 11:00:00,906.2591,1457.162,1487.746,1474.497,4394.146
2023-09-02 12:00:00,1013.43,1560.074,1598.084,1593.269,4709.041
2023-09-02 13:00:00,1044.051,1567.899,1602.675,1595.552,4721.081
2023-09-02 14:00:00,994.1285,1492.984,1526.422,1519.719,4498.623
2023-09-02 15:00:00,867.7824,1328.282,1361.786,1351.844,4006.46
2023-09-02 16:00:00,683.0461,1055.643,1085.976,1076.995,3191.282
2023-09-02 17:00:00,452.9129,668.0386,694.1871,687.8892,2034.778
2023-09-02 18:00:00,204.2249,230.2051,246.2481,244.4047,711.8363
2023-09-02 19:00:00,18.72663,16.93268,19.96957,19.67321,65.03508
2023-09-02 20:00:00,0,0,0,0,-9.599999
2023-09-02 21:00:00,0,0,0,0,-9.599999
2023-09-02 22:00:00,0,0,0,0,-9.599999
2023-09-02 23:00:00,0,0,0,0,-9.599999
2023-09-03 00:00:00,0,0,0,0,-9.599999
2023-09-03 01:00:00,0,0,0,0,-9.599999
2023-09-03 02:00:00,0,0,0,0,-9.599999
2023-09-03 03:00:00,0,0,0,0,-9.599999
2023-09-03 04:00:00,0,0,0,0,-9.599999
2023-09-03 05:00:00,0,0,0,0,-9.599999
2023-09-03 06:00:00,0.2030046,0,0,0,-9.599999
2023-09-03 07:00:00,56.93152,72.27361,79.57133,79.30473,228.4312
2023-09-03 08:00:00,254.3916,452.5125,466.7583,455.4317,1374.509
2023-09-03 09:00:00,500.5439,888.2214,909.1682,893.2962,2687.83
2023-09-03 10:00:00,719.5441,1211.791,1240.824,1227.705,3664.657
2023-09-03 11:00:00,884.7913,1402.175,1435.469,1424.228,4234.11
2023-09-03 12:00:00,938.6423,1344.555,1363.036,1342.633,4008.292
2023-09-03 13:00:00,1023.043,1452.642,1502.99,1477.516,4414.377
2023-09-03 14:00:00,969.5406,1439.415,1474.005,1464.657,4338.508
2023-09-03 15:00:00,845.003,1276.139,1307.145,1298.498,3847.483
2023-09-03 16:00:00,657.6904,1001.523,1030.276,1020.143,3025.584
2023-09-03 17:00:00,426.7538,620.2042,644.2074,638.2984,1887.14
2023-09-03 18:00:00,186.4256,212.464,227.1793,225.7777,660.2959
2023-09-03 19:00:00,18.34681,18.44944,21.48274,21.20465,66.71282
2023-09-03 20:00:00,0,0,0,0,-9.599999
