Dairy Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-09-01 00:00:00,-0.2637219,0,0,0,0,
2023-09-01 01:00:00,-0.2658363,0,0,0,0,
2023-09-01 02:00:00,-0.4490915,0,0,0,0,
2023-09-01 03:00:00,-0.3877518,0,0,0,0,
2023-09-01 04:00:00,-0.2781315,0,0,0,0,
2023-09-01 05:00:00,-0.2513905,0,0,0,0,
2023-09-01 06:00:00,4.74191,7.745,8.236668,9.295,8.701668,
2023-09-01 07:00:00,31.8535,74.98,79.13167,84.72668,81.81668,
2023-09-01 08:00:00,23.57252,37.06833,42.31833,49.03667,47.44667,
2023-09-01 09:00:00,34.25427,80.49,84.585,90.77335,88.83834,
2023-09-01 10:00:00,63.19318,166.3083,176.23,187.86,184.5117,
2023-09-01 11:00:00,158.3492,446.0384,469.7767,487.8883,474.4167,
2023-09-01 12:00:00,186.4639,552.205,574.9233,585.5533,561.9,
2023-09-01 13:00:00,58.69902,171.7167,179.42,185.215,177.825,
2023-09-01 14:00:00,103.1413,295.1717,311.13,321.41,310.4484,
2023-09-01 15:00:00,110.9367,273.3967,286.5533,294.2533,283.6334,
2023-09-01 16:00:00,68.02811,166.2033,177.89,187.2517,182.8333,
2023-09-01 17:00:00,20.01731,38.03667,41.16,49.37167,46.735,
2023-09-01 18:00:00,28.59814,65.78501,72.26668,80.45667,78.60667,
2023-09-01 19:00:00,7.191323,6.676668,6.993332,8.343332,7.426668,
2023-09-01 20:00:00,-0.2521813,0,0,0,0,
2023-09-01 21:00:00,-0.3449265,0,0,0,0,
2023-09-01 22:00:00,-0.2935852,0,0,0,0,
2023-09-01 23:00:00,-0.3007828,0,0,0,0,
2023-09-02 00:00:00,-0.3089576,0,0,0,0,
2023-09-02 01:00:00,-0.2234479,0,0,0,0,
2023-09-02 02:00:00,-0.3275173,0,0,0,0,
2023-09-02 03:00:00,-0.3968606,0,0,0,0,
2023-09-02 04:00:00,-0.2824802,0,0,0,0,
2023-09-02 05:00:00,-0.1823764,0,0,0,0,
2023-09-02 06:00:00,3.439239,0,0,0,0,
2023-09-02 07:00:00,34.78547,64.25502,71.63833,79.10668,77.91,
2023-09-02 08:00:00,142.995,257.2884,290.0083,310.2883,310.7067,
2023-09-02 09:00:00,479.6651,1240.068,1228.413,1170.615,1103.027,
2023-09-02 10:00:00,786.9653,1970,1970.693,1959.097,1895.246,
2023-09-02 11:00:00,810.4476,2369.025,2325.2,2286.01,2313.465,
