Red Oak Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2023-09-01 00:00:00,0,0,0,0,0,0,0,-8.790851
2023-09-01 01:00:00,0,0,0,0,0,0,0,-8.820818
2023-09-01 02:00:00,0,0,0,0,0,0,0,-8.818198
2023-09-01 03:00:00,0,0,0,0,0,0,0,-8.873294
2023-09-01 04:00:00,0,0,0,0,0,0,0,-8.902082
2023-09-01 05:00:00,0,0,0,0,0,0,0,-8.808898
2023-09-01 06:00:00,1.596702,0,0,0,0,0,0,-8.737932
2023-09-01 07:00:00,78.46479,55.40419,46.99241,54.18171,56.53481,58.55223,55.56815,327.3814
2023-09-01 08:00:00,303.7729,269.2154,273.1759,271.3196,282.9107,291.7857,279.4504,1694.575
2023-09-01 09:00:00,561.4229,511.353,523.9072,523.6808,541.1027,551.9023,535.5245,3225.779
2023-09-01 10:00:00,744.3293,707.8847,698.9912,708.7822,722.1843,742.5499,732.3999,4340.306
2023-09-01 11:00:00,931.9719,809.386,817.4937,816.8409,822.2806,831.3392,825.1172,4921.847
2023-09-01 12:00:00,1016.385,832.9378,832.9341,832.9628,832.9395,832.9778,832.9083,4997.689
2023-09-01 13:00:00,1030.559,832.9319,832.9429,833.0483,832.9354,832.9312,832.9329,4996.441
2023-09-01 14:00:00,967.134,817.5137,826.7339,832.8811,832.9511,832.8997,832.952,4973.583
2023-09-01 15:00:00,835.5204,716.3613,734.1348,767.6078,780.3394,790.6444,780.5201,4570.089
2023-09-01 16:00:00,642.5672,552.6891,571.1423,604.7193,612.3743,621.8118,615.5229,3590.594
2023-09-01 17:00:00,404.6716,326.6771,352.0751,380.8882,383.2921,389.1728,388.5504,2240.843
2023-09-01 18:00:00,162.3904,107.5697,118.5983,134.2365,124.6874,135.9603,139.2562,766.0432
2023-09-01 19:00:00,9.494349,7.556275,7.958316,8.256178,7.915791,9.59085,9.739063,43.69242
2023-09-01 20:00:00,0,0,0,0,0,0,0,-8.798236
2023-09-01 21:00:00,0,0,0,0,0,0,0,-8.741849
2023-09-01 22:00:00,0,0,0,0,0,0,0,-8.799846
2023-09-01 23:00:00,0,0,0,0,0,0,0,-8.809772
2023-09-02 00:00:00,0,0,0,0,0,0,0,-8.781071
2023-09-02 01:00:00,0,0,0,0,0,0,0,-8.84055
2023-09-02 02:00:00,0,0,0,0,0,0,0,-8.725446
2023-09-02 03:00:00,0,0,0,0,0,0,0,-8.715542
2023-09-02 04:00:00,0,0,0,0,0,0,0,-8.755135
2023-09-02 05:00:00,0,0,0,0,0,0,0,-8.763607
2023-09-02 06:00:00,2.935613,0,0,0,0,0,0,-8.759762
2023-09-02 07:00:00,77.33157,60.04598,55.37433,60.57071,66.00198,64.34995,61.79089,366.6556
2023-09-02 08:00:00,288.2723,245.1228,253.3806,250.0979,264.0259,268.3763,255.6481,1549.712
2023-09-02 09:00:00,544.0823,499.2748,513.7531,510.1472,526.0649,535.7708,519.8125,3150.986
2023-09-02 10:00:00,768.4847,685.1261,700.1226,710.9182,729.4012,744.8387,724.0002,4311.168
2023-09-02 11:00:00,926.0333,774.4372,775.8154,809.2343,807.4404,831.8282,821.0276,4829.276
2023-09-02 12:00:00,1011.682,832.9075,832.9078,832.9547,832.9851,832.9209,832.9631,4998.148
2023-09-02 13:00:00,1019.325,832.8087,833.0277,832.9333,832.9271,832.9222,832.9893,4995.542
2023-09-02 14:00:00,952.6544,799.6353,816.5352,828.1447,831.8706,832.7361,830.8723,4936.929
2023-09-02 15:00:00,819.5917,695.4651,718.4989,747.4041,761.5466,770.4036,758.5647,4452.327
2023-09-02 16:00:00,627.9819,537.767,559.0528,588.0349,596.6429,603.0618,597.375,3494.31
2023-09-02 17:00:00,391.2084,327.5009,344.8585,371.4036,374.1737,378.6361,378.2714,2194.446
2023-09-02 18:00:00,149.4332,106.1174,114.6637,130.2105,119.924,131.5784,135.0888,742.7721
2023-09-02 19:00:00,6.99903,6.811776,7.335176,7.559731,7.073317,8.965297,9.088435,39.54694
2023-09-02 20:00:00,0,0,0,0,0,0,0,-8.833406
2023-09-02 21:00:00,0,0,0,0,0,0,0,-8.796915
2023-09-02 22:00:00,0,0,0,0,0,0,0,-8.821851
2023-09-02 23:00:00,0,0,0,0,0,0,0,-8.830155
2023-09-03 00:00:00,0,0,0,0,0,0,0,-8.812771
2023-09-03 01:00:00,0,0,0,0,0,0,0,-8.732142
2023-09-03 02:00:00,0,0,0,0,0,0,0,-8.7697
2023-09-03 03:00:00,0,0,0,0,0,0,0,-8.798662
2023-09-03 04:00:00,0,0,0,0,0,0,0,-8.835664
2023-09-03 05:00:00,0,0,0,0,0,0,0,-8.842727
2023-09-03 06:00:00,1.342495,0,0,0,0,0,0,-8.818466
2023-09-03 07:00:00,73.37009,50.45076,44.07937,50.33279,51.94131,54.01957,51.47343,302.0909
2023-09-03 08:00:00,284.0486,247.9102,253.724,251.6304,262.5203,270.2686,259.2451,1569.844
2023-09-03 09:00:00,517.5038,473.0154,485.8156,484.2454,498.757,510.6002,494.9811,2985.316
2023-09-03 10:00:00,723.4573,638.6916,654.835,661.2574,680.8706,691.1239,671.821,4019.604
2023-09-03 11:00:00,872.8782,745.541,765.7037,777.968,798.1191,807.2115,789.9446,4693.455
2023-09-03 12:00:00,957.5818,801.5735,822.3654,831.4435,832.9438,832.9986,832.7869,4957.151
2023-09-03 13:00:00,973.3218,804.0869,827.1181,832.9675,832.8887,832.9363,832.9691,4964.012
2023-09-03 14:00:00,911.2728,752.6165,776.8955,801.5609,814.7101,819.9224,811.4808,4779.205
2023-09-03 15:00:00,742.4956,654.5142,674.8569,671.1465,700.9265,710.46,684.4367,4094.544
2023-09-03 16:00:00,593.2795,502.4599,523.5643,551.3826,558.739,564.7448,558.9167,3274.277
2023-09-03 17:00:00,361.7188,299.8651,316.3491,340.0713,342.7314,346.5356,346.461,2010.489
2023-09-03 18:00:00,132.756,95.18169,102.7112,115.7846,107.1393,117.1708,119.8056,661.3562
2023-09-03 19:00:00,5.791008,6.023852,6.744106,7.070148,6.80621,7.918945,8.085875,35.33997
2023-09-03 20:00:00,0,0,0,0,0,0,0,-8.728513
2023-09-03 21:00:00,0,0,0,0,0,0,0,-8.617832
2023-09-03 22:00:00,0,0,0,0,0,0,0,-8.63105
2023-09-03 23:00:00,0,0,0,0,0,0,0,-8.527958
2023-09-04 00:00:00,0,0,0,0,0,0,0,-8.619097
2023-09-04 01:00:00,0,0,0,0,0,0,0,-8.594625
2023-09-04 02:00:00,0,0,0,0,0,0,0,-8.536888
2023-09-04 03:00:00,0,0,0,0,0,0,0,-8.551478
2023-09-04 04:00:00,0,0,0,0,0,0,0,-8.55354
2023-09-04 05:00:00,0,0,0,0,0,0,0,-8.563188
2023-09-04 06:00:00,1.568929,0,0,0,0,0,0,-8.574322
2023-09-04 07:00:00,73.9435,47.95866,43.68668,48.85191,51.36204,52.00518,49.76842,292.5887
2023-09-04 08:00:00,284.3049,233.6795,240.164,239.0784,249.1312,256.1007,245.4884,1485.974
2023-09-04 09:00:00,508.9977,449.2342,459.3449,460.5512,473.4969,486.1018,470.5333,2833.222
2023-09-04 10:00:00,709.307,617.3971,629.9088,640.7391,657.2556,670.8373,652.1688,3889.572
2023-09-04 11:00:00,857.1693,729.2775,743.9863,762.1516,780.5854,793.8461,774.6731,4594.089
2023-09-04 12:00:00,938.2996,777.0864,795.8547,817.8018,831.0798,832.8556,828.1594,4886.819
2023-09-04 13:00:00,942.9989,773.1441,797.2808,819.2072,832.5825,832.3798,828.3984,4885.312
2023-09-04 14:00:00,882.9872,728.1833,750.9786,778.0919,793.351,798.8257,789.0627,4641.533
2023-09-04 15:00:00,764.8613,632.3948,654.1007,681.8231,695.1057,701.613,692.4699,4063.633
2023-09-04 16:00:00,580.4556,482.4779,501.9078,528.6453,535.9767,541.7294,536.614,3143.152
2023-09-04 17:00:00,353.9073,284.8819,299.9096,323.5374,326.2617,330.1618,329.9421,1911.421
2023-09-04 18:00:00,128.9821,89.62489,96.2933,107.9408,100.1318,109.6273,111.7495,617.3701
2023-09-04 19:00:00,5.454515,5.965144,6.490295,6.582206,6.509747,7.496457,7.586416,33.0003
2023-09-04 20:00:00,0,0,0,0,0,0,0,-8.658095
2023-09-04 21:00:00,0,0,0,0,0,0,0,-8.686911
2023-09-04 22:00:00,0,0,0,0,0,0,0,-8.60642
2023-09-04 23:00:00,0,0,0,0,0,0,0,-8.624715
2023-09-05 00:00:00,0,0,0,0,0,0,0,-8.470706
2023-09-05 01:00:00,0,0,0,0,0,0,0,-8.555386
2023-09-05 02:00:00,0,0,0,0,0,0,0,-8.604458
2023-09-05 03:00:00,0,0,0,0,0,0,0,-8.491034
2023-09-05 04:00:00,0,0,0,0,0,0,0,-8.455494
2023-09-05 05:00:00,0,0,0,0,0,0,0,-8.463999
2023-09-05 06:00:00,1.513603,0,0,0,0,0,0,-8.632925
2023-09-05 07:00:00,68.62473,46.42953,41.70439,46.84597,48.72726,51.09475,48.75533,281.1805
2023-09-05 08:00:00,281.2711,233.8524,240.3584,239.4023,249.517,256.9307,246.2009,1489.167
2023-09-05 09:00:00,514.447,453.8967,465.9484,466.084,481.0776,492.0534,476.5798,2870.126
2023-09-05 10:00:00,715.5683,622.807,634.8983,646.532,662.798,676.8845,658.1743,3924.477
2023-09-05 11:00:00,867.845,734.9261,750.7621,768.4972,786.9293,800.7114,782.1113,4634.152
2023-09-05 12:00:00,948.8984,783.9863,805.0143,825.6562,832.837,832.9401,832.3822,4916.103
2023-09-05 13:00:00,922.2844,773.7981,799.5059,819.744,830.2804,823.0797,831.5381,4880.307
2023-09-05 14:00:00,894.6876,733.4636,754.682,786.566,804.5206,805.9984,799.0934,4682.169
2023-09-05 15:00:00,572.8653,565.3373,548.5288,552.4729,535.5806,578.391,604.0557,3382.099
2023-09-05 16:00:00,530.649,451.2774,465.9797,511.7209,477.0465,511.0061,523.7059,2979.186
2023-09-05 17:00:00,285.6164,234.5584,247.6157,275.3953,262.6472,266.8683,279.406,1594.789
2023-09-05 18:00:00,112.9054,81.71016,86.90986,96.5425,89.78616,97.66269,99.66035,552.7888
2023-09-05 19:00:00,6.91543,6.891396,7.561348,7.709816,7.684565,8.592773,8.50412,39.50846
2023-09-05 20:00:00,0,0,0,0,0,0,0,-8.683617
2023-09-05 21:00:00,0,0,0,0,0,0,0,-8.620431
2023-09-05 22:00:00,0,0,0,0,0,0,0,-8.61762
2023-09-05 23:00:00,0,0,0,0,0,0,0,-8.541737
2023-09-06 00:00:00,0,0,0,0,0,0,0,-8.56102
2023-09-06 01:00:00,0,0,0,0,0,0,0,-8.594952
2023-09-06 02:00:00,0,0,0,0,0,0,0,-8.470455
2023-09-06 03:00:00,0,0,0,0,0,0,0,-8.534533
2023-09-06 04:00:00,0,0,0,0,0,0,0,-8.52879
2023-09-06 05:00:00,0,0,0,0,0,0,0,-8.473037
2023-09-06 06:00:00,1.208555,0,0,0,0,0,0,-8.533643
2023-09-06 07:00:00,60.10373,41.06079,37.92313,42.31845,43.55156,44.88312,43.17693,253.8089
2023-09-06 08:00:00,263.5805,220.8831,227.6636,226.9116,236.6032,242.2999,233.1508,1408.762
2023-09-06 09:00:00,508.9327,451.7976,464.8493,463.6594,479.6034,488.4531,473.7719,2856.03
