Faison,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA,"AE 1000NX - 1, AC Power","AE 1000NX - 2, AC Power",Production meter active power
,W/m²,kW,kW,kW
2023-09-01 00:00:00,0,0,,-4.678016
2023-09-01 01:00:00,0,0,,-4.688754
2023-09-01 02:00:00,0,0,,-4.691518
2023-09-01 03:00:00,0,0,,-4.739671
2023-09-01 04:00:00,0,0,,-4.751147
2023-09-01 05:00:00,0,0,,-4.669625
2023-09-01 06:00:00,0.8195,0.8420013,,-5.387573
2023-09-01 07:00:00,81.56975,39.94333,,33.30687
2023-09-01 08:00:00,260.4656,194.2127,,188.5741
2023-09-01 09:00:00,501.929,381.8969,,376.7777
2023-09-01 10:00:00,723.5267,535.2258,,530.0153
2023-09-01 11:00:00,867.62,614.9012,727.0436,1145.976
2023-09-01 12:00:00,989.1259,687.4423,880.7319,1561.977
2023-09-01 13:00:00,1006.332,693.1626,887.3424,1573.872
2023-09-01 14:00:00,950.0297,653.4884,837.729,1484.828
2023-09-01 15:00:00,821.6686,558.1085,720.1409,1271.23
2023-09-01 16:00:00,632.5106,442.2899,568.3453,1000.157
2023-09-01 17:00:00,389.639,269.0055,340.3109,602.1537
2023-09-01 18:00:00,160.4872,92.26603,119.5314,202.6895
2023-09-01 19:00:00,21.96883,6.756616,9.226894,5.843475
2023-09-01 20:00:00,0.02929848,0,0,-5.637888
2023-09-01 21:00:00,0,0,0,-4.970002
2023-09-01 22:00:00,0,0,0,-4.904092
2023-09-01 23:00:00,0,0,0,-4.880116
2023-09-02 00:00:00,0,0,0,-4.922468
2023-09-02 01:00:00,0,0,0,-4.917438
2023-09-02 02:00:00,0,0,0,-4.923335
2023-09-02 03:00:00,0,0,0,-4.902648
2023-09-02 04:00:00,0,0,0,-4.933434
2023-09-02 05:00:00,0,0,0,-4.926067
2023-09-02 06:00:00,0.9442688,1.896318,2.262497,-4.227147
2023-09-02 07:00:00,65.20128,47.31741,62.26427,100.9246
2023-09-02 08:00:00,227.8861,186.188,242.6114,419.7419
2023-09-02 09:00:00,388.9802,287.8845,372.4883,655.4316
2023-09-02 10:00:00,660.2612,501.6629,639.8926,1150.506
2023-09-02 11:00:00,775.9369,570.9395,728.2054,1301.63
2023-09-02 12:00:00,1010.021,688.4457,882.6207,1564.632
2023-09-02 13:00:00,1016.215,683.8722,875.2894,1552.529
2023-09-02 14:00:00,957.9289,638.4155,816.3144,1447.982
2023-09-02 15:00:00,825.8981,555.5629,712.2186,1261.655
2023-09-02 16:00:00,633.2139,431.5322,554.5571,979.8036
2023-09-02 17:00:00,395.719,268.3264,345.3333,605.9789
2023-09-02 18:00:00,160.5283,90.1348,116.5236,197.4975
2023-09-02 19:00:00,23.46021,6.381876,8.407118,4.964239
2023-09-02 20:00:00,0.08104167,0,0,-5.926997
2023-09-02 21:00:00,0,0,0,-5.007874
2023-09-02 22:00:00,0,0,0,-4.956217
2023-09-02 23:00:00,0,0,0,-4.990543
2023-09-03 00:00:00,0,0,0,-5.048392
2023-09-03 01:00:00,0,0,0,-5.040741
2023-09-03 02:00:00,0,0,0,-5.065764
2023-09-03 03:00:00,0,0,0,-5.071754
2023-09-03 04:00:00,0,0,0,-5.070597
2023-09-03 05:00:00,0,0,0,-4.982929
2023-09-03 06:00:00,0.437361,0.6566885,0.9300435,-6.588953
2023-09-03 07:00:00,67.72891,38.34356,50.75025,80.14684
2023-09-03 08:00:00,250.1437,187.0484,244.1217,424.8922
2023-09-03 09:00:00,486.7462,360.2897,466.4085,822.2805
2023-09-03 10:00:00,700.9077,494.3264,636.5752,1126.156
2023-09-03 11:00:00,862.1565,583.4499,748.4916,1326.191
2023-09-03 12:00:00,957.9861,628.4647,805.978,1428.095
2023-09-03 13:00:00,980.0851,633.7217,815.2156,1442.36
2023-09-03 14:00:00,920.1869,596.3262,766.2535,1355.793
2023-09-03 15:00:00,790.1956,521.5683,670.0669,1185.109
2023-09-03 16:00:00,599.6813,401.624,517.0056,911.7922
2023-09-03 17:00:00,370.4331,246.6325,317.859,556.8501
2023-09-03 18:00:00,145.9128,81.57042,105.2699,177.2733
2023-09-03 19:00:00,19.70853,5.90473,8.370962,4.167414
2023-09-03 20:00:00,0.04947222,0,0,-5.849406
2023-09-03 21:00:00,0,0,0,-5.213938
2023-09-03 22:00:00,0,0,0,-5.135209
2023-09-03 23:00:00,0,0,0,-5.034301
2023-09-04 00:00:00,0,0,0,-4.940665
2023-09-04 01:00:00,0,0,0,-4.946801
2023-09-04 02:00:00,0,0,0,-4.979214
2023-09-04 03:00:00,0,0,0,-4.995305
2023-09-04 04:00:00,0,0,0,-4.977748
2023-09-04 05:00:00,0,0,0,-4.977148
2023-09-04 06:00:00,0.6366396,0.456541,0.37455,-7.184382
2023-09-04 07:00:00,60.73736,36.91174,48.91713,76.69345
2023-09-04 08:00:00,237.4712,172.9162,225.4012,391.9196
2023-09-04 09:00:00,460.6365,342.1007,442.0932,778.8328
2023-09-04 10:00:00,675.6176,474.5118,611.4541,1080.739
2023-09-04 11:00:00,831.6581,560.2573,722.135,1276.591
2023-09-04 12:00:00,933.9212,611.5245,784.4725,1389.369
2023-09-04 13:00:00,950.7119,612.4791,785.6346,1391.272
2023-09-04 14:00:00,895.4484,577.4334,744.3495,1312.43
2023-09-04 15:00:00,668.6309,423.4914,540.069,965.6398
2023-09-04 16:00:00,582.5477,393.8792,505.7197,892.4103
2023-09-04 17:00:00,352.6127,232.0708,299.48,523.6923
2023-09-04 18:00:00,131.2022,71.44617,92.78812,154.5901
