S. Robeson Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
Timestamp,POA*,"SMA Inverter - A.1, Pac","SMA Inverter - A.2, Pac","SMA Inverter - B.1, Pac","SMA Inverter - B.2, Pac","SMA Inverter - C.1, Pac","SMA Inverter - C.2, Pac","SMA Inverter - D.1, Pac","SMA Inverter - D.2, Pac","SMA Inverter - E.1, Pac","SMA Inverter - E.2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW
2023-09-01 00:00,,,,,,,,,,,,-7.896979
2023-09-01 01:00,,,,,,,,,,,,-7.943213
2023-09-01 02:00,,,,,,,,,,,,-7.915394
2023-09-01 03:00,,,,,,,,,,,,-7.891426
2023-09-01 04:00,,,,,,,,,,,,-7.90615
2023-09-01 05:00,,,,,,,,,,,,-7.809159
2023-09-01 06:00,,,,,,,,,,,,-7.821657
2023-09-01 07:00,,,,,,,,,,,,132.7519
2023-09-01 08:00,,,,,,,,,,,,885.6079
2023-09-01 09:00,,,,,,,,,,,,1753.518
2023-09-01 10:00,,,,,,,,,,,,2152.291
2023-09-01 11:00,,,,,,,,,,,,2451.873
2023-09-01 12:00,,,,,,,,,,,,1908.458
2023-09-01 13:00,,,,,,,,,,,,2068.129
2023-09-01 14:00,,,,,,,,,,,,2239.243
2023-09-01 15:00,,,,,,,,,,,,2424.279
2023-09-01 16:00,,,,,,,,,,,,2087.334
2023-09-01 17:00,,,,,,,,,,,,1314.639
2023-09-01 18:00,,,,,,,,,,,,460.8497
2023-09-01 19:00,,,,,,,,,,,,11.48044
2023-09-01 20:00,,,,,,,,,,,,-8.633512
2023-09-01 21:00,,,,,,,,,,,,-7.896112
2023-09-01 22:00,,,,,,,,,,,,-7.889345
2023-09-01 23:00,,,,,,,,,,,,-7.897367
2023-09-02 00:00,,,,,,,,,,,,-7.85344
2023-09-02 01:00,,,,,,,,,,,,-7.852953
2023-09-02 02:00,,,,,,,,,,,,-7.867889
2023-09-02 03:00,,,,,,,,,,,,-7.879131
2023-09-02 04:00,,,,,,,,,,,,-7.887275
2023-09-02 05:00,,,,,,,,,,,,-7.865602
2023-09-02 06:00,,,,,,,,,,,,-7.859456
2023-09-02 07:00,,,,,,,,,,,,162.1971
2023-09-02 08:00,,,,,,,,,,,,849.1846
2023-09-02 09:00,,,,,,,,,,,,1519.386
2023-09-02 10:00,,,,,,,,,,,,2160.636
2023-09-02 11:00,,,,,,,,,,,,2415.263
2023-09-02 12:00,,,,,,,,,,,,2251.212
2023-09-02 13:00,,,,,,,,,,,,3179.562
2023-09-02 14:00,,,,,,,,,,,,2848.985
2023-09-02 15:00,,,,,,,,,,,,2555.53
2023-09-02 16:00,,,,,,,,,,,,2022.638
2023-09-02 17:00,,,,,,,,,,,,1271.968
2023-09-02 18:00,,,,,,,,,,,,439.4601
2023-09-02 19:00,,,,,,,,,,,,10.05809
2023-09-02 20:00,,,,,,,,,,,,-8.829421
2023-09-02 21:00,,,,,,,,,,,,-7.921961
2023-09-02 22:00,,,,,,,,,,,,-7.801991
2023-09-02 23:00,,,,,,,,,,,,-7.837304
2023-09-03 00:00,,,,,,,,,,,,-7.860932
2023-09-03 01:00,,,,,,,,,,,,-7.819221
2023-09-03 02:00,,,,,,,,,,,,-7.85165
2023-09-03 03:00,,,,,,,,,,,,-7.833312
2023-09-03 04:00,,,,,,,,,,,,-7.862168
2023-09-03 05:00,,,,,,,,,,,,-7.837913
2023-09-03 06:00,,,,,,,,,,,,-7.998661
2023-09-03 07:00,,,,,,,,,,,,122.2314
2023-09-03 08:00,,,,,,,,,,,,841.1982
2023-09-03 09:00,,,,,,,,,,,,1666.125
2023-09-03 10:00,,,,,,,,,,,,2292.019
2023-09-03 11:00,,,,,,,,,,,,2682.618
2023-09-03 12:00,,,,,,,,,,,,2873.045
2023-09-03 13:00,,,,,,,,,,,,2832.705
2023-09-03 14:00,,,,,,,,,,,,2676.156
2023-09-03 15:00,,,,,,,,,,,,2423.61
2023-09-03 16:00,,,,,,,,,,,,1889.134
2023-09-03 17:00,,,,,,,,,,,,1153.892
2023-09-03 18:00,,,,,,,,,,,,396.9354
2023-09-03 19:00,,,,,,,,,,,,10.93814
2023-09-03 20:00,,,,,,,,,,,,-8.910043
2023-09-03 21:00,,,,,,,,,,,,-8.584502
2023-09-03 22:00,,,,,,,,,,,,-7.822413
2023-09-03 23:00,,,,,,,,,,,,-7.815092
2023-09-04 00:00,,,,,,,,,,,,-7.836512
2023-09-04 01:00,,,,,,,,,,,,-7.809153
2023-09-04 02:00,,,,,,,,,,,,-7.748396
2023-09-04 03:00,,,,,,,,,,,,-7.734935
2023-09-04 04:00,,,,,,,,,,,,-7.751105
2023-09-04 05:00,,,,,,,,,,,,-7.772417
2023-09-04 06:00,,,,,,,,,,,,-7.974013
