Dairy Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-12-01 00:00:00,-0.08405055,0,0,0,0,
2023-12-01 01:00:00,-0.1022682,0,0,0,0,
2023-12-01 02:00:00,-0.02195817,0,0,0,0,
2023-12-01 03:00:00,0.003264938,0,0,0,0,
2023-12-01 04:00:00,-0.0959977,0,0,0,0,
2023-12-01 05:00:00,0.002007166,0,0,0,0,
2023-12-01 06:00:00,-0.2062508,0,0,0,0,
2023-12-01 07:00:00,23.56598,0,0,0,0,
2023-12-01 08:00:00,34.07375,0,0,0,0,
2023-12-01 09:00:00,74.40068,1.676666,9.903333,0,0,
2023-12-01 10:00:00,154.6974,126.3267,147.56,227.0117,210.8933,
2023-12-01 11:00:00,251.5592,335.9183,386.8117,670.5267,649.1733,
2023-12-01 12:00:00,377.9697,778.565,842.97,1077.892,1046.483,
2023-12-01 13:00:00,287.255,697.6866,754.3683,809.305,777.2416,
2023-12-01 14:00:00,246.1741,534.72,581.9333,649.86,635.37,
2023-12-01 15:00:00,69.10414,103.98,112.48,115.6467,109.5317,
2023-12-01 16:00:00,13.79472,12.725,15.15833,16.76833,15.77,
2023-12-01 17:00:00,-0.3294447,0,0,0,0,
2023-12-01 18:00:00,-0.1826229,0,0,0,0,
2023-12-01 19:00:00,-0.1922973,0,0,0,0,
2023-12-01 20:00:00,-0.199616,0,0,0,0,
2023-12-01 21:00:00,-0.1845468,0,0,0,0,
2023-12-01 22:00:00,-0.2513286,0,0,0,0,
2023-12-01 23:00:00,-0.2632355,0,0,0,0,
2023-12-02 00:00:00,-0.2268788,0,0,0,0,
2023-12-02 01:00:00,-0.202703,0,0,0,0,
2023-12-02 02:00:00,-0.342342,0,0,0,0,
2023-12-02 03:00:00,-0.2197373,0,0,0,0,
2023-12-02 04:00:00,-0.2148951,0,0,0,0,
2023-12-02 05:00:00,-0.2240247,0,0,0,0,
2023-12-02 06:00:00,-0.1690401,0,0,0,0,
2023-12-02 07:00:00,15.5161,0,1.456667,1.756667,1.46,
2023-12-02 08:00:00,30.48543,52.40667,61.45166,67.25667,66.57667,
2023-12-02 09:00:00,63.56477,126.0717,142.7417,150.6417,147.1467,
2023-12-02 10:00:00,106.3264,257.105,287.3184,298.9117,296.695,
2023-12-02 11:00:00,129.4654,369.6683,410.5934,419.725,410.1583,
2023-12-02 12:00:00,195.1022,519.7433,574.555,588.0483,568.7584,
2023-12-02 13:00:00,83.45523,181.9667,204.3734,205.4084,199.3316,
