Turkey Hill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-12-01 00:00:00,-0.1713919,0,0,0,0,-14.482
2023-12-01 01:00:00,-0.2258779,0,0,0,0,-14.5365
2023-12-01 02:00:00,-0.1474272,0,0,0,0,-14.57034
2023-12-01 03:00:00,-0.1575472,0,0,0,0,-14.52866
2023-12-01 04:00:00,-0.1793423,0,0,0,0,-14.55083
2023-12-01 05:00:00,-0.08816884,0,0,0,0,-14.42483
2023-12-01 06:00:00,-0.1297662,0,0,0,0,-14.41183
2023-12-01 07:00:00,37.41861,0,0,0,0,-6.188667
2023-12-01 08:00:00,78.64596,2.326667,1.43,1.435,0.4683333,96.27965
2023-12-01 09:00:00,91.74778,0,0,0,0,101.9252
2023-12-01 10:00:00,171.6797,69.49499,48.53167,52.50166,49.52166,243.2473
2023-12-01 11:00:00,181.6121,195.89,134.7583,172.7667,151.47,644.2979
2023-12-01 12:00:00,201.8881,372.0717,320.8716,356.4533,318.6717,1357.296
2023-12-01 13:00:00,380.4739,822.4651,793.7399,798.4,770.0782,3151.843
2023-12-01 14:00:00,516.696,1033.982,1038.392,1033.983,1021.081,4143.187
2023-12-01 15:00:00,130.7436,218.3417,219.315,222.33,226.225,873.7059
2023-12-01 16:00:00,15.43947,13.725,13.44,13.19167,13.135,62.99017
2023-12-01 17:00:00,-0.1478569,0,0,0,0,-14.39017
2023-12-01 18:00:00,-0.1035162,0,0,0,0,-14.47266
2023-12-01 19:00:00,-0.08532437,0,0,0,0,-14.5765
2023-12-01 20:00:00,-0.0514665,0,0,0,0,-14.54917
2023-12-01 21:00:00,-0.2383312,0,0,0,0,-14.37217
2023-12-01 22:00:00,-0.1373912,0,0,0,0,-14.55383
2023-12-01 23:00:00,-0.1863648,0,0,0,0,-14.636
2023-12-02 00:00:00,-0.1227248,0,0,0,0,-14.63583
2023-12-02 01:00:00,-0.1420871,0,0,0,0,-14.70683
2023-12-02 02:00:00,-0.1844248,0,0,0,0,-14.71684
2023-12-02 03:00:00,-0.2202389,0,0,0,0,-14.70716
2023-12-02 04:00:00,-0.1922709,0,0,0,0,-14.65384
2023-12-02 05:00:00,-0.1596353,0,0,0,0,-14.54283
