Freemont Solar Center,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMIEC Inverter - A, Active Power P","TMIEC Inverter - B, Active Power P","TMIEC Inverter - C, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW
2023-12-01 00:00:00,0,0,0,0,-9.599999
2023-12-01 01:00:00,0,0,0,0,-9.599999
2023-12-01 02:00:00,0,0,0,0,-9.599999
2023-12-01 03:00:00,0,0,0,0,-9.599999
2023-12-01 04:00:00,0,0,0,0,-9.427666
2023-12-01 05:00:00,0,0,0,0,-9.599999
2023-12-01 06:00:00,0,0,0,0,-9.599999
2023-12-01 07:00:00,6.091116,0,0,0,12.31488
2023-12-01 08:00:00,44.95644,69.77444,70.32348,29.66747,165.8988
2023-12-01 09:00:00,83.03264,130.7165,130.9297,0,256.0186
2023-12-01 10:00:00,124.6778,188.2137,186.8172,160.8209,496.425
2023-12-01 11:00:00,156.2056,234.0027,233.2753,236.1675,709.6675
2023-12-01 12:00:00,199.1317,304.8043,302.565,301.2516,905.1566
2023-12-01 13:00:00,176.5167,264.5978,264.1745,264.7099,788.2139
2023-12-01 14:00:00,132.2359,190.8321,189.6502,188.6934,563.1689
2023-12-01 15:00:00,25.31675,36.61697,36.86121,35.32346,116.7967
2023-12-01 16:00:00,10.12813,8.303599,8.413266,7.977745,40.19301
2023-12-01 17:00:00,0,0,0,0,-9.448883
2023-12-01 18:00:00,0,0,0,0,-9.599999
2023-12-01 19:00:00,0,0,0,0,-9.599999
2023-12-01 20:00:00,0,0,0,0,-9.599999
2023-12-01 21:00:00,0,0,0,0,-9.599999
2023-12-01 22:00:00,0,0,0,0,-9.599999
2023-12-01 23:00:00,0,0,0,0,-9.599999
2023-12-02 00:00:00,0,0,0,0,-9.599999
2023-12-02 01:00:00,0,0,0,0,-9.599999
2023-12-02 02:00:00,0,0,0,0,-9.599999
2023-12-02 03:00:00,0,0,0,0,-9.599999
2023-12-02 04:00:00,0,0,0,0,-9.599999
2023-12-02 05:00:00,0,0,0,0,-9.599999
2023-12-02 06:00:00,0,0,0,0,-9.599999
2023-12-02 07:00:00,6.193168,2.076111,2.062083,2.027014,12.10291
2023-12-02 08:00:00,36.44775,48.80862,48.88076,43.13599,154.1889
2023-12-02 09:00:00,127.9172,185.1782,184.4563,184.3653,549.5036
2023-12-02 10:00:00,137.9775,205.0375,203.6922,203.9312,605.0209
2023-12-02 11:00:00,168.9136,247.2983,243.0049,244.0663,733.0039
2023-12-02 12:00:00,121.6532,185.8501,185.0883,184.7023,549.1695
2023-12-02 13:00:00,193.8412,279.9515,276.1481,269.1082,815.766
2023-12-02 14:00:00,206.2886,286.4431,282.3505,279.9122,841.6141
2023-12-02 15:00:00,70.37637,107.6738,107.6317,107.3005,314.2569
2023-12-02 16:00:00,14.40944,16.9583,16.98082,15.76183,56.61832
2023-12-02 17:00:00,0.1254867,0,0,0,-9.208693
2023-12-02 18:00:00,0,0,0,0,-9.599999
2023-12-02 19:00:00,0,0,0,0,-9.599999
2023-12-02 20:00:00,0,0,0,0,-9.599999
2023-12-02 21:00:00,0,0,0,0,-9.599999
2023-12-02 22:00:00,0,0,0,0,-9.599999
2023-12-02 23:00:00,0,0,0,0,-9.599999
2023-12-03 00:00:00,0,0,0,0,-9.599999
2023-12-03 01:00:00,0,0,0,0,-9.599999
2023-12-03 02:00:00,0,0,0,0,-9.599999
2023-12-03 03:00:00,0,0,0,0,-9.599999
2023-12-03 04:00:00,0,0,0,0,-9.599999
2023-12-03 05:00:00,0,0,0,0,-9.599999
2023-12-03 06:00:00,0,0,0,0,-9.599999
2023-12-03 07:00:00,2.840502,0,0,0,-9.599999
2023-12-03 08:00:00,18.19677,17.25242,17.56333,15.33254,38.70149
2023-12-03 09:00:00,45.53692,72.52641,72.19234,72.22986,210.3959
2023-12-03 10:00:00,68.89758,106.7093,106.5489,109.6051,319.4359
2023-12-03 11:00:00,184.0441,277.1404,275.0722,274.1227,819.6898
2023-12-03 12:00:00,211.8513,312.0459,309.4485,296.4984,922.9476
2023-12-03 13:00:00,245.378,352.3106,350.1687,356.8073,1064.299
2023-12-03 14:00:00,301.794,451.0862,447.52,450.768,1335.758
2023-12-03 15:00:00,120.6061,169.1293,168.0826,168.0486,497.8357
2023-12-03 16:00:00,43.90854,50.09662,50.05149,52.2028,154.7579
2023-12-03 17:00:00,0.07078395,0,0,0,-9.187013
2023-12-03 18:00:00,0,0,0,0,-9.599999
2023-12-03 19:00:00,0,0,0,0,-9.599999
2023-12-03 20:00:00,0,0,0,0,-9.599999
2023-12-03 21:00:00,0,0,0,0,-9.599999
2023-12-03 22:00:00,0,0,0,0,-9.599999
2023-12-03 23:00:00,0,0,0,0,-9.599999
2023-12-04 00:00:00,0,0,0,0,-9.599999
2023-12-04 01:00:00,0,0,0,0,-9.599999
2023-12-04 02:00:00,0,0,0,0,-9.599999
2023-12-04 03:00:00,0,0,0,0,-9.599999
2023-12-04 04:00:00,0,0,0,0,-9.599999
2023-12-04 05:00:00,0,0,0,0,-9.599999
2023-12-04 06:00:00,0,0,0,0,-9.599999
2023-12-04 07:00:00,59.03487,53.04412,41.17852,33.39426,134.1287
2023-12-04 08:00:00,134.647,187.4426,176.2533,172.2898,575.2037
2023-12-04 09:00:00,508.5927,988.482,904.4868,856.9633,2661.37
2023-12-04 10:00:00,747.8474,1328.599,1295.08,1269.93,3899.023
2023-12-04 11:00:00,841.9064,1458.188,1429.418,1414.338,4284.63
2023-12-04 12:00:00,867.2886,1460.001,1432.291,1436.025,4365.217
2023-12-04 13:00:00,680.1252,1124.624,1117.686,1123.538,3257.03
2023-12-04 14:00:00,492.0645,779.4199,795.5572,821.4896,2447.405
2023-12-04 15:00:00,423.8563,613.3946,563.7034,658.8644,1823.501
2023-12-04 16:00:00,133.7315,110.1811,110.5335,126.2495,346.0463
2023-12-04 17:00:00,0.5084202,0,0,0,-3.586603
2023-12-04 18:00:00,0,0,0,0,-9.599999
2023-12-04 19:00:00,0,0,0,0,-9.599999
2023-12-04 20:00:00,0,0,0,0,-9.599999
2023-12-04 21:00:00,0,0,0,0,-9.599999
2023-12-04 22:00:00,0,0,0,0,-9.599999
2023-12-04 23:00:00,0,0,0,0,-9.599999
2023-12-05 00:00:00,0,0,0,0,-9.599999
2023-12-05 01:00:00,0,0,0,0,-9.599999
2023-12-05 02:00:00,0,0,0,0,-9.599999
2023-12-05 03:00:00,0,0,0,0,-9.599999
2023-12-05 04:00:00,0,0,0,0,-9.599999
2023-12-05 05:00:00,0,0,0,0,-9.599999
2023-12-05 06:00:00,0,0,0,0,-9.599999
2023-12-05 07:00:00,57.12845,45.78915,31.27966,21.38367,104.6214
2023-12-05 08:00:00,329.3534,386.4351,350.7966,200.3744,882.505
2023-12-05 09:00:00,560.033,997.6241,899.2408,,1899.274
2023-12-05 10:00:00,727.1746,1309.974,1280.358,1037.66,2683.178
2023-12-05 11:00:00,823.1205,1450.58,1423.269,1399.762,4261.204
2023-12-05 12:00:00,871.3488,1489.624,1449.866,1446.25,4251.609
2023-12-05 13:00:00,559.6846,920.8027,930.2856,866.8539,2735.891
2023-12-05 14:00:00,619.1777,981.4799,1007.999,1069.957,3077.389
2023-12-05 15:00:00,223.5493,289.7046,282.663,302.3369,877.4037
2023-12-05 16:00:00,147.0134,118.0368,119.5118,137.754,375.8719
2023-12-05 17:00:00,0.1328514,0,0,0,-3.654517
2023-12-05 18:00:00,0,0,0,0,-9.599999
2023-12-05 19:00:00,0,0,0,0,-9.599999
2023-12-05 20:00:00,0,0,0,0,-9.599999
2023-12-05 21:00:00,0,0,0,0,-9.599999
2023-12-05 22:00:00,0,0,0,0,-9.599999
2023-12-05 23:00:00,0,0,0,0,-9.599999
2023-12-06 00:00:00,0,0,0,0,-9.599999
2023-12-06 01:00:00,0,0,0,0,-9.599999
2023-12-06 02:00:00,0,0,0,0,-9.599999
2023-12-06 03:00:00,0,0,0,0,-9.599999
2023-12-06 04:00:00,0,0,0,0,-9.599999
2023-12-06 05:00:00,0,0,0,0,-9.599999
2023-12-06 06:00:00,0,0,0,0,-9.599999
2023-12-06 07:00:00,56.45417,44.83891,28.63503,18.69555,97.78567
2023-12-06 08:00:00,334.9051,385.3776,350.316,346.1369,1083.239
2023-12-06 09:00:00,571.0961,1023.633,919.2729,938.5591,2886.855
2023-12-06 10:00:00,741.5773,1313.477,1280.345,1252.266,3988.247
2023-12-06 11:00:00,878.0781,1467.852,1431.602,1367.516,4232.918
2023-12-06 12:00:00,908.027,1541.573,1499.862,1502.879,4510.422
2023-12-06 13:00:00,809.8939,1395.104,1436.939,1465.07,4275.467
2023-12-06 14:00:00,651.9465,1093.841,1118.424,1203.656,3343.831
