Gauss Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"Schneider SmartGen CS1800 Inverter - 1.1, Active Power","Schneider SmartGen CS1800 Inverter - 1.2, Active Power","Schneider SmartGen CS1800 Inverter - 2.1, Active Power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-12-01 00:00:00,0,-0.01038877,-0.005725716,0.004538708,-7.584033
2023-12-01 01:00:00,0,-0.01004199,0.005096567,0.009621549,-7.552161
2023-12-01 02:00:00,0.1445495,-0.005028704,-0.0061695,-0.006886789,-7.584205
2023-12-01 03:00:00,0.2423189,0.00771601,0.002757199,-0.01007625,-7.524237
2023-12-01 04:00:00,0,-0.01576776,-0.01007511,0.008955768,-7.535862
2023-12-01 05:00:00,0,-0.01321416,-0.01491174,0.008114917,-7.595177
2023-12-01 06:00:00,0,-0.007704159,-0.0005509935,0.008980931,-7.497492
2023-12-01 07:00:00,30.78187,27.91702,28.05514,28.28526,83.54459
2023-12-01 08:00:00,255.14,237.0403,254.7793,248.3797,743.4158
2023-12-01 09:00:00,276.6559,484.6202,478.0631,470.827,1402.974
2023-12-01 10:00:00,487.5323,832.7812,836.9976,841.7034,2545.941
2023-12-01 11:00:00,317.8934,528.848,516.6351,523.0305,1556.676
2023-12-01 12:00:00,269.3424,429.9249,426.0609,422.7203,1273.782
2023-12-01 13:00:00,166.8672,272.7157,269.8415,267.7349,807.7045
2023-12-01 14:00:00,108.6527,181.3308,180.3699,177.7814,537.5206
2023-12-01 15:00:00,86.44635,137.6293,136.9886,134.3392,408.9905
2023-12-01 16:00:00,21.92139,24.12678,25.51468,24.35791,75.18295
2023-12-01 17:00:00,0,-0.01272248,0.000430709,0.01058221,-7.766565
2023-12-01 18:00:00,0,-0.01738802,-0.003355577,0.0002181877,-7.811876
2023-12-01 19:00:00,0,0.003255028,-0.004178897,0.006195472,-7.761455
2023-12-01 20:00:00,0,0.01276921,-0.007329015,0.007763361,-7.795401
