Merrill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-12-01 00:00:00,-0.2986377,0,0,0,0,-13.84783
2023-12-01 01:00:00,-0.2398283,0,0,0,0,-13.95683
2023-12-01 02:00:00,-0.2759452,0,0,0,0,-13.87933
2023-12-01 03:00:00,-0.2635645,0,0,0,0,-13.7065
2023-12-01 04:00:00,-0.2924854,0,0,0,0,-13.905
2023-12-01 05:00:00,-0.1113881,0,0,0,0,-13.90767
2023-12-01 06:00:00,0.07090369,0,0,0,0,-13.92183
2023-12-01 07:00:00,31.58718,0,0.6733332,1.995,2.153333,12.58717
2023-12-01 08:00:00,40.5955,1.665,0.795,2.9,3.841666,81.40533
2023-12-01 09:00:00,67.46299,0,0,0,0,70.027
2023-12-01 10:00:00,172.2973,24.965,24.25833,27.705,28.89,144.6527
2023-12-01 11:00:00,269.0089,119.2667,127.33,119.8233,123.245,475.9528
2023-12-01 12:00:00,323.4543,454.2183,457.89,461.595,429.7133,1795.827
2023-12-01 13:00:00,352.9225,709.5167,703.64,726.9933,720.4534,2837.361
2023-12-01 14:00:00,423.4731,761.9384,761.8149,789.9684,791.2,3087.051
2023-12-01 15:00:00,125.0914,174.0817,171.2517,173.3217,173.4383,679.4628
2023-12-01 16:00:00,16.41449,11.305,11.23333,13.00167,13.01667,55.77299
2023-12-01 17:00:00,-0.3741072,0,0,0,0,-13.94917
2023-12-01 18:00:00,0.02519979,0,0,0,0,-13.743
2023-12-01 19:00:00,-0.4439727,0,0,0,0,-13.76717
2023-12-01 20:00:00,-0.2793855,0,0,0,0,-13.674
2023-12-01 21:00:00,-0.280647,0,0,0,0,-13.474
2023-12-01 22:00:00,-0.2119443,0,0,0,0,-13.676
2023-12-01 23:00:00,-0.01567425,0,0,0,0,-13.78283
2023-12-02 00:00:00,-0.1408274,0,0,0,0,-13.82166
2023-12-02 01:00:00,-0.160559,0,0,0,0,-13.93067
2023-12-02 02:00:00,-0.3358083,0,0,0,0,-13.89983
2023-12-02 03:00:00,-0.2974671,0,0,0,0,-13.87467
2023-12-02 04:00:00,-0.3473274,0,0,0,0,-13.87016
2023-12-02 05:00:00,-0.1643678,0,0,0,0,-13.89266
2023-12-02 06:00:00,-0.3052305,0,0,0,0,-13.83834
2023-12-02 07:00:00,19.48764,5.76,5.821668,6.9125,7.115,51.60183
2023-12-02 08:00:00,71.7656,93.93834,92.74334,98.43667,98.07668,366.0987
