Princeton,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA,"Eaton Power Expert 1670 1, Real power","Eaton Power Expert 1670 2, Real power","Eaton Power Expert 1670 3, Real power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-12-01 00:00:00,0,0,0,0,
2023-12-01 01:00:00,0,0,0,0,
2023-12-01 02:00:00,0,0,0,0,
2023-12-01 03:00:00,0,0,0,0,
2023-12-01 04:00:00,0,0,0,0,
2023-12-01 05:00:00,0,0,0,0,
2023-12-01 06:00:00,0,0,0,0,
2023-12-01 07:00:00,19.50278,14.94407,23.1352,29.60015,
2023-12-01 08:00:00,120.5507,135.4376,167.5854,166.7539,
2023-12-01 09:00:00,185.3715,223.2824,344.9041,331.4889,
2023-12-01 10:00:00,194.692,335.3103,347.2102,342.0593,
2023-12-01 11:00:00,204.1978,345.1777,362.8428,352.7891,
2023-12-01 12:00:00,232.0769,397.3825,413.2717,403.2306,
2023-12-01 13:00:00,190.0602,321.0254,335.6749,325.4529,
2023-12-01 14:00:00,165.0715,273.8455,290.6011,280.5855,
2023-12-01 15:00:00,79.99072,110.9007,112.6739,114.7968,
2023-12-01 16:00:00,20.93242,15.63318,10.24336,16.74419,
2023-12-01 17:00:00,0.2332864,0,0,0,
2023-12-01 18:00:00,0,0,0,0,
2023-12-01 19:00:00,0,0,0,0,
2023-12-01 20:00:00,0,0,0,0,
2023-12-01 21:00:00,0,0,0,0,
2023-12-01 22:00:00,0,0,0,0,
2023-12-01 23:00:00,0,0,0,0,
2023-12-02 00:00:00,0,0,0,0,
2023-12-02 01:00:00,0,0,0,0,
2023-12-02 02:00:00,9.38889e-05,0,0,0,
2023-12-02 03:00:00,0.02564222,0,0,0,
2023-12-02 04:00:00,0,0,0,0,
2023-12-02 05:00:00,0,0,0,0,
2023-12-02 06:00:00,9.29593e-05,0,0,0,
2023-12-02 07:00:00,3.041961,0.02433987,0.3053682,0.9121853,
2023-12-02 08:00:00,48.22431,70.54934,77.44307,57.94206,
2023-12-02 09:00:00,108.5145,190.8981,199.0322,191.8272,
2023-12-02 10:00:00,174.663,291.7961,303.2055,296.3473,
2023-12-02 11:00:00,99.03831,162.9566,172.7474,163.468,
2023-12-02 12:00:00,233.5309,399.5032,416.1154,402.8701,
2023-12-02 13:00:00,171.2093,283.6141,292.2593,281.408,
2023-12-02 14:00:00,125.8936,199.8633,208.925,199.0048,
2023-12-02 15:00:00,74.27586,100.4058,102.5508,89.15111,
2023-12-02 16:00:00,20.06511,12.035,12.0206,11.00949,
2023-12-02 17:00:00,0.1909722,0,0,0,
2023-12-02 18:00:00,0.02776389,0,0,0,
2023-12-02 19:00:00,0,0,0,0,
2023-12-02 20:00:00,0,0,0,0,
2023-12-02 21:00:00,0,0,0,0,
2023-12-02 22:00:00,0,0,0,0,
2023-12-02 23:00:00,0,0,0,0,
2023-12-03 00:00:00,0,0,0,0,
2023-12-03 01:00:00,0.02780556,0,0,0,
2023-12-03 02:00:00,0,0,0,0,
2023-12-03 03:00:00,0,0,0,0,
2023-12-03 04:00:00,0,0,0,0,
2023-12-03 05:00:00,0,0,0,0,
2023-12-03 06:00:00,0,0,0,0,
2023-12-03 07:00:00,8.312985,4.174421,3.041146,5.695845,
2023-12-03 08:00:00,36.607,53.94322,46.29766,51.71848,
2023-12-03 09:00:00,129.312,230.8912,234.7532,229.4453,
2023-12-03 10:00:00,221.7957,399.427,402.459,400.3536,
2023-12-03 11:00:00,265.9227,401.9621,405.5779,398.2879,
2023-12-03 12:00:00,180.1804,297.6519,308.1697,298.8526,
2023-12-03 13:00:00,75.11441,106.721,107.3809,105.7129,
2023-12-03 14:00:00,60.97604,80.12654,93.13757,94.7707,
2023-12-03 15:00:00,51.04339,58.69993,56.44194,61.93805,
2023-12-03 16:00:00,14.42719,1.781069,1.809933,1.98028,
2023-12-03 17:00:00,0.4368888,0,0,0,
2023-12-03 18:00:00,0,0,0,0,
2023-12-03 19:00:00,0.02223611,0,0,0,
2023-12-03 20:00:00,0,0,0,0,
2023-12-03 21:00:00,0,0,0,0,
2023-12-03 22:00:00,0,0,0,0,
2023-12-03 23:00:00,0,0,0,0,
2023-12-04 00:00:00,0,0,0,0,
2023-12-04 01:00:00,0,0,0,0,
2023-12-04 02:00:00,0,0,0,0,
2023-12-04 03:00:00,0,0,0,0,
2023-12-04 04:00:00,0,0,0,0,
2023-12-04 05:00:00,0,0,0,0,
2023-12-04 06:00:00,0,0,0,0,
2023-12-04 07:00:00,12.64569,17.63588,18.54395,20.72055,
2023-12-04 08:00:00,126.8089,196.2648,206.5121,214.6589,
2023-12-04 09:00:00,506.5007,894.4385,888.0598,909.559,
2023-12-04 10:00:00,687.3987,1173.421,1190.103,1175.216,
2023-12-04 11:00:00,605.4758,1029.25,1046.251,1024.636,
2023-12-04 12:00:00,638.1893,1069.588,1080.149,1065.604,
2023-12-04 13:00:00,674.4873,1187.229,1236.908,1208.187,
2023-12-04 14:00:00,596.0406,992.8093,1053.515,1013.124,
2023-12-04 15:00:00,370.7607,384.9535,458.792,421.0526,
2023-12-04 16:00:00,76.39008,48.91567,58.46447,63.82825,
2023-12-04 17:00:00,1.20376,0,0,0,
2023-12-04 18:00:00,0,0,0,0,
2023-12-04 19:00:00,0,0,0,0,
2023-12-04 20:00:00,0,0,0,0,
2023-12-04 21:00:00,0,0,0,0,
2023-12-04 22:00:00,0,0,0,0,
2023-12-04 23:00:00,0,0,0,0,
2023-12-05 00:00:00,0,0,0,0,
2023-12-05 01:00:00,0,0,0,0,
2023-12-05 02:00:00,0,0,0,0,
2023-12-05 03:00:00,0,0,0,0,
2023-12-05 04:00:00,0,0,0,0,
2023-12-05 05:00:00,0,0,0,0,
2023-12-05 06:00:00,0,0,0,0,
2023-12-05 07:00:00,75.82517,26.04225,23.96404,44.90543,
2023-12-05 08:00:00,328.4955,359.649,357.8741,407.1908,
2023-12-05 09:00:00,561.3958,760.2533,848.9342,868.2419,
2023-12-05 10:00:00,725.4768,1276.89,1318.901,1290.235,
2023-12-05 11:00:00,808.1977,1396.184,1437.509,1404.378,
2023-12-05 12:00:00,809.994,1386.624,1427.456,1390.02,
2023-12-05 13:00:00,735.8218,1265.091,1311.955,1276.263,
2023-12-05 14:00:00,588.2809,990.369,1049.42,1008.935,
2023-12-05 15:00:00,380.6585,383.7602,457.5769,419.4944,
2023-12-05 16:00:00,81.13175,47.73825,60.57762,67.97212,
2023-12-05 17:00:00,0.9507156,0,0,0,
