S. Robeson Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
Timestamp,POA*,"SMA Inverter - A.1, Pac","SMA Inverter - A.2, Pac","SMA Inverter - B.1, Pac","SMA Inverter - B.2, Pac","SMA Inverter - C.1, Pac","SMA Inverter - C.2, Pac","SMA Inverter - D.1, Pac","SMA Inverter - D.2, Pac","SMA Inverter - E.1, Pac","SMA Inverter - E.2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW
2023-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.15891
2023-12-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.1222
2023-12-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.10569
2023-12-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.07866
2023-12-01 04:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.10913
2023-12-01 05:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.07501
2023-12-01 06:00:00,0.06372168,0,0,0,0,0,0,0,0,0.03607358,0,-10.12549
2023-12-01 07:00:00,19.52882,6.563637,5.722888,6.965374,7.632668,7.201639,6.832174,2.284777,4.467518,6.693121,3.27532,48.48203
2023-12-01 08:00:00,59.44966,28.46181,24.72297,28.26798,30.092,28.31525,29.3512,18.84661,20.90447,28.17278,19.58543,240.2159
2023-12-01 09:00:00,159.6339,75.83105,65.68663,76.03278,79.16401,74.33588,77.1255,57.20893,55.99731,73.58749,56.94806,675.375
2023-12-01 10:00:00,265.7969,125.7908,109.8809,125.8558,131.4114,124.2444,129.5281,96.30479,94.44621,123.9501,96.08948,1127.318
2023-12-01 11:00:00,155.0369,75.18745,65.17887,74.15057,78.22192,73.91581,76.70332,57.16888,55.66026,73.70322,57.00492,658.7275
2023-12-01 12:00:00,183.5804,90.59717,78.99808,89.99928,94.7115,89.51208,92.87499,69.21499,67.5792,89.12598,68.73554,802.2631
2023-12-01 13:00:00,214.7381,99.67212,87.23318,99.11982,103.87,98.54792,101.9128,76.02566,74.17889,99.10225,76.25639,890.6338
2023-12-01 14:00:00,156.1319,71.91289,62.51677,70.9519,74.66582,70.98503,73.37145,54.56155,53.13903,71.47472,54.75864,635.4114
2023-12-01 15:00:00,105.638,47.68799,41.32225,47.03283,49.80675,47.29831,49.14085,35.3061,35.52855,47.01198,35.18263,417.0483
2023-12-01 16:00:00,38.51267,14.30262,12.51458,14.45255,15.01272,14.6757,15.66604,7.1385,10.33341,13.9599,9.09204,114.7931
2023-12-01 17:00:00,0.31709,0,0,0,0,0,0,0,0,0,0,-10.62943
2023-12-01 18:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.18754
2023-12-01 19:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.20262
2023-12-01 20:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.20487
2023-12-01 21:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.21647
2023-12-01 22:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.16357
2023-12-01 23:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.21849
2023-12-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.24568
2023-12-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.19478
2023-12-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.23248
2023-12-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.26104
2023-12-02 04:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.24996
2023-12-02 05:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.17688
2023-12-02 06:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.13822
2023-12-02 07:00:00,8.347055,2.892131,2.757261,2.882019,3.097702,2.892544,2.932842,1.289859,1.278836,1.463024,1.05981,11.30181
2023-12-02 08:00:00,42.01237,19.75128,17.44784,20.0465,21.21408,19.74747,20.13934,12.44181,13.65881,18.64282,12.63349,160.9569
2023-12-02 09:00:00,59.73338,28.70259,24.83152,28.1769,30.05446,28.43007,29.48504,17.65241,21.10083,28.14198,18.83363,241.6868
2023-12-02 10:00:00,62.78723,31.82973,27.3755,31.38529,33.39047,31.30297,32.36766,21.35032,23.35209,31.38046,22.13357,271.545
2023-12-02 11:00:00,160.7195,77.04864,66.71268,76.03178,80.33594,75.91207,78.67748,58.654,57.36866,75.99068,58.31838,681.6243
2023-12-02 12:00:00,170.4304,80.58634,69.65786,79.46591,83.69944,79.0622,81.76555,61.07428,59.7563,78.74403,60.67948,709.6179
2023-12-02 13:00:00,149.4514,71.0364,61.26656,69.86665,73.6459,69.55818,71.99268,53.63773,52.39966,69.61813,53.5295,618.1039
