Schell Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA Kodiak SC-1850 - A1, AC Real Power","SMA Kodiak SC-1850 - B1, AC Real Power","SMA Kodiak SC-1850 - C1, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-12-01 00:00:00,0,0,0,0,-7.212677
2023-12-01 01:00:00,0,0,0,0,-7.185223
2023-12-01 02:00:00,0.1346985,0,0,0,-7.236691
2023-12-01 03:00:00,0,0,0,0,-7.211638
2023-12-01 04:00:00,0,0,0,0,-7.230932
2023-12-01 05:00:00,0,0,0,0,-7.278337
2023-12-01 06:00:00,0.09803045,0,-0.25,0,-7.524574
2023-12-01 07:00:00,19.57252,29.25,29.75,29.5,83.40291
2023-12-01 08:00:00,228.9187,398,400.5,388.5,1152
2023-12-01 09:00:00,263.2549,531,547.75,509.25,1512.6
2023-12-01 10:00:00,376.9205,690,687.75,623.5,1906.131
2023-12-01 11:00:00,316.0271,556.25,562.25,557.75,1660.348
2023-12-01 12:00:00,289.8134,465.75,478,485.75,1422.635
2023-12-01 13:00:00,161.7863,271.25,279.25,271.25,818.0689
2023-12-01 14:00:00,101.0561,172,176.75,173.5,521.4067
2023-12-01 15:00:00,67.37855,110.75,114.25,112,331.9397
2023-12-01 16:00:00,17.70344,22.75,23.75,23.25,65.8194
2023-12-01 17:00:00,0,0,0,0,-7.236656
2023-12-01 18:00:00,0,0,0,0,-7.31285
2023-12-01 19:00:00,0.04262671,0,0,0,-7.266236
2023-12-01 20:00:00,0.2755902,0,0,0,-7.314842
2023-12-01 21:00:00,0,0,0,0,-7.297835
2023-12-01 22:00:00,0,0,0,0,-7.250332
2023-12-01 23:00:00,0,0,0,0,-7.258126
2023-12-02 00:00:00,0.02953682,0,0,0,-7.305075
2023-12-02 01:00:00,0,0,0,0,-7.308779
2023-12-02 02:00:00,0,0,0,0,-7.307757
2023-12-02 03:00:00,0,0,0,0,-7.31018
2023-12-02 04:00:00,0.01678524,0,0,0,-7.308408
2023-12-02 05:00:00,0,0,0,0,-7.295536
2023-12-02 06:00:00,0,0,0,0,-7.275519
2023-12-02 07:00:00,10.65764,13.25,13.25,13,32.56433
2023-12-02 08:00:00,30.74046,49.25,50,50,144.0933
2023-12-02 09:00:00,75.13154,121.75,123.75,119.75,365.4985
2023-12-02 10:00:00,70.86317,119.25,123.25,121.5,355.8597
2023-12-02 11:00:00,117.3613,200.75,207.5,205.5,602.1339
2023-12-02 12:00:00,117.3264,202.25,208,204.75,607.8423
2023-12-02 13:00:00,84.21615,145.75,147,143.5,435.0969
2023-12-02 14:00:00,45.45777,77.75,80.25,80.25,232.972
2023-12-02 15:00:00,25.77963,44.25,46.25,44.25,132.8074
2023-12-02 16:00:00,2.879087,3.75,4,3.75,5.150796
2023-12-02 17:00:00,0,0,0,0,-7.249696
2023-12-02 18:00:00,0,0,0,0,-7.256695
