Faison,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA,"AE 1000NX - 1, AC Power","AE 1000NX - 2, AC Power",Production meter active power
,W/m²,kW,kW,kW
2023-12-01 00:00:00,0,0,0,-4.920253
2023-12-01 01:00:00,0,0,0,-4.887683
2023-12-01 02:00:00,0,0,0,-4.849143
2023-12-01 03:00:00,0,0,0,-4.824692
2023-12-01 04:00:00,0,0,0,-4.944939
2023-12-01 05:00:00,0,0,0,-5.013357
2023-12-01 06:00:00,0.02291424,0,0,-5.921729
2023-12-01 07:00:00,24.22842,26.41332,0,19.18709
2023-12-01 08:00:00,60.76624,56.54792,0,49.43892
2023-12-01 09:00:00,95.32861,92.5154,0,85.72098
2023-12-01 10:00:00,113.3151,104.0909,0,97.09325
2023-12-01 11:00:00,245.2095,221.6203,0,215.8665
2023-12-01 12:00:00,209.7272,185.4183,0,178.1791
2023-12-01 13:00:00,132.6297,114.3695,0,107.7463
2023-12-01 14:00:00,93.26118,80.38553,0,73.41362
2023-12-01 15:00:00,82.49317,67.3709,0,60.29591
2023-12-01 16:00:00,26.54602,18.12292,0,10.891
2023-12-01 17:00:00,0.3053155,0,0,-5.936908
2023-12-01 18:00:00,0,0,0,-4.944192
2023-12-01 19:00:00,0,0,0,-4.96321
2023-12-01 20:00:00,0,0,0,-4.963019
2023-12-01 21:00:00,0,0,0,-4.983998
2023-12-01 22:00:00,0,0,0,-4.972239
2023-12-01 23:00:00,0,0,0,-4.986747
2023-12-02 00:00:00,0,0,0,-5.004085
2023-12-02 01:00:00,0,0,0,-4.974711
2023-12-02 02:00:00,0,0,0,-4.993253
2023-12-02 03:00:00,0,0,0,-5.026312
2023-12-02 04:00:00,0.02306945,0,0,-5.010847
2023-12-02 05:00:00,0,0,0,-4.993717
2023-12-02 06:00:00,0,0,0,-5.601252
2023-12-02 07:00:00,6.282928,5.662874,0,-1.753853
2023-12-02 08:00:00,44.12516,40.57058,0,33.26612
2023-12-02 09:00:00,89.907,80.34701,0,73.45991
2023-12-02 10:00:00,120.9007,105.7573,0,98.80932
2023-12-02 11:00:00,80.96069,69.4452,0,62.31803
2023-12-02 12:00:00,79.90591,76.22584,0,69.39973
2023-12-02 13:00:00,141.0513,125.1518,0,118.5151
2023-12-02 14:00:00,140.5448,121.4294,0,114.6596
2023-12-02 15:00:00,60.44604,45.21722,0,37.79601
2023-12-02 16:00:00,13.49646,8.1434,0,0.8628595
2023-12-02 17:00:00,0.225485,0,0,-5.784493
2023-12-02 18:00:00,0.01255556,0,0,-4.961801
2023-12-02 19:00:00,0,0,0,-4.915608
2023-12-02 20:00:00,0,0,0,-4.928582
2023-12-02 21:00:00,0,0,0,-5.007244
2023-12-02 22:00:00,0,0,0,-4.948351
2023-12-02 23:00:00,0,0,0,-4.913465
2023-12-03 00:00:00,0,0,0,-4.962496
2023-12-03 01:00:00,0,0,0,-5.004777
2023-12-03 02:00:00,0,0,0,-5.008455
2023-12-03 03:00:00,0,0,0,-5.032461
2023-12-03 04:00:00,0,0,0,-5.026814
2023-12-03 05:00:00,0,0,0,-5.018568
2023-12-03 06:00:00,0,0,0,-5.62698
2023-12-03 07:00:00,6.657147,6.009462,0,-1.276265
2023-12-03 08:00:00,64.30236,62.23494,0,55.2997
2023-12-03 09:00:00,104.3725,93.13013,0,86.10909
2023-12-03 10:00:00,209.8434,195.929,0,195.4539
2023-12-03 11:00:00,339.3333,292.08,0,268.9608
2023-12-03 12:00:00,183.5385,157.048,0,150.7066
2023-12-03 13:00:00,186.3849,171.0782,0,163.6394
2023-12-03 14:00:00,67.17908,55.54579,0,48.55132
2023-12-03 15:00:00,60.25437,48.12624,0,40.8886
2023-12-03 16:00:00,20.39319,14.47385,0,7.252786
2023-12-03 17:00:00,0.1728472,0,0,-5.762264
2023-12-03 18:00:00,0,0,0,-4.966515
2023-12-03 19:00:00,0,0,0,-4.937039
2023-12-03 20:00:00,0,0,0,-4.942208
2023-12-03 21:00:00,0,0,0,-4.982375
2023-12-03 22:00:00,0,0,0,-4.924501
2023-12-03 23:00:00,0,0,0,-4.941037
2023-12-04 00:00:00,0,0,0,-4.97505
2023-12-04 01:00:00,0,0,0,-4.989133
2023-12-04 02:00:00,0,0,0,-5.006739
2023-12-04 03:00:00,0,0,0,-5.010657
2023-12-04 04:00:00,0,0,0,-4.903745
2023-12-04 05:00:00,0,0,0,-4.701858
2023-12-04 06:00:00,0,0,0,-4.730695
2023-12-04 07:00:00,10.32565,0,0,-4.815722
2023-12-04 08:00:00,78.62873,0,0,-4.906449
2023-12-04 09:00:00,497.7518,0,0,-4.787131
2023-12-04 10:00:00,618.2145,,0,-4.654235
2023-12-04 11:00:00,818.8737,,0,-4.692547
2023-12-04 12:00:00,734.2342,194.6771,0,45.68868
2023-12-04 13:00:00,702.8468,600.8481,0,606.6049
2023-12-04 14:00:00,508.4775,400.1535,0,400.3558
2023-12-04 15:00:00,341.7957,242.3906,0,231.8964
2023-12-04 16:00:00,121.5219,54.21601,0,46.98161
2023-12-04 17:00:00,1.104662,0.08198802,0,-5.922596
2023-12-04 18:00:00,0,0,0,-4.934064
2023-12-04 19:00:00,0,0,0,-4.94675
2023-12-04 20:00:00,0,0,0,-4.948902
2023-12-04 21:00:00,0,0,0,-4.985843
2023-12-04 22:00:00,0,0,0,-5.035168
2023-12-04 23:00:00,0,0,0,-5.025063
2023-12-05 00:00:00,0,0,0,-5.010462
2023-12-05 01:00:00,0,0,0,-4.99574
2023-12-05 02:00:00,0,0,0,-4.966004
