Lakeview Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-12-01 00:00:00,0.02773223,0,0,0,0,-13.3095
2023-12-01 01:00:00,0,0,0,0,0,-13.37467
2023-12-01 02:00:00,0.007059395,0,0,0,0,-13.42767
2023-12-01 03:00:00,0.02617721,0,0,0,0,-13.4035
2023-12-01 04:00:00,0.003893137,0,0,0,0,-13.21717
2023-12-01 05:00:00,0.04043386,0,0,0,0,-13.196
2023-12-01 06:00:00,0.1025677,0,0,0,0,-13.09976
2023-12-01 07:00:00,13.73654,0,0,0,0,13.12283
2023-12-01 08:00:00,36.56222,20.32,20.44417,30.39916,33.43833,136.8552
2023-12-01 09:00:00,116.8071,138.135,127.9825,134.1192,128.9633,513.801
2023-12-01 10:00:00,109.6531,167.5808,156.7392,167.1967,160.8217,646.523
2023-12-01 11:00:00,100.7758,230.5158,228.0192,258.4266,250.1833,949.312
2023-12-01 12:00:00,123.6607,385.4725,373.4108,401.145,384.0025,1541.101
2023-12-01 13:00:00,358.1042,1102.131,1049.512,1142.313,1096.31,4328.766
2023-12-01 14:00:00,511.9962,1570.326,1533.675,1657.487,1614.103,6366.106
2023-12-01 15:00:00,280.3068,633.4943,633.2916,692.9282,664.1483,2677.449
2023-12-01 16:00:00,1.704836,0,0,0,0,-6.777503
2023-12-01 17:00:00,0.0939296,0,0,0,0,-13.2135
2023-12-01 18:00:00,0.0883568,0,0,0,0,-13.41083
2023-12-01 19:00:00,0.01965522,0,0,0,0,-13.35166
2023-12-01 20:00:00,0.03578183,0,0,0,0,-13.43017
2023-12-01 21:00:00,0.02135546,0,0,0,0,-13.455
2023-12-01 22:00:00,0.01757749,0,0,0,0,-13.36533
2023-12-01 23:00:00,0,0,0,0,0,-13.4245
2023-12-02 00:00:00,0.03115477,0,0,0,0,-13.454
2023-12-02 01:00:00,0.01989042,0,0,0,0,-13.46383
2023-12-02 02:00:00,0.04181863,0,0,0,0,-13.449
2023-12-02 03:00:00,0.007967335,0,0,0,0,-13.44633
2023-12-02 04:00:00,0.02635119,0,0,0,0,-13.344
2023-12-02 05:00:00,0.04022579,0,0,0,0,-13.193
2023-12-02 06:00:00,0.06454975,0,0,0,0,-13.11383
