"Davis Lane Solar, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA SC-1850CP Inverter 1, Active power","SMA SC-1850CP Inverter 2, Active power","SMA SC-1850CP Inverter 3, Active power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-10-01 00:00,0,0,0,0,-10.37221
2023-10-01 01:00,0,0,0,0,-10.35445
2023-10-01 02:00,0,0,0,0,-10.39007
2023-10-01 03:00,0,0,0,0,-10.45448
2023-10-01 04:00,0,0,0,0,-10.44016
2023-10-01 05:00,0,0,0,0,-10.42748
2023-10-01 06:00,0.01064465,0,0,0,-10.39543
2023-10-01 07:00,59.84932,90.50683,89.5424,85.36257,255.6655
2023-10-01 08:00,319.0081,515.9089,521.6163,515.7582,1538.865
2023-10-01 09:00,518.1805,977.0501,988.539,999.0074,2938.22
2023-10-01 10:00,738.1581,1343.705,1358.063,1385.502,4045.125
2023-10-01 11:00,881.2421,1575.254,1593.039,1615.39,4728.538
2023-10-01 12:00,764.2279,1225.283,1263.229,1316.386,3761.803
2023-10-01 13:00,777.2164,1295.208,1308.237,1311.579,3869.473
2023-10-01 14:00,814.0096,1339.806,1407.301,1451.833,4155.256
2023-10-01 15:00,624.514,1060.659,1088.946,1107.62,3225.626
2023-10-01 16:00,420.8346,699.0034,726.8906,725.1151,2131.124
2023-10-01 17:00,166.9287,262.5295,271.5769,273.6578,795.3789
2023-10-01 18:00,21.75674,36.78653,36.645,37.48361,101.279
2023-10-01 19:00,0,0,0,0,-10.24102
2023-10-01 20:00,0,0,0,0,-10.33093
2023-10-01 21:00,0,0,0,0,-10.34221
2023-10-01 22:00,0,0,0,0,-10.43336
2023-10-01 23:00,0,0,0,0,-10.44106
2023-10-02 00:00,0,0,0,0,-10.37239
2023-10-02 01:00,0,0,0,0,-10.3364
2023-10-02 02:00,0,0,0,0,-10.35176
2023-10-02 03:00,0,0,0,0,-10.27875
2023-10-02 04:00,0,0,0,0,-10.25245
2023-10-02 05:00,0,0,0,0,-10.20741
2023-10-02 06:00,0.01048138,0,0,0,-10.11354
2023-10-02 07:00,62.25241,96.16426,94.43211,88.24299,268.827
2023-10-02 08:00,322.7501,526.2774,531.5986,524.418,1567.322
2023-10-02 09:00,518.9312,971.3581,983.1229,991.8619,2919.888
2023-10-02 10:00,748.736,1342.093,1362.189,1383.412,4045.536
2023-10-02 11:00,895.7531,1578.807,1603.221,1623.839,4750.767
2023-10-02 12:00,968.6912,1664.018,1665.825,1665.702,4937.936
2023-10-02 13:00,956.012,1643.259,1659.165,1665.058,4908.657
2023-10-02 14:00,869.4677,1512.065,1539.927,1562.385,4561.257
2023-10-02 15:00,711.4269,1236.756,1274.026,1288.086,3759.187
2023-10-02 16:00,493.7933,834.7254,881.539,877.4039,2569.196
2023-10-02 17:00,244.2272,364.8798,402.1266,392.782,1146.185
2023-10-02 18:00,38.79568,44.46198,49.67132,47.58627,131.7245
2023-10-02 19:00,0,0,0,0,-10.1725
2023-10-02 20:00,0,0,0,0,-10.28702
2023-10-02 21:00,0,0,0,0,-10.34168
2023-10-02 22:00,0,0,0,0,-10.29907
2023-10-02 23:00,0,0,0,0,-10.47285
2023-10-03 00:00,0,0,0,0,-10.48158
2023-10-03 01:00,0,0,0,0,-10.31505
2023-10-03 02:00,0,0,0,0,-10.25375
2023-10-03 03:00,0,0,0,0,-10.28744
2023-10-03 04:00,0,0,0,0,-10.25163
2023-10-03 05:00,0,0,0,0,-10.22651
2023-10-03 06:00,0,0,0,0,-10.16417
2023-10-03 07:00,59.55262,84.98151,83.99973,80.21379,239.5011
2023-10-03 08:00,278.471,482.3052,488.3105,482.658,1439.046
2023-10-03 09:00,507.4443,942.4996,955.4494,965.3453,2837.901
2023-10-03 10:00,724.0336,1300.636,1321.766,1340.812,3922.974
2023-10-03 11:00,832.8806,1493.978,1528.887,1485.649,4457.067
2023-10-03 12:00,675.4569,939.4813,1078.516,1058.317,3047.097
2023-10-03 13:00,668.7422,922.311,942.1808,981.8348,2814.773
2023-10-03 14:00,657.6683,1098.832,1099.179,1078.848,3239.159
2023-10-03 15:00,518.0889,932.3027,950.2131,926.2062,2780.403
2023-10-03 16:00,369.4006,575.7723,626.3644,672.1633,1855.73
2023-10-03 17:00,111.4694,166.1968,179.9158,173.3972,508.9715
2023-10-03 18:00,35.67808,41.53143,46.43961,44.62936,122.8169
2023-10-03 19:00,0,0,0,0,-10.18883
2023-10-03 20:00,0,0,0,0,-10.28229
2023-10-03 21:00,0,0,0,0,-10.2606
2023-10-03 22:00,0,0,0,0,-10.36096
2023-10-03 23:00,0,0,0,0,-10.30357
2023-10-04 00:00,0,0,0,0,-10.48179
2023-10-04 01:00,0,0,0,0,-10.50803
2023-10-04 02:00,0,0,0,0,-10.48956
2023-10-04 03:00,0,0,0,0,-10.4945
2023-10-04 04:00,0,0,0,0,-10.4394
2023-10-04 05:00,0,0,0,0,-10.34764
2023-10-04 06:00,0,0,0,0,-10.43209
2023-10-04 07:00,63.15099,91.43972,89.57793,1,255.4653
2023-10-04 08:00,305.9352,524.6009,530.4148,1,1562.756
2023-10-04 09:00,527.8353,995.2079,1007.425,1,2992.401
2023-10-04 10:00,747.1851,1350.724,1370.92,1,4070.581
2023-10-04 11:00,813.5366,1416.242,1425.536,1,4238.177
2023-10-04 12:00,838.9492,1268.703,1249.39,1,3785.606
2023-10-04 13:00,1010.942,1515.42,1515.168,1,4457.076
2023-10-04 14:00,611.0634,1078.082,1040.137,1,3052.815
2023-10-04 15:00,714.2288,1100.928,1132.281,1,3448.215
2023-10-04 16:00,542.5738,906.9682,948.5472,1,2755.655
2023-10-04 17:00,244.6552,361.8219,401.127,12.60317,1138.645
2023-10-04 18:00,35.18346,39.26522,44.7898,42.55531,117.0682
2023-10-04 19:00,0,0,0,0,-10.18463
2023-10-04 20:00,0,0,0,0,-10.15605
2023-10-04 21:00,0,0,0,0,-10.30622
2023-10-04 22:00,0,0,0,0,-10.33554
2023-10-04 23:00,0,0,0,0,-10.24659
2023-10-05 00:00,0,0,0,0,-10.24798
2023-10-05 01:00,0,0,0,0,-10.401
2023-10-05 02:00,0,0,0,0,-10.4306
2023-10-05 03:00,0,0,0,0,-10.4898
2023-10-05 04:00,0,0,0,0,-10.43974
2023-10-05 05:00,0,0,0,0,-10.39981
2023-10-05 06:00,0,0,0,0,-10.18863
2023-10-05 07:00,60.92426,82.79106,81.28277,77.13438,231.364
2023-10-05 08:00,299.7318,498.2108,504.1147,496.4093,1484.021
2023-10-05 09:00,514.3425,961.8881,973.8353,981.8574,2890.938
2023-10-05 10:00,726.6044,1248.269,1312.824,1317.435,3838.942
2023-10-05 11:00,827.4916,1407.006,1432.15,1271.76,4193.201
2023-10-05 12:00,1059.602,1660.894,1665.863,1295,4933.494
2023-10-05 13:00,964.5153,1622.952,1645.354,1179.886,4756.775
2023-10-05 14:00,893.3894,1517.417,1541.62,1379.931,4383.5
2023-10-05 15:00,710.7518,1216.37,1251.341,1247.838,3677.313
2023-10-05 16:00,476.3182,793.6221,837.7635,827.2744,2435.299
2023-10-05 17:00,219.4944,323.6608,355.4853,346.2737,1012.589
2023-10-05 18:00,29.23911,36.14623,39.69375,38.23457,104.0769
2023-10-05 19:00,0,0,0,0,-10.18753
2023-10-05 20:00,0,0,0,0,-10.22635
2023-10-05 21:00,0,0,0,0,-10.17107
2023-10-05 22:00,0,0,0,0,-10.25303
2023-10-05 23:00,0,0,0,0,-10.31311
2023-10-06 00:00,0,0,0,0,-10.05614
2023-10-06 01:00,0,0,0,0,-10.02666
2023-10-06 02:00,0,0,0,0,-10.09798
2023-10-06 03:00,0,0,0,0,-10.10553
2023-10-06 04:00,0,0,0,0,-10.10816
2023-10-06 05:00,0,0,0,0,-10.04813
2023-10-06 06:00,0,0,0,0,-10.09541
2023-10-06 07:00,59.73236,80.92596,79.80723,75.59113,226.1359
2023-10-06 08:00,300.3702,513.6149,518.6051,508.0583,1525.084
2023-10-06 09:00,496.7724,901.9351,912.809,930.2303,2718.98
2023-10-06 10:00,575.1417,1026.774,1017.28,1006.784,3019.993
2023-10-06 11:00,547.9578,1003.107,1021.632,975.3445,2970.528
2023-10-06 12:00,589.8618,951.0167,994.8248,1001.04,2916.575
2023-10-06 13:00,429.0872,716.7283,731.3768,748.1291,2174.546
2023-10-06 14:00,451.6562,744.9757,775.0946,770.6644,2269.095
2023-10-06 15:00,291.9506,482.9328,491.121,486.7322,1446.187
2023-10-06 16:00,171.0553,276.4519,281.2076,285.7196,831.8024
2023-10-06 17:00,46.2504,77.26379,77.35121,79.19347,223.5261
2023-10-06 18:00,9.028669,14.02662,13.41421,14.3575,31.99676
2023-10-06 19:00,0,0,0,0,-10.35368
2023-10-06 20:00,0,0,0,0,-10.15671
2023-10-06 21:00,0,0,0,0,-10.14523
2023-10-06 22:00,0,0,0,0,-10.1744
2023-10-06 23:00,0,0,0,0,-10.31981
2023-10-07 00:00,0,0,0,0,-10.08176
2023-10-07 01:00,0,0,0,0,-10.25585
2023-10-07 02:00,0,0,0,-0.05541667,-10.33298
2023-10-07 03:00,0,0,0,0,-10.11569
2023-10-07 04:00,0,0,0,0,-10.17967
2023-10-07 05:00,0,0,0,0,-10.33253
2023-10-07 06:00,0,0,0,0,-10.20444
2023-10-07 07:00,41.2667,55.51778,57.71513,60.33924,164.307
2023-10-07 08:00,287.2852,473.8532,479.4124,483.9735,1422.305
2023-10-07 09:00,399.091,810.3859,790.0309,741.5025,2321.368
2023-10-07 10:00,550.2327,990.3595,1010.972,973.4903,2947.204
2023-10-07 11:00,332.0357,608.0684,612.5957,575.8457,1777.813
2023-10-07 12:00,357.361,534.9479,542.52,557.9599,1616.749
2023-10-07 13:00,86.98077,158.5817,158.6928,158.7146,465.4332
2023-10-07 14:00,123.6833,228.0773,228.9608,229.4646,675.6087
2023-10-07 15:00,569.4207,952.6353,978.5416,1011.127,2910.397
2023-10-07 16:00,454.9875,806.1565,827.012,801.5521,2413.067
2023-10-07 17:00,191.3011,298.357,326.1449,316.6802,929.1642
2023-10-07 18:00,5.995235,9.444213,8.876274,9.15375,17.44728
2023-10-07 19:00,0,0,0,0,-10.359
2023-10-07 20:00,0,0,0,0,-10.42448
2023-10-07 21:00,0,0,0,0,-10.39672
2023-10-07 22:00,0,0,0,0,-10.3969
2023-10-07 23:00,0,0,0,0,-10.38731
2023-10-08 00:00,0,0,0,0,-10.44341
2023-10-08 01:00,0,0,0,0,-10.47992
2023-10-08 02:00,0,0,0,0,-10.48707
2023-10-08 03:00,0,0,0,0,-10.47624
2023-10-08 04:00,0,0,0,0,-10.44018
2023-10-08 05:00,0,0,0,0,-10.4513
2023-10-08 06:00,0,0,0,0,-10.40771
2023-10-08 07:00,65.68568,90.69475,87.85815,81.27773,250.0391
2023-10-08 08:00,301.9691,551.6234,557.3727,546.0579,1640.33
2023-10-08 09:00,549.783,1043.582,1058.095,1066.197,3140.089
2023-10-08 10:00,767.9879,1416.554,1444.549,1462.513,4279.811
2023-10-08 11:00,916.2238,1641.339,1654.332,1659.614,4899.762
2023-10-08 12:00,990.4545,1666.631,1666.783,1666.157,4939.881
2023-10-08 13:00,982.239,1665.73,1665.707,1665.214,4941.352
2023-10-08 14:00,895.7829,1597.943,1624.598,1634.68,4802.101
2023-10-08 15:00,730.3091,1305.837,1355.737,1360.442,3980.902
2023-10-08 16:00,510.4056,876.8813,937.6731,925.9698,2716.091
2023-10-08 17:00,250.3353,368.9761,413.7424,400.4994,1169.746
2023-10-08 18:00,29.36094,32.83755,38.88601,35.42631,97.60761
2023-10-08 19:00,0,0,0,0,-10.32498
2023-10-08 20:00,0,0,0,0,-10.42543
2023-10-08 21:00,0,0,0,-0.05541667,-10.4949
2023-10-08 22:00,0,0,0,0,-10.58117
2023-10-08 23:00,0,0,0,0,-10.58947
2023-10-09 00:00,0,0,0,0,-10.61142
2023-10-09 01:00,0,0,0,0,-10.57798
2023-10-09 02:00,0,0,0,0,-10.54133
2023-10-09 03:00,0,0,0,0,-10.50116
2023-10-09 04:00,0,0,0,0,-10.54399
2023-10-09 05:00,0,0,0,0,-10.57083
2023-10-09 06:00,0,0,0,0,-10.36687
2023-10-09 07:00,59.41066,87.8876,82.42783,76.68626,237.1854
2023-10-09 08:00,300.0851,535.1635,539.2233,527.7894,1587.865
2023-10-09 09:00,529.2921,1015.207,1028.497,1034.355,3051.779
2023-10-09 10:00,752.0952,1372.156,1395.73,1409.757,4136.112
2023-10-09 11:00,903.1116,1611.32,1634.731,1644.775,4835.501
2023-10-09 12:00,970.3981,1665.622,1666.22,1665.896,4939.829
2023-10-09 13:00,961.4918,1662.316,1665.65,1665.825,4937.376
2023-10-09 14:00,874.944,1546.108,1577.789,1590.791,4661.601
2023-10-09 15:00,708.2177,1252.077,1294.062,1301.653,3808.928
2023-10-09 16:00,486.8321,831.6567,886.1626,877.8354,2572.033
2023-10-09 17:00,231.6151,341.4074,382.9027,370.988,1082.454
2023-10-09 18:00,24.84204,27.96045,32.95788,30.18207,81.4328
2023-10-09 19:00,0,0,0,0,-10.2768
2023-10-09 20:00,0,0,0,0,-10.33803
2023-10-09 21:00,0,0,0,0,-10.27655
2023-10-09 22:00,0,0,0,0,-10.31087
2023-10-09 23:00,0,0,0,0,-10.38345
2023-10-10 00:00,0,0,0,0,-10.36422
2023-10-10 01:00,0,0,0,0,-10.42388
2023-10-10 02:00,0,0,0,0,-10.38597
2023-10-10 03:00,0,0,0,0,-10.4583
2023-10-10 04:00,0.5383588,0,0,0,-10.38286
2023-10-10 05:00,,,,,
2023-10-10 06:00,,,,,
2023-10-10 07:00,,,,,
2023-10-10 08:00,,,,,
2023-10-10 09:00,,,,,
2023-10-10 10:00,,,,,
2023-10-10 11:00,,,,,
2023-10-10 12:00,,,,,
2023-10-10 13:00,,,,,
2023-10-10 14:00,,,,,
2023-10-10 15:00,302.7314,88.8493,49.93039,144.3552,321.2753
2023-10-10 16:00,312.7924,538.3109,557.0189,541.4604,1620.707
2023-10-10 17:00,106.3701,182.7153,182.4113,178.2292,533.4123
2023-10-10 18:00,7.060568,12.4012,12.05953,12.90561,27.35004
2023-10-10 19:00,0,0,0,0,-10.38503
2023-10-10 20:00,0,0,0,0,-10.43433
2023-10-10 21:00,0,0,0,0,-10.27713
2023-10-10 22:00,0,0,0,0,-10.34575
2023-10-10 23:00,0.0625763,0,0,0,-10.41897
2023-10-11 00:00,0,0,0,0,-10.27489
2023-10-11 01:00,0,0,0,0,-10.34191
2023-10-11 02:00,0,0,0,0,-10.37572
2023-10-11 03:00,0,0,0,0,-10.4628
2023-10-11 04:00,0,0,0,0,-10.32424
2023-10-11 05:00,0,0,0,0,-10.35525
2023-10-11 06:00,0,0,0,0,-10.14593
2023-10-11 07:00,29.02031,45.32468,44.50294,45.28131,125.9053
2023-10-11 08:00,208.6249,217.8501,352.7508,360.8144,919.8514
2023-10-11 09:00,540.533,966.7237,981.0428,993.8074,2914.84
2023-10-11 10:00,672.2338,1213.864,1227.864,1235.955,3640.062
2023-10-11 11:00,673.5358,1180.25,1201.756,1216.7,3563.208
2023-10-11 12:00,654.6935,1138.483,1154.673,1162.54,3422.137
2023-10-11 13:00,549.6588,946.4826,961.6994,970.0308,2849.817
2023-10-11 14:00,446.4226,764.7759,779.2264,781.578,2302.693
2023-10-11 15:00,281.8041,476.5298,484.6259,487.7542,1434.471
