Lakeview Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-10-01 00:00:00,0,0,0,0,0,-13.32
2023-10-01 01:00:00,0,0,0,0,0,-13.36769
2023-10-01 02:00:00,0,0,0,0,0,-13.41667
2023-10-01 03:00:00,0,0,0,0,0,-13.483
2023-10-01 04:00:00,0,0,0,0,0,-13.4845
2023-10-01 05:00:00,0,0,0,0,0,-13.426
2023-10-01 06:00:00,0.2991858,0,0,0,0,-13.35867
2023-10-01 07:00:00,38.22286,53.75417,53.41749,57.77249,51.31084,222.0512
2023-10-01 08:00:00,163.4953,284.1841,285.3867,312.3367,286.8442,1154.555
2023-10-01 09:00:00,171.21,357.27,363.485,401.6942,368.5783,1479.286
2023-10-01 10:00:00,250.7782,624.755,622.8691,661.1134,604.1625,2518.492
2023-10-01 11:00:00,217.9755,634.9575,651.2675,681.7333,610.6317,2548.417
2023-10-01 12:00:00,297.7831,894.6891,902.5809,973.9291,890.05,3665.832
2023-10-01 13:00:00,318.9525,992.5232,1001.792,1058.987,1004.441,4001.56
2023-10-01 14:00:00,384.7255,1083.002,1025.044,1052.51,994.7399,4184.895
2023-10-01 15:00:00,403.3932,937.1174,885.2375,905.9233,842.8433,3555.438
2023-10-01 16:00:00,300.226,657.9058,767.0159,836.7559,839.6682,3093.841
2023-10-01 17:00:00,295.6742,525.5491,528.6766,569.1325,511.135,2127.229
2023-10-01 18:00:00,95.78661,55.26417,56.19584,61.92666,56.81667,236.1487
2023-10-01 19:00:00,0.003559333,0,0,0,0,-13.10667
2023-10-01 20:00:00,0,0,0,0,0,-13.12484
2023-10-01 21:00:00,0,0,0,0,0,-13.32333
2023-10-01 22:00:00,0.04060735,0,0,0,0,-13.32216
2023-10-01 23:00:00,0.0357238,0,0,0,0,-13.3415
2023-10-02 00:00:00,0.00890038,0,0,0,0,-13.45967
2023-10-02 01:00:00,0,0,0,0,0,-13.3958
2023-10-02 02:00:00,0,0,0,0,0,-13.43433
2023-10-02 03:00:00,0,0,0,0,0,-13.395
2023-10-02 04:00:00,0,0,0,0,0,-13.29167
2023-10-02 05:00:00,0,0,0,0,0,-13.21634
2023-10-02 06:00:00,0.1430797,0,0,0,0,-13.17333
