Gauss Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"Schneider SmartGen CS1800 Inverter - 1.1, Active Power","Schneider SmartGen CS1800 Inverter - 1.2, Active Power","Schneider SmartGen CS1800 Inverter - 2.1, Active Power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-10-01 00:00:00,0,-0.01196333,-0.001203577,-0.0022973,-7.645955
2023-10-01 01:00:00,0,-0.004742417,9.091e-05,0.01075298,-7.690756
2023-10-01 02:00:00,0,-0.0004590533,0.009516335,-0.0009198065,-7.716845
2023-10-01 03:00:00,0,-0.001624114,0.002584326,-0.007472932,-7.737269
2023-10-01 04:00:00,0,-9.02859e-05,-0.005967907,-0.000567876,-7.726272
2023-10-01 05:00:00,0,-0.01277013,0.006793592,0.004810967,-7.70203
2023-10-01 06:00:00,0,-0.008339714,0.005678784,0.007647655,-7.675371
2023-10-01 07:00:00,53.86842,61.75899,-0.004848486,3.104686,58.23553
2023-10-01 08:00:00,295.3507,455.3272,443.4738,430.4553,1322.57
2023-10-01 09:00:00,523.6341,908.4062,952.1239,866.4451,2706.782
2023-10-01 10:00:00,758.0167,1271.681,1350.431,1218.476,3799.096
2023-10-01 11:00:00,877.681,1420.689,1437.915,1365.424,4146.713
2023-10-01 12:00:00,968.2869,1534.103,1477.248,1435.75,4428.099
2023-10-01 13:00:00,726.0073,1093.984,1062.467,1150.01,3202.878
2023-10-01 14:00:00,817.1409,1267.246,1353.508,1182.912,3755.385
2023-10-01 15:00:00,603.2819,994.027,1024.326,975.0894,2957.177
2023-10-01 16:00:00,402.7729,632.437,652.3914,643.6367,1885.517
2023-10-01 17:00:00,192.0197,293.3463,294.8055,284.2092,868.5665
2023-10-01 18:00:00,34.42814,48.83107,50.7282,45.67533,146.5692
2023-10-01 19:00:00,0,-0.2129866,-0.2009487,-0.02160911,-7.664959
2023-10-01 20:00:00,0,-0.007044661,0.008576577,-0.003643312,-7.580191
