Merrill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-10-01 00:00:00,-0.3221313,0,0,0,0,-13.6375
2023-10-01 01:00:00,-0.331558,0,0,0,0,-13.71817
2023-10-01 02:00:00,-0.3214644,0,0,0,0,-13.66767
2023-10-01 03:00:00,-0.3348412,0,0,0,0,-13.80733
2023-10-01 04:00:00,-0.3152705,0,0,0,0,-13.8345
2023-10-01 05:00:00,-0.3095293,0,0,0,0,-13.83483
2023-10-01 06:00:00,-0.1142872,0,0,0,0,-13.85433
2023-10-01 07:00:00,185.8959,52.71501,48.45666,48.50666,56.87666,211.7948
2023-10-01 08:00:00,658.6788,476.9734,414.75,431.9549,469.6099,1786.983
2023-10-01 09:00:00,788.9363,1615.123,1526.615,1527.651,1638.733,6290.633
2023-10-01 10:00:00,478.1614,1283.578,1302.985,1296.432,1454.619,5195.745
2023-10-01 11:00:00,651.0347,1229.22,1170.462,1158.337,1381.007,4961.69
2023-10-01 12:00:00,708.3529,1521.839,1394.865,1345.844,1458.212,5675.632
2023-10-01 13:00:00,781.2932,1633.048,1559.408,1518.877,1607.677,6303.065
2023-10-01 14:00:00,805.7775,1715.983,1621.736,1584.62,1688.862,6524.023
2023-10-01 15:00:00,880.4432,1857.455,1768.303,1735.45,1853.783,7144.224
2023-10-01 16:00:00,827.1328,1761.095,1685.823,1641.373,1762.435,6778.656
2023-10-01 17:00:00,573.6707,989.8502,985.1917,941.8101,1022.225,3895.479
2023-10-01 18:00:00,77.65478,79.89167,78.865,75.51833,81.47166,311.0569
2023-10-01 19:00:00,-0.1784424,0,0,0,0,-13.5135
2023-10-01 20:00:00,-0.3274245,0,0,0,0,-13.5665
2023-10-01 21:00:00,-0.3841464,0,0,0,0,-13.89633
2023-10-01 22:00:00,-0.4034666,0,0,0,0,-13.72083
2023-10-01 23:00:00,-0.3314083,0,0,0,0,-13.70767
2023-10-02 00:00:00,-0.3975866,0,0,0,0,-13.71634
2023-10-02 01:00:00,-0.0806368,0,0,0,0,-13.7175
2023-10-02 02:00:00,-0.4129719,0,0,0,0,-13.71183
2023-10-02 03:00:00,-0.2747269,0,0,0,0,-13.80167
2023-10-02 04:00:00,-0.3139823,0,0,0,0,-13.92033
2023-10-02 05:00:00,-0.3357124,0,0,0,0,-13.86417
2023-10-02 06:00:00,0.06747308,0,0,0,0,-13.87083
2023-10-02 07:00:00,168.352,61.46666,55.38666,55.35833,63.60332,244.2804
