NC Solar II,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - A, Total AC Active Power","SMA Inverter - B, Total AC Active Power","SMA Inverter - C, Total AC Active Power","SMA Inverter - D, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-10-01 00:00:00,0,0,0,0,0,-1.19577
2023-10-01 01:00:00,0,0,0,0,0,-1.900418
2023-10-01 02:00:00,0.1055555,0,0,0,0,-1.966689
2023-10-01 03:00:00,0,0,0,0,0,-1.725663
2023-10-01 04:00:00,0.1045139,0,0,0,0,-1.703331
2023-10-01 05:00:00,0,0,0,0,0,-1.717499
2023-10-01 06:00:00,0,0,0,0,0,-1.317837
2023-10-01 07:00:00,12.24874,12.48192,11.54237,5.382856,5.591597,25.09389
2023-10-01 08:00:00,226.81,115.608,107.91,97.5593,89.21613,238.4184
2023-10-01 09:00:00,480.2936,249.1509,231.5047,244.6802,214.2058,500.2696
2023-10-01 10:00:00,649.3922,342.8296,313.3032,336.305,293.7957,659.9458
2023-10-01 11:00:00,665.986,351.8453,335.0074,331.3615,281.2529,724.8123
2023-10-01 12:00:00,732.7225,337.8754,322.2369,317.0404,288.6554,572.6268
2023-10-01 13:00:00,722.8803,358.0341,332.1433,320.9442,289.5082,626.4632
2023-10-01 14:00:00,793.9783,384.1351,363.221,360.7498,322.9398,700.2966
2023-10-01 15:00:00,520.5955,269.0383,250.3882,267.2416,235.9593,416.6699
2023-10-01 16:00:00,451.0121,223.8402,217.7957,212.3963,186.697,462.4095
2023-10-01 17:00:00,266.3774,138.2761,134.0745,135.2351,116.4764,262.0151
2023-10-01 18:00:00,79.66374,27.00384,26.50831,26.24643,22.56924,73.04471
2023-10-01 19:00:00,1.66908,0.04733871,0.04489634,0.0398895,0.02823844,-1.163042
2023-10-01 20:00:00,0,0,0,0,0,-1.186147
2023-10-01 21:00:00,0,0,0,0,0,-1.56625
2023-10-01 22:00:00,0,0,0,0,0,-1.565
2023-10-01 23:00:00,0,0,0,0,0,-1.382083
2023-10-02 00:00:00,0,0,0,0,0,-1.847492
2023-10-02 01:00:00,0.1052084,0,0,0,0,-1.892482
2023-10-02 02:00:00,0.2083333,0,0,0,0,-1.878763
2023-10-02 03:00:00,0.1055555,0,0,0,0,-0.1006908
2023-10-02 04:00:00,0.3121527,0,0,0,0,-1.496185
2023-10-02 05:00:00,0,0,0,0,0,-0.672918
2023-10-02 06:00:00,0.2739584,0,0,0,0,-0.5304167
2023-10-02 07:00:00,12.81121,12.90664,11.74901,5.814506,5.871223,31.04601
2023-10-02 08:00:00,224.783,116.8328,108.7185,97.30945,89.27436,264.5202
2023-10-02 09:00:00,482.6401,248.2054,231.2342,244.7002,214.4454,555.7561
2023-10-02 10:00:00,686.5154,355.0997,328.3685,348.8405,308.2811,599.5022
2023-10-02 11:00:00,831.2418,424.3303,391.1598,414.3488,367.2588,701.1802
2023-10-02 12:00:00,907.6922,458.8091,421.7531,446.4694,397.2839,896.9419
2023-10-02 13:00:00,904.8502,458.9866,422.4418,445.0598,396.7642,891.3121
2023-10-02 14:00:00,833.9046,427.3855,394.2227,414.2745,369.2996,830.3162
2023-10-02 15:00:00,689.6503,363.8881,337.3688,352.4723,313.0221,595.8156
2023-10-02 16:00:00,494.8036,265.6065,249.0149,256.6882,226.323,431.6572
2023-10-02 17:00:00,264.2758,135.338,129.2117,131.4818,114.8727,217.5452
2023-10-02 18:00:00,70.81131,25.10186,24.39279,24.04486,20.64478,38.59171
2023-10-02 19:00:00,0.7940542,0.02405383,0.02394073,0.01856524,0.01523039,-1.157907
2023-10-02 20:00:00,0.2868186,0,0,0,0,-1.472586
2023-10-02 21:00:00,0.7077675,0,0,0,0,-1.847992
2023-10-02 22:00:00,0.5008305,0,0,0,0,-1.56625
2023-10-02 23:00:00,0.2495834,0,0,0,0,-1.423471
2023-10-03 00:00:00,0,0,0,0,0,-1.13
2023-10-03 01:00:00,0,0,0,0,0,-0.8709446
2023-10-03 02:00:00,0.1270833,0,0,0,0,-0.6291583
