Monroe Moore Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA 800 CP-US - A1, Pac","SMA 800 CP-US - A2, Pac","SMA 800 CP-US - B1, Pac","SMA 800 CP-US - B2, Pac","SMA 800 CP-US - C1, Pac","SMA 800 CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2023-10-01 00:00:00,0,0,0,0,0,0,0,-8.124209
2023-10-01 01:00:00,0,0,0,0,0,0,0,-8.250146
2023-10-01 02:00:00,0,0,0,0,0,0,0,-8.269338
2023-10-01 03:00:00,0,0,0,0,0,0,0,-8.247274
2023-10-01 04:00:00,0,0,0,0,0,0,0,-8.284056
2023-10-01 05:00:00,0,0,0,0,0,0,0,-8.247055
2023-10-01 06:00:00,0,0,0,0,0,0,0,-8.186048
2023-10-01 07:00:00,31.43306,17.10955,15.85868,13.88918,14.24263,14.51278,10.93219,79.72341
2023-10-01 08:00:00,225.6058,211.8506,181.6382,201.0853,181.2752,181.5628,171.152,1138.367
2023-10-01 09:00:00,480.8598,460.1962,447.956,446.5597,407.8947,419.971,443.4268,2646.223
2023-10-01 10:00:00,701.3226,655.2117,659.8357,640.466,586.9999,615.2681,652.6539,3806.433
2023-10-01 11:00:00,822.0976,665.757,690.335,658.9444,576.9769,628.846,595.5831,3749.549
2023-10-01 12:00:00,534.1025,484.382,523.8013,498.3487,482.851,466.4573,505.1799,2946.776
2023-10-01 13:00:00,657.0192,486.8597,531.7276,474.5089,493.4173,447.4609,565.8378,3036.561
2023-10-01 14:00:00,925.1799,753.8205,772.7435,778.7041,749.0531,728.8033,789.726,4523.173
2023-10-01 15:00:00,677.163,580.0289,615.9683,599.6543,568.6252,531.4946,694.8609,3608.026
2023-10-01 16:00:00,517.0286,435.74,421.3942,467.5003,443.0825,426.8466,501.1205,2695.198
2023-10-01 17:00:00,222.6058,164.1472,154.6509,193.7077,172.3817,171.4622,197.0952,1060.813
2023-10-01 18:00:00,67.6151,41.27601,30.46786,49.80937,55.01097,52.20345,61.26279,285.0905
2023-10-01 19:00:00,0,0.2755045,0.266684,0.389727,0.275832,0.1187774,0.421676,-6.26987
2023-10-01 20:00:00,0,0,0,0,0,0,0,-8.070245
2023-10-01 21:00:00,0,0,0,0,0,0,0,-8.110571
2023-10-01 22:00:00,0,0,0,0,0,0,0,-8.081618
2023-10-01 23:00:00,0,0,0,0,0,0,0,-8.161194
2023-10-02 00:00:00,0,0,0,0,0,0,0,-8.266077
2023-10-02 01:00:00,0,0,0,0,0,0,0,-8.28304
2023-10-02 02:00:00,0,0,0,0,0,0,0,-8.284551
2023-10-02 03:00:00,0,0,0,0,0,0,0,-8.316327
2023-10-02 04:00:00,0,0,0,0,0,0,0,-8.264359
2023-10-02 05:00:00,0,0,0,0,0,0,0,-8.150552
2023-10-02 06:00:00,0,0,0,0,0,0,0,-8.110228
2023-10-02 07:00:00,24.04146,15.16384,15.71588,14.59679,13.20801,13.50434,14.77937,79.49836
2023-10-02 08:00:00,202.6617,185.2104,164.2696,178.035,161.5189,163.0877,161.4659,1020.706
2023-10-02 09:00:00,469.9306,446.3467,434.0161,433.6244,396.7548,408.3358,432.4071,2572.631
2023-10-02 10:00:00,696.5784,651.3574,654.573,635.6867,583.4587,608.8486,655.0877,3795.232
2023-10-02 11:00:00,877.9255,788.8059,797.9391,775.5652,701.1401,740.2413,783.9059,4567.35
2023-10-02 12:00:00,919.5663,793.9863,777.8726,794.9626,792.9504,820.7238,829.4253,4791.625
2023-10-02 13:00:00,975.0836,831.4954,832.9308,832.5719,777.9963,821.1946,827.916,4887.624
2023-10-02 14:00:00,903.173,772.2196,806.3845,791.2953,731.4137,773.5556,765.9818,4608.45
2023-10-02 15:00:00,752.558,645.0156,664.5792,673.9058,621.73,659.4083,663.9548,3908.97
2023-10-02 16:00:00,541.9622,447.7187,451.1484,493.9208,455.1938,475.4596,487.8182,2808.677
2023-10-02 17:00:00,299.7953,215.9531,200.6383,267.6374,246.048,264.4748,265.3192,1464.127
2023-10-02 18:00:00,59.5475,40.44595,29.93141,48.23978,53.00488,55.53985,56.16493,277.7506
2023-10-02 19:00:00,0,0.04234837,0.04146585,0.04725802,0.04440368,0.1866488,0.1854434,-7.474414
2023-10-02 20:00:00,0,0,0,0,0,0,0,-8.111376
2023-10-02 21:00:00,0,0,0,0,0,0,0,-8.09723
2023-10-02 22:00:00,0,0,0,0,0,0,0,-8.128571
2023-10-02 23:00:00,0,0,0,0,0,0,0,-8.184662
2023-10-03 00:00:00,0,0,0,0,0,0,0,-8.215205
2023-10-03 01:00:00,0,0,0,0,0,0,0,-8.23278
2023-10-03 02:00:00,0,0,0,0,0,0,0,-8.255775
2023-10-03 03:00:00,0,0,0,0,0,0,0,-8.167549
2023-10-03 04:00:00,0,0,0,0,0,0,0,-8.124037
