S. Robeson Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
Timestamp,POA*,"SMA Inverter - A.1, Pac","SMA Inverter - A.2, Pac","SMA Inverter - B.1, Pac","SMA Inverter - B.2, Pac","SMA Inverter - C.1, Pac","SMA Inverter - C.2, Pac","SMA Inverter - D.1, Pac","SMA Inverter - D.2, Pac","SMA Inverter - E.1, Pac","SMA Inverter - E.2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW
2023-10-01 00:00,,,,,,,,,,,,-7.822576
2023-10-01 01:00,,,,,,,,,,,,-7.864363
2023-10-01 02:00,,,,,,,,,,,,-7.8996
2023-10-01 03:00,,,,,,,,,,,,-7.931008
2023-10-01 04:00,,,,,,,,,,,,-7.934508
2023-10-01 05:00,,,,,,,,,,,,-7.893583
2023-10-01 06:00,,,,,,,,,,,,-7.900796
2023-10-01 07:00,,,,,,,,,,,,71.31126
2023-10-01 08:00,,,,,,,,,,,,830.7528
2023-10-01 09:00,,,,,,,,,,,,1786.394
2023-10-01 10:00,,,,,,,,,,,,2463.602
2023-10-01 11:00,,,,,,,,,,,,2773.106
2023-10-01 12:00,,,,,,,,,,,,2745.917
2023-10-01 13:00,,,,,,,,,,,,1990.832
2023-10-01 14:00,,,,,,,,,,,,2495.196
2023-10-01 15:00,,,,,,,,,,,,2444.411
2023-10-01 16:00,,,,,,,,,,,,1551.169
2023-10-01 17:00,,,,,,,,,,,,855.5787
2023-10-01 18:00,,,,,,,,,,,,151.0572
2023-10-01 19:00,,,,,,,,,,,,-8.90932
2023-10-01 20:00,,,,,,,,,,,,-8.169314
2023-10-01 21:00,,,,,,,,,,,,-7.874442
2023-10-01 22:00,,,,,,,,,,,,-7.791622
2023-10-01 23:00,,,,,,,,,,,,-7.785435
2023-10-02 00:00,,,,,,,,,,,,-7.831737
2023-10-02 01:00,,,,,,,,,,,,-7.886425
2023-10-02 02:00,,,,,,,,,,,,-7.838736
2023-10-02 03:00,,,,,,,,,,,,-7.830514
2023-10-02 04:00,,,,,,,,,,,,-7.801615
2023-10-02 05:00,,,,,,,,,,,,-7.655121
2023-10-02 06:00,,,,,,,,,,,,-7.684314
2023-10-02 07:00,,,,,,,,,,,,73.17177
2023-10-02 08:00,,,,,,,,,,,,830.3559
2023-10-02 09:00,,,,,,,,,,,,1747.522
2023-10-02 10:00,,,,,,,,,,,,2425.725
2023-10-02 11:00,,,,,,,,,,,,2845.851
2023-10-02 12:00,,,,,,,,,,,,3025.955
2023-10-02 13:00,,,,,,,,,,,,2997.944
2023-10-02 14:00,,,,,,,,,,,,2827.782
2023-10-02 15:00,,,,,,,,,,,,2447.091
2023-10-02 16:00,,,,,,,,,,,,1807.063
2023-10-02 17:00,,,,,,,,,,,,950.567
2023-10-02 18:00,,,,,,,,,,,,159.4793
2023-10-02 19:00,,,,,,,,,,,,-8.897345
2023-10-02 20:00,,,,,,,,,,,,-8.145616
2023-10-02 21:00,,,,,,,,,,,,-7.863436
2023-10-02 22:00,,,,,,,,,,,,-7.838037
2023-10-02 23:00,,,,,,,,,,,,-7.80761
2023-10-03 00:00,,,,,,,,,,,,-7.806933
2023-10-03 01:00,,,,,,,,,,,,-7.85212
2023-10-03 02:00,,,,,,,,,,,,-7.843194
2023-10-03 03:00,,,,,,,,,,,,-7.876304
2023-10-03 04:00,,,,,,,,,,,,-7.849508
2023-10-03 05:00,,,,,,,,,,,,-7.691384
2023-10-03 06:00,,,,,,,,,,,,-7.64524
2023-10-03 07:00,,,,,,,,,,,,59.84243
2023-10-03 08:00,,,,,,,,,,,,751.3279
2023-10-03 09:00,,,,,,,,,,,,1669.394
2023-10-03 10:00,,,,,,,,,,,,2363.531
2023-10-03 11:00,,,,,,,,,,,,2722.003
2023-10-03 12:00,,,,,,,,,,,,2169.031
2023-10-03 13:00,,,,,,,,,,,,2639.512
2023-10-03 14:00,,,,,,,,,,,,2489.334
2023-10-03 15:00,,,,,,,,,,,,2134.093
2023-10-03 16:00,,,,,,,,,,,,1602.751
2023-10-03 17:00,,,,,,,,,,,,820.3823
2023-10-03 18:00,,,,,,,,,,,,117.2716
2023-10-03 19:00,,,,,,,,,,,,-8.784293
2023-10-03 20:00,,,,,,,,,,,,-8.182281
2023-10-03 21:00,,,,,,,,,,,,-7.942178
2023-10-03 22:00,,,,,,,,,,,,-7.894641
2023-10-03 23:00,,,,,,,,,,,,-7.78204
2023-10-04 00:00,,,,,,,,,,,,-7.825079
2023-10-04 01:00,,,,,,,,,,,,-7.925669
2023-10-04 02:00,,,,,,,,,,,,-7.953709
2023-10-04 03:00,,,,,,,,,,,,-7.9586
2023-10-04 04:00,,,,,,,,,,,,-7.9168
2023-10-04 05:00,,,,,,,,,,,,-7.831409
2023-10-04 06:00,,,,,,,,,,,,-7.758262
