Dairy Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-10-01 00:00:00,-0.2599056,0,0,0,0,
2023-10-01 01:00:00,-0.2577522,0,0,0,0,
2023-10-01 02:00:00,-0.2390192,0,0,0,0,
2023-10-01 03:00:00,-0.3511822,0,0,0,0,
2023-10-01 04:00:00,-0.3255005,0,0,0,0,
2023-10-01 05:00:00,-0.2819197,0,0,0,0,
2023-10-01 06:00:00,-0.133237,0,0,0,0,
2023-10-01 07:00:00,216.2928,158.8133,143.8367,151.6983,149.35,
2023-10-01 08:00:00,708.5034,1612.673,1767.725,1787.652,1758.355,
2023-10-01 09:00:00,568.6871,1662.528,1770.167,1743.011,1739.46,
2023-10-01 10:00:00,736.376,2092.243,2291.698,2250.772,2179.78,
2023-10-01 11:00:00,762.8795,1919.286,2095.655,2088.945,1986.609,
2023-10-01 12:00:00,775.5261,1979.932,2149.05,2130.715,2127.473,
2023-10-01 13:00:00,693.2468,2020.835,2229.352,2240.056,2196.495,
2023-10-01 14:00:00,805.3663,2119.127,2336.887,2368.147,2307.467,
2023-10-01 15:00:00,853.0895,2211.677,2435.655,2481.752,2406.555,
2023-10-01 16:00:00,795.3362,2162.261,2384.7,2471.205,2398.308,
2023-10-01 17:00:00,593.8174,1600.562,1767.015,1813.765,1748.227,
2023-10-01 18:00:00,65.53145,117.0533,130.2817,136.6483,127.7283,
2023-10-01 19:00:00,-0.2626257,0,0,0,0,
2023-10-01 20:00:00,-0.2456228,0,0,0,0,
2023-10-01 21:00:00,-0.2217813,0,0,0,0,
2023-10-01 22:00:00,-0.304083,0,0,0,0,
2023-10-01 23:00:00,-0.3601489,0,0,0,0,
2023-10-02 00:00:00,-0.3196143,0,0,0,0,
2023-10-02 01:00:00,-0.2697689,0,0,0,0,
2023-10-02 02:00:00,-0.2149048,0,0,0,0,
2023-10-02 03:00:00,-0.211487,0,0,0,0,
2023-10-02 04:00:00,-0.2215639,0,0,0,0,
2023-10-02 05:00:00,-0.2618406,0,0,0,0,
2023-10-02 06:00:00,0.03702857,0,0,0,0,
2023-10-02 07:00:00,171.2547,154.16,151.265,156.6967,154.6917,
2023-10-02 08:00:00,661.7169,1420.328,1557.415,1572.77,1544.911,
2023-10-02 09:00:00,799.5563,1518.538,2303.02,2303.548,2273.305,
2023-10-02 10:00:00,832.9987,2062.622,1758.717,2314.023,2285.608,
2023-10-02 11:00:00,758.6984,1910.288,2121.187,1612.06,1686.935,
