Nitro,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Timestamp,POA,"AE 1000NX A, AC Power","AE 1000NX B, AC Power","AE 1000NX C, AC Power","AE 1000NX D, AC Power","AE 1000NX E, AC Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW
2023-10-01 00:00:00,0,0,0,0,0,0,-13.50748
2023-10-01 01:00:00,0,0,0,0,0,0,-13.45301
2023-10-01 02:00:00,0,0,0,0,0,0,-13.47824
2023-10-01 03:00:00,0,0,0,0,0,0,-13.50896
2023-10-01 04:00:00,0,0,0,0,0,0,-13.51534
2023-10-01 05:00:00,0,0,0,0,0,0,-13.4757
2023-10-01 06:00:00,0.0005877778,0,0,0,0,0,-17.63075
2023-10-01 07:00:00,32.9497,39.33366,33.01908,42.043,33.32902,35.94854,159.376
2023-10-01 08:00:00,225.1936,264.5778,244.516,273.4502,249.9053,247.2677,1265.201
2023-10-01 09:00:00,454.9057,539.5697,527.7443,553.0372,523.801,507.3828,2639.052
2023-10-01 10:00:00,661.8188,767.3066,759.5356,783.9069,746.203,713.6176,3758.936
2023-10-01 11:00:00,824.1644,856.1212,848.2394,889.338,861.0785,856.4013,4278.05
2023-10-01 12:00:00,856.2435,758.6304,767.1278,830.7787,801.6915,874.4601,3936.577
2023-10-01 13:00:00,629.889,651.1223,657.7446,648.1691,651.0568,613.8757,3185.668
2023-10-01 14:00:00,713.4463,727.4718,721.2444,755.2351,707.0746,715.5021,3583.758
2023-10-01 15:00:00,505.7441,591.5319,655.8122,589.0306,581.6152,533.4498,2942.901
2023-10-01 16:00:00,380.852,492.1234,449.6826,486.749,458.834,433.3683,2297.978
2023-10-01 17:00:00,252.0089,273.9789,287.5445,280.5256,285.2227,252.5852,1359.982
2023-10-01 18:00:00,52.8981,39.57476,46.03174,42.64701,45.20108,40.4435,188.0568
2023-10-01 19:00:00,0.500052,0,0.03336805,0,0,0,-19.14192
2023-10-01 20:00:00,0,0,0,0,0,0,-13.43505
2023-10-01 21:00:00,0,0,0,0,0,0,-13.43596
2023-10-01 22:00:00,0,0,0,0,0,0,-13.48436
2023-10-01 23:00:00,0,0,0,0,0,0,-13.48189
2023-10-02 00:00:00,0,0,0,0,0,0,-13.48101
2023-10-02 01:00:00,0,0,0,0,0,0,-13.52926
2023-10-02 02:00:00,0,0,0,0,0,0,-13.54002
2023-10-02 03:00:00,0,0,0,0,0,0,-13.55857
2023-10-02 04:00:00,0,0,0,0,0,0,-13.41316
