Turkey Hill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-10-01 00:00:00,-0.2102761,0,0,0,0,-14.44183
2023-10-01 01:00:00,-0.2762461,0,0,0,0,-14.51484
2023-10-01 02:00:00,-0.210075,0,0,0,0,-14.58567
2023-10-01 03:00:00,-0.2208899,0,0,0,0,-14.59969
2023-10-01 04:00:00,-0.1531973,0,0,0,0,-14.55917
2023-10-01 05:00:00,-0.2152501,0,0,0,0,-14.5185
2023-10-01 06:00:00,0.1508433,0,0,0,0,-14.49333
2023-10-01 07:00:00,219.4991,229.8067,235.18,248.7417,234.4584,958.1708
2023-10-01 08:00:00,822.6628,1658.989,1678.263,1717.273,1614.385,6664.526
2023-10-01 09:00:00,1048.246,2312.587,2314.137,2367.353,2237.3,9186.36
2023-10-01 10:00:00,1001.639,2297.803,2283.103,2366.382,2251.295,9062.905
2023-10-01 11:00:00,855.708,2141.86,2160.475,2196.18,2083.92,8620.561
2023-10-01 12:00:00,789.4705,2078.312,2097.34,2141.897,2049.48,8279.152
2023-10-01 13:00:00,799.0403,2097.088,2102.491,2146.981,2043.17,8285.876
2023-10-01 14:00:00,864.7129,2098.615,2101.757,2157.315,2067.908,8268.714
2023-10-01 15:00:00,961.313,2175.728,2207.198,2297.107,2196.114,8712.932
2023-10-01 16:00:00,1042.918,2230.197,2247.229,2286.278,2180.502,8810.085
2023-10-01 17:00:00,671.8698,1224.645,1201.247,1202.533,1121.124,4731.687
2023-10-01 18:00:00,38.56638,37.28667,33.94167,34.82,33.87667,145.228
2023-10-01 19:00:00,-0.1991269,0,0,0,0,-14.2005
2023-10-01 20:00:00,-0.2718035,0,0,0,0,-14.26367
2023-10-01 21:00:00,-0.0348943,0,0,0,0,-14.38983
2023-10-01 22:00:00,-0.1739284,0,0,0,0,-14.3355
2023-10-01 23:00:00,-0.2168178,0,0,0,0,-14.415
2023-10-02 00:00:00,-0.2470437,0,0,0,0,-14.4565
2023-10-02 01:00:00,-0.1944876,0,0,0,0,-14.44533
2023-10-02 02:00:00,-0.1400856,0,0,0,0,-14.5255
2023-10-02 03:00:00,-0.2391273,0,0,0,0,-14.51317
2023-10-02 04:00:00,-0.1479333,0,0,0,0,-14.506
