Jersey Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA 1850kW Inverter - 1, AC Real Power","SMA 1850kW Inverter - 2, AC Real Power","SMA 1850kW Inverter - 3, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-10-01 00:00:00,0,0,0,0,-7.003378
2023-10-01 01:00:00,0,0,0,0,-7.002637
2023-10-01 02:00:00,0,0,0,0,-7.021664
2023-10-01 03:00:00,0,0,0,0,-6.980922
2023-10-01 04:00:00,0,0,0,0,-7.005069
2023-10-01 05:00:00,0,0,0,0,-6.9913
2023-10-01 06:00:00,0,0,0,0,-6.950745
2023-10-01 07:00:00,42.54678,40.25,50.75,35.5,119.287
2023-10-01 08:00:00,274.335,431.25,438,342.75,1209.921
2023-10-01 09:00:00,492.7408,937,911.5,835.25,2674.471
2023-10-01 10:00:00,711.6269,1342.5,1267.75,1204,3847.719
2023-10-01 11:00:00,926.4703,1419.5,1353.5,1391.75,4137.415
2023-10-01 12:00:00,966.7355,1440.75,1453.5,1412.75,4325.149
2023-10-01 13:00:00,944.1412,1417.75,1572.75,1501.5,4474.634
2023-10-01 14:00:00,804.6478,1297.75,1335.25,1312.75,3950.839
2023-10-01 15:00:00,648.0798,1067.5,1054.25,1035,3175.318
2023-10-01 16:00:00,466.0635,824.25,790,751.25,2380.25
2023-10-01 17:00:00,308.2159,476.75,508,436.75,1434.248
2023-10-01 18:00:00,40.23425,79.25,98,74.25,251.2481
2023-10-01 19:00:00,0,0,0,0,-6.608922
2023-10-01 20:00:00,0,0,0,0,-7.015942
2023-10-01 21:00:00,0,0,0,0,-7.049261
2023-10-01 22:00:00,0,0,0,0,-6.99731
2023-10-01 23:00:00,0,0,0,0,-6.976425
2023-10-02 00:00:00,0,0,0,0,-7.006928
2023-10-02 01:00:00,0,0,0,0,-7.018821
2023-10-02 02:00:00,0,0,0,0,-6.979263
2023-10-02 03:00:00,0,0,0,0,-6.982341
2023-10-02 04:00:00,0,0,0,0,-6.989347
2023-10-02 05:00:00,0,0,0,0,-6.886509
2023-10-02 06:00:00,0,0,0,0,-6.848563
2023-10-02 07:00:00,42.26908,39.5,49.75,35.5,118.3257
2023-10-02 08:00:00,240.1709,419.25,425.25,333.25,1175.216
2023-10-02 09:00:00,494.7358,938.25,920.25,838.25,2699.905
2023-10-02 10:00:00,713.8655,1320,1302,1221,3844.17
2023-10-02 11:00:00,875.0707,1574.25,1557.5,1457,4585.275
2023-10-02 12:00:00,960.5212,1666,1664.5,1575.25,4899.7
2023-10-02 13:00:00,965.4076,1665.25,1661.75,1568.75,4889.766
2023-10-02 14:00:00,896.7437,1563.5,1556,1411,4553.545
2023-10-02 15:00:00,722.2883,1277.5,1272.25,1186,3741.309
2023-10-02 16:00:00,549.6682,947.5,961.25,880,2803.163
2023-10-02 17:00:00,303.9526,463.5,495.75,424.25,1395.062
2023-10-02 18:00:00,34.52685,72,90,67,228.1409
2023-10-02 19:00:00,0,0,0,0,-6.930448
2023-10-02 20:00:00,0,0,0,0,-7.054558
2023-10-02 21:00:00,0,0,0,0,-7.056487
2023-10-02 22:00:00,0,0,0,0,-7.017197
2023-10-02 23:00:00,0,0,0,0,-7.03149
2023-10-03 00:00:00,0,0,0,0,-6.985161
2023-10-03 01:00:00,0,0,0,0,-6.988807
2023-10-03 02:00:00,0,0,0,0,-6.996472
2023-10-03 03:00:00,0,0,0,0,-6.989872
2023-10-03 04:00:00,0,0,0,0,-6.975573
2023-10-03 05:00:00,0,0,0,0,-6.884952
2023-10-03 06:00:00,0,0,0,0,-6.855225
2023-10-03 07:00:00,33.60618,39.75,46.5,36,115.1875
2023-10-03 08:00:00,218.7281,390.75,396.25,315.75,1100.169
2023-10-03 09:00:00,473.9051,895,878,797.25,2572.547
2023-10-03 10:00:00,695.6719,1284.25,1266.25,1133,3682.919
2023-10-03 11:00:00,853.3267,1544.5,1528,1382.5,4452.314
2023-10-03 12:00:00,939.7457,1658,1646,1539.25,4838.919
2023-10-03 13:00:00,946.2507,1658.75,1647.25,1543,4841.256
2023-10-03 14:00:00,875.5797,1538,1528.25,1424.75,4492.75
2023-10-03 15:00:00,733.1239,1294.25,1289,1197.5,3790.275
2023-10-03 16:00:00,542.8221,889,937.75,879.5,2729.142
2023-10-03 17:00:00,253.4881,418.75,449,375,1231.787
2023-10-03 18:00:00,39.61129,66.5,76.25,62.75,204.9039
2023-10-03 19:00:00,0,0,0,0,-7.004363
2023-10-03 20:00:00,0,0,0,0,-7.075179
2023-10-03 21:00:00,0,0,0,0,-7.014433
2023-10-03 22:00:00,0,0,0,0,-7.01925
2023-10-03 23:00:00,0,0,0,0,-6.974264
2023-10-04 00:00:00,0,0,0,0,-6.977011
2023-10-04 01:00:00,0,0,0,0,-6.98091
2023-10-04 02:00:00,0,0,0,0,-6.957409
2023-10-04 03:00:00,0,0,0,0,-6.975123
2023-10-04 04:00:00,0,0,0,0,-6.95483
2023-10-04 05:00:00,0,0,0,0,-6.895621
2023-10-04 06:00:00,0,0,0,0,-6.863173
2023-10-04 07:00:00,34.61212,37.75,46.5,34.25,111.0626
2023-10-04 08:00:00,239.5674,403.25,408.5,321,1129.289
2023-10-04 09:00:00,487.8586,919.75,901.5,819.5,2644.717
2023-10-04 10:00:00,711.4612,1314.75,1295.5,1213.5,3827.261
2023-10-04 11:00:00,874.7767,1540,1522,1469,4559.477
2023-10-04 12:00:00,958.6818,1601.5,1518,1587.5,4335.881
2023-10-04 13:00:00,991.3352,1262.25,1262.25,1059.75,3388.242
2023-10-04 14:00:00,916.9306,1610,1594,1580.25,4778.03
2023-10-04 15:00:00,759.7349,1341.75,1336.25,1312,3994.752
2023-10-04 16:00:00,548.0366,945,959.25,928.25,2843.218
2023-10-04 17:00:00,298.5674,452,485.75,437.25,1385.12
2023-10-04 18:00:00,31.33665,65.75,81.5,65.25,212.2466
2023-10-04 19:00:00,0,0,0,0,-6.916906
2023-10-04 20:00:00,0,0,0,0,-6.937299
2023-10-04 21:00:00,0,0,0,0,-6.8893
2023-10-04 22:00:00,0,0,0,0,-6.861067
2023-10-04 23:00:00,0,0,0,0,-6.864428
2023-10-05 00:00:00,0,0,0,0,-6.851862
2023-10-05 01:00:00,0,0,0,0,-6.884416
