Monroe Moore Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA 800 CP-US - A1, Pac","SMA 800 CP-US - A2, Pac","SMA 800 CP-US - B1, Pac","SMA 800 CP-US - B2, Pac","SMA 800 CP-US - C1, Pac","SMA 800 CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2024-01-01 00:00:00,0,0,,,,,,-6.813011
2024-01-01 01:00:00,0,0,,,,,,-6.821265
2024-01-01 02:00:00,0,0,,,,,,-6.81283
2024-01-01 03:00:00,0,0,,,,,,-6.799321
2024-01-01 04:00:00,0,0,,,,,,-6.764451
2024-01-01 05:00:00,0,0,,,,,,-6.711349
2024-01-01 06:00:00,0,0,,,,,,-6.675312
2024-01-01 07:00:00,6.941524,0,,,,,,-6.158744
2024-01-01 08:00:00,119.4142,83.35545,,,,,,400.7021
2024-01-01 09:00:00,182.595,155.9276,,,,,,781.0016
2024-01-01 10:00:00,165.1465,144.1205,,,,,,713.6617
2024-01-01 11:00:00,273.1764,240.4116,,,,,,1257.392
2024-01-01 12:00:00,417.5381,374.4337,,,,,,1907.002
2024-01-01 13:00:00,431.6275,384.8172,,,,,,1898.963
2024-01-01 14:00:00,458.0519,411.7768,,,,,,1923.477
2024-01-01 15:00:00,399.9943,320.2521,,,,,,1823.548
2024-01-01 16:00:00,76.73409,53.10328,,,,,,310.0854
2024-01-01 17:00:00,0.8872408,0.5022473,,,,,,-3.595153
2024-01-01 18:00:00,0,0,,,,,,-6.635443
2024-01-01 19:00:00,0,0,,,,,,-6.632979
2024-01-01 20:00:00,0,0,,,,,,-6.668362
2024-01-01 21:00:00,0,0,,,,,,-6.70587
2024-01-01 22:00:00,0,0,,,,,,-6.755117
2024-01-01 23:00:00,0,0,,,,,,-6.812661
2024-01-02 00:00:00,0,0,,,,,,-6.827115
2024-01-02 01:00:00,0,0,,,,,,-6.817118
2024-01-02 02:00:00,0,0,,,,,,-6.79176
2024-01-02 03:00:00,0,0,,,,,,-6.710392
2024-01-02 04:00:00,0,0,,,,,,-6.635075
2024-01-02 05:00:00,0,0,,,,,,-6.62571
2024-01-02 06:00:00,0,0,,,,,,-6.667505
2024-01-02 07:00:00,12.45203,2.379205,,,,,,1.817419
2024-01-02 08:00:00,282.7152,136.1432,,,,,,632.2184
2024-01-02 09:00:00,521.414,482.4299,,,,,,2307.262
2024-01-02 10:00:00,698.7018,681.0109,,,,,,3315.294
2024-01-02 11:00:00,808.1644,774.2953,,,,,,3775.001
2024-01-02 12:00:00,836.3505,771.3517,,,,,,3851.729
2024-01-02 13:00:00,784.0652,714.8002,,,,,,3644.073
2024-01-02 14:00:00,657.9869,584.2661,,,,,,3081.065
2024-01-02 15:00:00,458.8033,346.9409,,,,,,2010.056
2024-01-02 16:00:00,158.4335,81.11395,,,,,,534.6705
2024-01-02 17:00:00,2.958926,1.634038,,,,,,7.4009
2024-01-02 18:00:00,0,0,,,,,,-6.586899
2024-01-02 19:00:00,0,0,,,,,,-6.581236
2024-01-02 20:00:00,0,0,,,,,,-6.570357
2024-01-02 21:00:00,0,0,,,,,,-6.610884
2024-01-02 22:00:00,0,0,,,,,,-6.741748
2024-01-02 23:00:00,0,0,,,,,,-6.763185
2024-01-03 00:00:00,0,0,,,,,,-6.7562
2024-01-03 01:00:00,0,0,,,,,,-6.704836
2024-01-03 02:00:00,0,0,,,,,,-6.656347
2024-01-03 03:00:00,0,0,,,,,,-6.618388
2024-01-03 04:00:00,0,0,,,,,,-6.600349
2024-01-03 05:00:00,0,0,,,,,,-6.693753
2024-01-03 06:00:00,0,0,,,,,,-6.583435
2024-01-03 07:00:00,12.40371,0,,,,,,-4.647043
2024-01-03 08:00:00,281.6205,,,,,,,0
2024-01-03 09:00:00,455.0867,,,,,,,0
2024-01-03 10:00:00,514.351,,,,,,,0
2024-01-03 11:00:00,514.313,420.5395,418.1257,367.9951,,357.6052,298.4752,1216.582
2024-01-03 12:00:00,373.3654,334.1789,335.9553,336.1747,,328.5569,335.9847,2004.498
2024-01-03 13:00:00,259.4951,230.5347,232.097,232.7993,186.8643,226.5986,230.9635,1342.383
2024-01-03 14:00:00,144.8978,131.2402,131.9472,131.4512,122.6924,128.7314,131.2664,780.298
2024-01-03 15:00:00,81.8789,76.68385,77.07715,76.79848,71.53365,75.06503,76.30601,452.0981
2024-01-03 16:00:00,24.4883,24.49589,24.58657,24.035,22.66039,23.91304,24.29971,137.4934
2024-01-03 17:00:00,1.358059,0.8505002,0.8233057,0.805199,0.6965212,0.798855,0.805278,-3.126945
2024-01-03 18:00:00,0,0,0,0,0,0,0,-8.058751
2024-01-03 19:00:00,0,0,0,0,0,0,0,-8.081791
2024-01-03 20:00:00,0,0,0,0,0,0,0,-8.113537
2024-01-03 21:00:00,0,0,0,0,0,0,0,-8.128665
