Turkey Hill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2024-01-01 00:00:00,-0.1435426,0,0,0,0,-14.65908
2024-01-01 01:00:00,-0.2065402,0,0,0,0,-14.675
2024-01-01 02:00:00,-0.2204556,0,0,0,0,-14.709
2024-01-01 03:00:00,-0.0704975,0,0,0,0,-14.67883
2024-01-01 04:00:00,-0.1978031,0,0,0,0,-14.6425
2024-01-01 05:00:00,-0.08201333,0,0,0,0,-14.59433
2024-01-01 06:00:00,-0.1514377,0,0,0,0,-14.492
2024-01-01 07:00:00,5.506881,0.6916667,0.685,0.68,0.7083333,19.25382
2024-01-01 08:00:00,97.80643,120.6033,119.7983,119.3867,120.26,467.502
2024-01-01 09:00:00,152.4093,268.365,259.5617,262.5667,262.8883,1044.266
2024-01-01 10:00:00,186.4955,447.205,450.1383,440.0683,432.3683,1761.53
2024-01-01 11:00:00,227.3477,663.6117,664.9167,669.8116,668.6,2659.86
2024-01-01 12:00:00,220.3843,690.5516,695.69,713.1483,724.0933,2819.243
2024-01-01 13:00:00,256.6229,680.6317,752.0267,836.7234,844.1816,3099.255
2024-01-01 14:00:00,319.2504,643.1467,707.8118,752.5016,749.2949,2844.099
2024-01-01 15:00:00,183.2154,263.8233,275.095,286.2633,305.6783,1112.823
2024-01-01 16:00:00,17.68008,23.49333,21.92,20.73833,20.56334,89.88001
2024-01-01 17:00:00,-0.1041791,0,0,0,0,-14.30464
2024-01-01 18:00:00,-0.1785251,0,0,0,0,-14.361
2024-01-01 19:00:00,-0.1808457,0,0,0,0,-14.4095
2024-01-01 20:00:00,-0.1336593,0,0,0,0,-14.49433
2024-01-01 21:00:00,-0.05874156,0,0,0,0,-14.55534
2024-01-01 22:00:00,-0.1046778,0,0,0,0,-14.56983
2024-01-01 23:00:00,-0.1699111,0,0,0,0,-14.61133
2024-01-02 00:00:00,-0.0581438,0,0,0,0,-14.64721
2024-01-02 01:00:00,-0.2102303,0,0,0,0,-14.442
2024-01-02 02:00:00,-0.04224027,0,0,0,0,-14.36367
2024-01-02 03:00:00,-0.1828099,0,0,0,0,-14.33934
2024-01-02 04:00:00,-0.209832,0,0,0,0,-14.4435
