Dairy Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2024-01-01 00:00:00,-0.2157704,0,0,0,0,
2024-01-01 01:00:00,-0.2601225,0,0,0,0,
2024-01-01 02:00:00,-0.2741039,0,0,0,0,
2024-01-01 03:00:00,-0.2170382,0,0,0,0,
2024-01-01 04:00:00,-0.2413132,0,0,0,0,
2024-01-01 05:00:00,-0.2643254,0,0,0,0,
2024-01-01 06:00:00,-0.1707215,0,0,0,0,
2024-01-01 07:00:00,4.560325,2.053333,0,0,0,
2024-01-01 08:00:00,96.36893,128.8433,142.0016,149.065,142.1083,
2024-01-01 09:00:00,146.4714,281.4633,308.44,330.2067,330.6617,
2024-01-01 10:00:00,207.5621,544.2317,580.89,597.3833,578.34,
2024-01-01 11:00:00,284.8583,802.4717,878.2134,903.9084,866.7516,
2024-01-01 12:00:00,490.8346,1114.448,1230.08,1264.996,1228.832,
2024-01-01 13:00:00,527.1807,1353.646,1483.609,1512.422,1481.538,
2024-01-01 14:00:00,532.363,1383.978,1518.365,1547.828,1512.88,
2024-01-01 15:00:00,460.3569,1122.38,1236.402,1273.418,1252.108,
2024-01-01 16:00:00,38.49115,47.38834,51.38501,56.79166,52.81833,
2024-01-01 17:00:00,-0.2659625,0,0,0,0,
2024-01-01 18:00:00,-0.1615802,0,0,0,0,
2024-01-01 19:00:00,-0.2712389,0,0,0,0,
2024-01-01 20:00:00,-0.2402848,0,0,0,0,
2024-01-01 21:00:00,-0.2627879,0,0,0,0,
2024-01-01 22:00:00,-0.2519503,0,0,0,0,
2024-01-01 23:00:00,-0.3044518,0,0,0,0,
2024-01-02 00:00:00,-0.2853828,0,0,0,0,
2024-01-02 01:00:00,-0.2014638,0,0,0,0,
2024-01-02 02:00:00,-0.2136794,0,0,0,0,
2024-01-02 03:00:00,-0.08372675,0,0,0,0,
2024-01-02 04:00:00,-0.308772,0,0,0,0,
2024-01-02 05:00:00,-0.2476614,0,0,0,0,
2024-01-02 06:00:00,-0.2288226,0,0,0,0,
2024-01-02 07:00:00,2.798419,0,0,0,0,
2024-01-02 08:00:00,12.90191,0,6.93,11.84,11.36167,
2024-01-02 09:00:00,38.03337,84.325,90.68499,98.13,96.33167,
2024-01-02 10:00:00,153.3815,370.125,398.7683,412.3617,402.2367,
2024-01-02 11:00:00,176.3062,466.3567,515.3333,541.1633,537.135,
2024-01-02 12:00:00,144.1082,384.405,418.6517,431.0267,418.455,
