Red Oak Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2024-01-01 00:00:00,0,0,0,0,0,0,0,-8.794471
2024-01-01 01:00:00,0,0,0,0,0,0,0,-8.773701
2024-01-01 02:00:00,0,0,0,0,0,0,0,-8.778647
2024-01-01 03:00:00,0,0,0,0,0,0,0,-8.784815
2024-01-01 04:00:00,0,0,0,0,0,0,0,-8.774312
2024-01-01 05:00:00,0,0,0,0,0,0,0,-8.709984
2024-01-01 06:00:00,0,0,0,0,0,0,0,-8.66516
2024-01-01 07:00:00,9.149691,1.795163,5.004185,2.021277,2.070451,2.116901,2.018268,6.593441
2024-01-01 08:00:00,200.0595,124.4348,125.7758,129.6864,134.3927,140.3686,134.4868,815.2444
2024-01-01 09:00:00,284.5732,228.6984,219.8404,229.7325,242.1468,242.4737,233.7688,1434.794
2024-01-01 10:00:00,147.2175,122.2777,118.9332,128.5569,131.7074,134.5315,131.3829,777.2945
2024-01-01 11:00:00,170.3188,141.0462,137.1867,149.4401,152.8766,155.6294,152.1903,899.1851
2024-01-01 12:00:00,308.9688,272.5887,260.1496,261.5037,266.7093,274.5607,275.619,1680.225
2024-01-01 13:00:00,293.6017,237.631,233.4345,260.3531,260.5345,262.1343,256.8581,1521.786
2024-01-01 14:00:00,328.1726,279.5992,269.6276,319.8438,316.0651,314.5388,311.7826,1832.038
2024-01-01 15:00:00,144.4421,112.0288,107.5824,132.924,133.3837,127.5318,126.8286,729.2016
2024-01-01 16:00:00,13.98374,11.30287,11.01258,12.01236,12.00288,12.69831,12.2837,64.87319
2024-01-01 17:00:00,0,0,0,0,0,0,0,-8.666403
2024-01-01 18:00:00,0,0,0,0,0,0,0,-8.758529
2024-01-01 19:00:00,0,0,0,0,0,0,0,-8.716243
2024-01-01 20:00:00,0,0,0,0,0,0,0,-8.660848
2024-01-01 21:00:00,0,0,0,0,0,0,0,-8.639134
2024-01-01 22:00:00,0,0,0,0,0,0,0,-8.673515
2024-01-01 23:00:00,0,0,0,0,0,0,0,-8.682824
2024-01-02 00:00:00,0,0,0,0,0,0,0,-8.709335
2024-01-02 01:00:00,0,0,0,0,0,0,0,-8.731598
2024-01-02 02:00:00,0,0,0,0,0,0,0,-8.661557
2024-01-02 03:00:00,0,0,0,0,0,0,0,-8.655461
2024-01-02 04:00:00,0,0,0,0,0,0,0,-8.704791
2024-01-02 05:00:00,0,0,0,0,0,0,0,-8.669884
2024-01-02 06:00:00,0,0,0,0,0,0,0,-8.648784
2024-01-02 07:00:00,18.5285,4.0598,13.54389,9.147782,12.22027,9.331742,6.924498,48.45702
2024-01-02 08:00:00,291.8888,115.6521,147.8778,155.4352,163.6832,167.1169,158.3963,918.2642
2024-01-02 09:00:00,515.9943,457.4459,440.2645,471.8669,507.3033,493.1719,458.2783,2866.121
2024-01-02 10:00:00,682.7562,678.3024,655.5062,707.8342,720.8493,740.6855,720.8591,4254.581
2024-01-02 11:00:00,779.955,769.4108,744.0776,804.3225,818.0161,827.2457,816.5197,4786.487
2024-01-02 12:00:00,801.448,780.6168,758.1401,822.1518,831.1318,832.9452,832.2807,4860.313
2024-01-02 13:00:00,744.561,727.4446,709.1942,772.6004,786.6419,801.5068,787.139,4591.265
2024-01-02 14:00:00,607.785,593.8323,565.9685,644.8963,653.4559,658.98,653.842,3785.919
2024-01-02 15:00:00,399.156,251.922,233.4214,316.7915,322.9867,295.0094,292.9387,1727.84
2024-01-02 16:00:00,59.41985,70.32816,67.69795,84.9203,75.86118,83.23457,85.94871,467.8526
2024-01-02 17:00:00,0.05662687,0.6064147,0.5880395,0.4981253,0.6867368,0.7751315,0.7616584,-4.479037
2024-01-02 18:00:00,0,0,0,0,0,0,0,-8.642185
2024-01-02 19:00:00,0,0,0,0,0,0,0,-8.64611
2024-01-02 20:00:00,0,0,0,0,0,0,0,-8.630801
2024-01-02 21:00:00,0,0,0,0,0,0,0,-8.697754
2024-01-02 22:00:00,0,0,0,0,0,0,0,-8.709653
2024-01-02 23:00:00,0,0,0,0,0,0,0,-8.691098
2024-01-03 00:00:00,0,0,0,0,0,0,0,-8.651922
2024-01-03 01:00:00,0,0,0,0,0,0,0,-8.625518
2024-01-03 02:00:00,0.196961,0,0,0,0,0,0,-8.770174
2024-01-03 03:00:00,0,0,0,0,0,0,0,-8.72809
2024-01-03 04:00:00,0,0,0,0,0,0,0,-8.6981
2024-01-03 05:00:00,0,0,0,0,0,0,0,-8.710579
2024-01-03 06:00:00,0,0,0,0,0,0,0,-8.810273
2024-01-03 07:00:00,24.655,5.653715,14.86863,10.43432,13.9817,10.85086,8.049435,56.45961
2024-01-03 08:00:00,334.3069,119.3731,153.9223,161.7452,170.1635,172.8117,164.6877,955.5092
2024-01-03 09:00:00,510.7942,458.3236,443.2721,470.7566,509.4833,491.0677,457.641,2876.999
2024-01-03 10:00:00,675.3682,660.0081,640.0581,691.3848,707.8029,718.4036,700.6884,4141.22
2024-01-03 11:00:00,732.7132,696.3297,674.5958,731.8229,746.4527,758.2877,740.0186,4355.013
2024-01-03 12:00:00,760.3051,711.5399,691.5435,748.5766,755.992,775.0744,762.9571,4444.451
2024-01-03 13:00:00,631.784,601.8632,583.5598,643.2709,655.3613,661.4964,651.0009,3792.006
2024-01-03 14:00:00,353.9922,314.1248,304.6872,340.1708,346.0931,350.7694,343.9163,2014.142
2024-01-03 15:00:00,116.1443,92.43684,89.92001,98.92657,100.5109,102.2503,99.82652,584.9142
2024-01-03 16:00:00,22.58981,19.26389,18.78428,20.47676,20.85856,21.66608,21.05171,116.8499
2024-01-03 17:00:00,0,0,0,0,0,0,0,-8.624385
2024-01-03 18:00:00,0,0,0,0,0,0,0,-8.656102
2024-01-03 19:00:00,0,0,0,0,0,0,0,-8.669976
2024-01-03 20:00:00,0,0,0,0,0,0,0,-8.663974
2024-01-03 21:00:00,0,0,0,0,0,0,0,-8.712858
2024-01-03 22:00:00,0,0,0,0,0,0,0,-8.784871
2024-01-03 23:00:00,0,0,0,0,0,0,0,-8.664226
2024-01-04 00:00:00,0,0,0,0,0,0,0,-8.714815
2024-01-04 01:00:00,0,0,0,0,0,0,0,-8.721513
2024-01-04 02:00:00,0,0,0,0,0,0,0,-8.710489
2024-01-04 03:00:00,0,0,0,0,0,0,0,-8.659316
2024-01-04 04:00:00,0,0,0,0,0,0,0,-8.652998
2024-01-04 05:00:00,0,0,0,0,0,0,0,-8.708944
2024-01-04 06:00:00,0,0,0,0,0,0,0,-8.67557
2024-01-04 07:00:00,19.90722,4.344913,13.03853,7.10393,8.792615,7.455045,5.749598,39.54046
2024-01-04 08:00:00,275.4224,114.9652,142.3104,149.8635,157.5569,159.6258,152.3331,887.8575
2024-01-04 09:00:00,498.845,437.3304,423.8877,452.6331,485.1488,473.422,441.9511,2751.738
2024-01-04 10:00:00,479.5497,456.2456,432.0635,450.9708,439.0641,483.1139,485.0615,2821.266
2024-01-04 11:00:00,697.955,596.3235,592.8531,631.6223,653.6231,646.1448,630.384,3774.806
2024-01-04 12:00:00,369.4802,306.9345,297.1942,305.8929,298.6624,325.9252,310.308,1814.928
2024-01-04 13:00:00,398.2689,374.3911,373.1368,378.8724,392.8764,359.9464,378.1455,2322.229
2024-01-04 14:00:00,344.3674,305.4175,287.9597,323.9528,330.7462,337.3907,330.2802,1910.626
2024-01-04 15:00:00,355.0593,247.2956,222.7363,293.5305,288.8693,287.7787,285.006,1629.549
2024-01-04 16:00:00,60.40398,47.40004,45.98856,56.95447,53.69379,56.35171,57.27993,314.8863
2024-01-04 17:00:00,1.109643,1.182611,1.181693,1.15852,1.405576,1.490513,1.372802,-0.655305
2024-01-04 18:00:00,0,0,0,0,0,0,0,-8.66715
2024-01-04 19:00:00,0,0,0,0,0,0,0,-8.72199
2024-01-04 20:00:00,0,0,0,0,0,0,0,-8.699805
2024-01-04 21:00:00,0,0,0,0,0,0,0,-8.741377
2024-01-04 22:00:00,0,0,0,0,0,0,0,-8.646028
2024-01-04 23:00:00,0,0,0,0,0,0,0,-8.672313
2024-01-05 00:00:00,0,0,0,0,0,0,0,-8.697125
2024-01-05 01:00:00,0,0,0,0,0,0,0,-8.777685
2024-01-05 02:00:00,0,0,0,0,0,0,0,-8.759535
2024-01-05 03:00:00,0,0,0,0,0,0,0,-8.752198
2024-01-05 04:00:00,0,0,0,0,0,0,0,-8.738199
2024-01-05 05:00:00,0,0,0,0,0,0,0,-8.723432
2024-01-05 06:00:00,0,0,0,0,0,0,0,-8.789294
2024-01-05 07:00:00,24.42061,4.878862,13.86815,9.897682,13.86144,10.42,7.580729,53.02523
2024-01-05 08:00:00,371.2656,119.959,155.4533,163.8724,173.0939,175.3172,167.202,967.6618
2024-01-05 09:00:00,542.1033,484.5416,469.7246,502.6242,539.9487,524.4772,489.0057,3049.814
2024-01-05 10:00:00,701.2492,695.5845,673.309,726.0212,743.8581,756.66,738.7966,4361.232
2024-01-05 11:00:00,785.6727,766.5327,742.2527,802.6158,819.3972,825.9227,813.1715,4772.062
2024-01-05 12:00:00,799.9252,771.5281,743.7383,805.6899,815.1807,823.3873,814.7852,4771.078
2024-01-05 13:00:00,706.4667,687.2334,661.1507,724.4904,742.0854,746.0065,734.0502,4284.558
2024-01-05 14:00:00,576.9929,543.6382,530.9406,600.9345,612.8064,613.6993,600.2711,3514.969
2024-01-05 15:00:00,417.0468,286.707,266.4675,348.2177,352.4094,329.1451,329.0565,1935.572
2024-01-05 16:00:00,71.10391,82.78416,80.01633,98.74146,88.33109,97.45932,100.2417,549.8525
2024-01-05 17:00:00,0.1154891,0.5439262,0.6796123,0.6161237,0.774337,0.8053735,0.807784,-4.356896
2024-01-05 18:00:00,0,0,0,0,0,0,0,-8.603634
2024-01-05 19:00:00,0,0,0,0,0,0,0,-8.6933
2024-01-05 20:00:00,0,0,0,0,0,0,0,-8.65372
2024-01-05 21:00:00,0,0,0,0,0,0,0,-8.589138
2024-01-05 22:00:00,0,0,0,0,0,0,0,-8.670134
2024-01-05 23:00:00,0,0,0,0,0,0,0,-8.687045
2024-01-06 00:00:00,0,0,0,0,0,0,0,-8.742109
2024-01-06 01:00:00,0,0,0,0,0,0,0,-8.755678
2024-01-06 02:00:00,0,0,0,0,0,0,0,-8.768641
2024-01-06 03:00:00,0,0,0,0,0,0,0,-8.748991
2024-01-06 04:00:00,0,0,0,0,0,0,0,-8.775446
2024-01-06 05:00:00,0,0,0,0,0,0,0,-8.80243
2024-01-06 06:00:00,0,0,0,0,0,0,0,-8.780504
2024-01-06 07:00:00,0.3603562,0,0,0,0,0,0,-8.766419
2024-01-06 08:00:00,6.142532,0,3.261127,0,0,2.602557,0,-2.695244
2024-01-06 09:00:00,23.76332,18.77516,19.137,20.01382,20.40518,23.07001,20.43058,115.876
2024-01-06 10:00:00,90.30713,78.60963,75.50522,81.75423,83.64768,84.10086,82.80553,488.9466
2024-01-06 11:00:00,63.36774,55.86024,54.43064,57.5311,59.77142,60.9837,58.96391,349.4612
2024-01-06 12:00:00,46.28272,40.70198,40.58939,42.09878,42.62438,44.97245,43.62741,256.018
2024-01-06 13:00:00,92.71063,80.01303,75.07554,84.61835,92.30759,85.19135,83.62341,471.1789
2024-01-06 14:00:00,52.01925,46.60912,44.71455,48.27246,49.73743,50.3263,49.52356,290.1479
