Schell Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA Kodiak SC-1850 - A1, AC Real Power","SMA Kodiak SC-1850 - B1, AC Real Power","SMA Kodiak SC-1850 - C1, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2024-01-01 00:00:00,0,0,0,0,-7.300835
2024-01-01 01:00:00,0,0,0,0,-7.267735
2024-01-01 02:00:00,0,0,0,0,-7.281591
2024-01-01 03:00:00,0,0,0,0,-7.28855
2024-01-01 04:00:00,0,0,0,0,-7.283123
2024-01-01 05:00:00,0,0,0,0,-7.292934
2024-01-01 06:00:00,0,0,0,0,-7.278318
2024-01-01 07:00:00,4.356954,4.5,4.25,5,7.30942
2024-01-01 08:00:00,71.08382,110.5,114,113.5,329.587
2024-01-01 09:00:00,118.229,200,206,201.5,602.8295
2024-01-01 10:00:00,135.9863,232.75,240.25,234.5,702.0859
2024-01-01 11:00:00,220.8465,372,384.5,374.25,1118.966
2024-01-01 12:00:00,142.7834,239.75,247.75,243,723.688
2024-01-01 13:00:00,194.7885,332.75,334.5,324.5,979.7851
2024-01-01 14:00:00,179.7361,284.25,291.25,287.5,849.1509
2024-01-01 15:00:00,109.2919,171.5,179,170.5,520.8843
2024-01-01 16:00:00,16.14075,25.5,26.5,26.5,74.07741
2024-01-01 17:00:00,0,0,0,0,-7.336695
2024-01-01 18:00:00,0,0,0,0,-7.330378
2024-01-01 19:00:00,0,0,0,0,-7.329978
2024-01-01 20:00:00,0,0,0,0,-7.33842
2024-01-01 21:00:00,0,0,0,0,-7.309817
2024-01-01 22:00:00,0,0,0,0,-7.284235
2024-01-01 23:00:00,0,0,0,0,-7.269765
2024-01-02 00:00:00,0,0,0,0,-7.287474
2024-01-02 01:00:00,0,0,0,0,-7.269538
2024-01-02 02:00:00,0,0,0,0,-7.246104
2024-01-02 03:00:00,0,0,0,0,-7.258952
2024-01-02 04:00:00,0,0,0,0,-7.271738
2024-01-02 05:00:00,0,0,0,0,-7.259343
2024-01-02 06:00:00,0,0,0,0,-7.231397
2024-01-02 07:00:00,37.26792,39.75,36.5,38,105.5225
2024-01-02 08:00:00,267.199,428.25,450.25,439.25,1299.663
2024-01-02 09:00:00,490.1627,1021.5,1053.5,1029.75,3071.981
2024-01-02 10:00:00,661.3926,1339.75,1380.75,1351.5,4025.912
2024-01-02 11:00:00,761.6622,1512.25,1560,1530.75,4549.245
2024-01-02 12:00:00,787.2828,1546.25,1596.25,1563.75,4650.509
2024-01-02 13:00:00,728.3443,1432,1477,1446.75,4306.603
2024-01-02 14:00:00,596.7512,1180.5,1218,1191.25,3556.908
2024-01-02 15:00:00,402.7057,732.5,761,725.75,2208.888
2024-01-02 16:00:00,142.7012,147.25,144,83.5,373.6571
2024-01-02 17:00:00,0.006021675,1,1.25,1.25,-3.156107
2024-01-02 18:00:00,0,0,0,0,-7.229149
