Freemont Solar Center,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMIEC Inverter - A, Active Power P","TMIEC Inverter - B, Active Power P","TMIEC Inverter - C, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW
2024-01-01 00:00:00,0,0,0,0,-9.599999
2024-01-01 01:00:00,0,0,0,0,-9.599999
2024-01-01 02:00:00,0,0,0,0,-9.599999
2024-01-01 03:00:00,0,0,0,0,-9.599999
2024-01-01 04:00:00,0,0,0,0,-9.599999
2024-01-01 05:00:00,0,0,0,0,-9.599999
2024-01-01 06:00:00,0,0,0,0,-9.599999
2024-01-01 07:00:00,2.414646,0,0,0,-6.446999
2024-01-01 08:00:00,49.17124,63.95707,64.47753,64.07513,192.045
2024-01-01 09:00:00,135.3727,195.4595,195.3859,196.1859,582.2628
2024-01-01 10:00:00,394.3966,643.3738,632.1381,643.3172,1955.84
2024-01-01 11:00:00,752.5479,1297.109,1284.443,1255.648,3916.721
2024-01-01 12:00:00,765.1403,1332.021,1320.3,1356.223,3995.667
2024-01-01 13:00:00,801.4166,1455.57,1461.912,1395.853,4212.867
2024-01-01 14:00:00,693.5859,1190.257,1211.847,1224.134,3586.153
2024-01-01 15:00:00,487.0096,750.0768,698.0979,810.6745,2247.106
2024-01-01 16:00:00,232.006,188.0145,188.0657,223.833,596.3756
2024-01-01 17:00:00,3.244571,2.077995,2.148912,1.611101,8.58882
2024-01-01 18:00:00,0,0,0,0,-9.599999
2024-01-01 19:00:00,0,0,0,0,-9.599999
2024-01-01 20:00:00,0,0,0,0,-9.599999
2024-01-01 21:00:00,0,0,0,0,-9.599999
2024-01-01 22:00:00,0,0,0,0,-9.599999
2024-01-01 23:00:00,0,0,0,0,-9.599999
2024-01-02 00:00:00,0,0,0,0,-9.599999
2024-01-02 01:00:00,0,0,0,0,-9.599999
2024-01-02 02:00:00,0,0,0,0,-9.599999
2024-01-02 03:00:00,0,0,0,0,-9.599999
2024-01-02 04:00:00,0,0,0,0,-9.599999
2024-01-02 05:00:00,0,0,0,0,-9.599999
2024-01-02 06:00:00,0,0,0,0,-9.599999
2024-01-02 07:00:00,16.75843,9.278708,3.85306,2.070789,20.95736
2024-01-02 08:00:00,282.8456,297.5934,266.3566,241.4178,805.8693
2024-01-02 09:00:00,531.8655,873.5615,757.9328,814.129,2453.918
2024-01-02 10:00:00,720.5463,1329.518,1291.123,1275.354,3898.788
2024-01-02 11:00:00,834.0485,1502.884,1477.024,1468.023,4436.795
2024-01-02 12:00:00,864.5157,1541.162,1525.829,1523.886,4567.324
2024-01-02 13:00:00,816.9052,1448.19,1445.482,1451.787,4315.615
2024-01-02 14:00:00,688.0444,1175.226,1192.768,1246.442,3596.532
2024-01-02 15:00:00,487.8601,747.8218,694.9357,806.6572,2238.434
2024-01-02 16:00:00,232.6647,190.7998,189.6307,226.9312,599.8792
2024-01-02 17:00:00,3.191396,1.438049,1.578707,1.938496,8.766857
2024-01-02 18:00:00,0,0,0,0,-9.599999
2024-01-02 19:00:00,0,0,0,0,-9.599999
2024-01-02 20:00:00,0,0,0,0,-9.599999
2024-01-02 21:00:00,0,0,0,0,-9.599999
2024-01-02 22:00:00,0,0,0,0,-9.599999
2024-01-02 23:00:00,0,0,0,0,-9.599999
2024-01-03 00:00:00,0,0,0,0,-9.599999
2024-01-03 01:00:00,0,0,0,0,-9.599999
2024-01-03 02:00:00,0,0,0,0,-9.599999
2024-01-03 03:00:00,0,0,0,0,-9.599999
2024-01-03 04:00:00,0,0,0,0,-9.599999
2024-01-03 05:00:00,0,0,0,0,-9.599999
2024-01-03 06:00:00,0,0,0,0,-9.599999
2024-01-03 07:00:00,17.90804,7.090713,4.396098,2.12436,20.18321
2024-01-03 08:00:00,290.0696,293.4971,264.8553,50.57061,608.5552
2024-01-03 09:00:00,489.4757,813.2297,712.7191,,1478.932
2024-01-03 10:00:00,637.2521,1143.994,1112.211,0,2249.95
2024-01-03 11:00:00,576.1462,976.6393,957.3534,0,1946.586
2024-01-03 12:00:00,414.3872,657.2105,648.6375,399.9613,1694.195
2024-01-03 13:00:00,217.4961,328.8563,326.0897,325.1466,977.1219
2024-01-03 14:00:00,134.8927,209.9929,209.0138,208.6001,623.3723
2024-01-03 15:00:00,70.17944,113.4087,113.3634,113.4351,333.0265
2024-01-03 16:00:00,24.29081,36.56153,36.88559,36.78767,114.6496
2024-01-03 17:00:00,0.5132902,0,0,0,-7.750023
2024-01-03 18:00:00,0,0,0,0,-9.599999
2024-01-03 19:00:00,0,0,0,0,-9.599999
2024-01-03 20:00:00,0,0,0,0,-9.599999
2024-01-03 21:00:00,0,0,0,0,-9.599999
2024-01-03 22:00:00,0,0,0,0,-9.599999
2024-01-03 23:00:00,0,0,0,0,-9.599999
2024-01-04 00:00:00,0,0,0,0,-9.599999
2024-01-04 01:00:00,0,0,0,0,-9.599999
2024-01-04 02:00:00,0,0,0,0,-9.599999
2024-01-04 03:00:00,0,0,0,0,-9.599999
2024-01-04 04:00:00,0,0,0,0,-9.599999
2024-01-04 05:00:00,0,0,0,0,-9.599999
2024-01-04 06:00:00,0,0,0,0,-9.599999
2024-01-04 07:00:00,14.03683,9.268888,4.44667,3.48225,22.29605
2024-01-04 08:00:00,269.4261,283.6866,255.95,236.0604,775.8568
2024-01-04 09:00:00,524.7144,860.4273,752.2855,799.697,2421.024
2024-01-04 10:00:00,699.8179,1333.027,1300.403,1278.627,3817.762
2024-01-04 11:00:00,842.7444,1545.63,1521.121,1511.734,4562.184
2024-01-04 12:00:00,874.2584,1583.122,1569.843,1570.197,4699.584
2024-01-04 13:00:00,829.6984,1490.029,1488.9,1497.031,4449.01
2024-01-04 14:00:00,700.5408,1213.937,1233.505,1282.041,3707.617
2024-01-04 15:00:00,496.5635,777.8387,729.1875,842.119,2341.24
2024-01-04 16:00:00,241.4398,204.9168,202.0875,242.5251,641.0614
2024-01-04 17:00:00,4.54181,2.025297,2.294808,3.74296,14.00745
2024-01-04 18:00:00,0,0,0,0,-9.599999
2024-01-04 19:00:00,0,0,0,0,-9.599999
2024-01-04 20:00:00,0,0,0,0,-9.599999
2024-01-04 21:00:00,0,0,0,0,-9.599999
2024-01-04 22:00:00,0,0,0,0,-9.599999
2024-01-04 23:00:00,0,0,0,0,-9.599999
2024-01-05 00:00:00,0,0,0,0,-9.599999
2024-01-05 01:00:00,0,0,0,0,-9.599999
2024-01-05 02:00:00,0,0,0,0,-9.599999
2024-01-05 03:00:00,0,0,0,0,-9.599999
2024-01-05 04:00:00,0,0,0,0,-9.599999
2024-01-05 05:00:00,0,0,0,0,-9.599999
2024-01-05 06:00:00,0,0,0,0,-9.599999
2024-01-05 07:00:00,16.8997,10.00673,4.402415,3.451528,25.54825
2024-01-05 08:00:00,293.7426,307.1399,276.6812,253.2236,838.0712
2024-01-05 09:00:00,526.7734,871.5098,760.2109,800.5958,2447.572
2024-01-05 10:00:00,720.4824,1311.929,1276.064,1266.018,3884.55
2024-01-05 11:00:00,850.0472,1494.338,1460.52,1423.568,4485.041
2024-01-05 12:00:00,762.4955,1280.374,1267.876,1293.947,3933.221
2024-01-05 13:00:00,730.8277,1285.935,1281.013,1293.847,3870.43
2024-01-05 14:00:00,704.0963,1205.504,1221.46,1262.47,3674.471
2024-01-05 15:00:00,378.0425,598.5483,577.9178,650.3977,1832.942
2024-01-05 16:00:00,94.33865,125.8177,124.8559,129.0909,371.4576
2024-01-05 17:00:00,3.523226,1.527194,1.570325,2.405455,8.959608
2024-01-05 18:00:00,0,0,0,0,-9.599999
2024-01-05 19:00:00,0,0,0,0,-9.599999
2024-01-05 20:00:00,0,0,0,0,-9.599999
2024-01-05 21:00:00,0,0,0,0,-9.599999
2024-01-05 22:00:00,0,0,0,0,-9.599999
2024-01-05 23:00:00,0,0,0,0,-9.599999
2024-01-06 00:00:00,0,0,0,0,-9.599999
2024-01-06 01:00:00,0,0,0,0,-9.599999
2024-01-06 02:00:00,0,0,0,0,-9.599999
2024-01-06 03:00:00,0,0,0,0,-9.599999
2024-01-06 04:00:00,0,0,0,0,-9.599999
2024-01-06 05:00:00,0,0,0,0,-9.599999
2024-01-06 06:00:00,0,0,0,0,-9.599999
2024-01-06 07:00:00,0.01014929,0,0,0,-9.599999
2024-01-06 08:00:00,6.162628,1.714682,1.812707,4.353323,13.96141
2024-01-06 09:00:00,16.80663,13.47875,13.43597,12.62833,72.64747
2024-01-06 10:00:00,46.12745,81.75827,83.05589,77.47414,233.8891
2024-01-06 11:00:00,108.8607,162.6088,161.1133,174.6038,508.5742
2024-01-06 12:00:00,328.576,477.4131,476.855,493.2917,1460.885
2024-01-06 13:00:00,304.9069,440.2829,439.2358,436.2346,1315.972
