Lakeview Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2024-01-01 00:00:00,0.0002110685,0,0,0,0,-13.57825
2024-01-01 01:00:00,0,0,0,0,0,-13.3845
2024-01-01 02:00:00,0,0,0,0,0,-13.36433
2024-01-01 03:00:00,0.00852801,0,0,0,0,-13.32333
2024-01-01 04:00:00,0,0,0,0,0,-13.2535
2024-01-01 05:00:00,0.0077386,0,0,0,0,-13.258
2024-01-01 06:00:00,0.03270952,0,0,0,0,-13.3055
2024-01-01 07:00:00,12.0797,5.980833,5.7,3.001667,1.9325,38.59533
2024-01-01 08:00:00,330.0335,128.8783,122.5517,126.6833,108.1858,474.148
2024-01-01 09:00:00,486.8057,1624.141,1657.868,1697.493,1633.953,6560.242
2024-01-01 10:00:00,475.8517,1591.33,1595.56,1609.734,1548.495,6338.198
2024-01-01 11:00:00,452.7664,1387.086,1391.151,1405.211,1351.593,5520.892
2024-01-01 12:00:00,450.1432,1345.593,1350.522,1363.974,1309.997,5345.697
2024-01-01 13:00:00,473.2715,1541.632,1543.945,1557.477,1499.9,6101.376
2024-01-01 14:00:00,482.1255,1707.545,1707.516,1721.459,1659.18,6753.444
2024-01-01 15:00:00,320.6533,816.1857,822.7975,832.3658,803.2599,3294.403
2024-01-01 16:00:00,75.15736,34.81583,35.55749,36.66917,35.66832,154.4038
2024-01-01 17:00:00,0.02552984,0,0,0,0,-13.047
2024-01-01 18:00:00,0,0,0,0,0,-13.08033
2024-01-01 19:00:00,0.0809579,0,0,0,0,-13.15
2024-01-01 20:00:00,0.02291514,0,0,0,0,-13.25167
2024-01-01 21:00:00,0,0,0,0,0,-13.4245
2024-01-01 22:00:00,0.04130552,0,0,0,0,-13.46683
2024-01-01 23:00:00,0,0,0,0,0,-13.464
2024-01-02 00:00:00,0,0,0,0,0,-13.32967
2024-01-02 01:00:00,0,0,0,0,0,-13.323
2024-01-02 02:00:00,0,0,0,0,0,-13.271
2024-01-02 03:00:00,0,0,0,0,0,-13.2815
2024-01-02 04:00:00,0,0,0,0,0,-13.16117
2024-01-02 05:00:00,0,0,0,0,0,-13.17817
2024-01-02 06:00:00,0,0,0,0,0,-13.1965
