NC Solar II,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - A, Total AC Active Power","SMA Inverter - B, Total AC Active Power","SMA Inverter - C, Total AC Active Power","SMA Inverter - D, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2024-01-01 00:00:00,0.7085415,0,0,0,0,-1.886246
2024-01-01 01:00:00,0.2483361,0,0,0,0,-1.878289
2024-01-01 02:00:00,0.501247,0,0,0,0,-1.554157
2024-01-01 03:00:00,0,0,0,0,0,-1.570822
2024-01-01 04:00:00,0,0,0,0,0,-1.566574
2024-01-01 05:00:00,0.2111111,0,0,0,0,-1.136163
2024-01-01 06:00:00,0,0,0,0,0,-1.196232
2024-01-01 07:00:00,7.982794,2.465295,2.25666,1.860694,1.863925,4.846659
2024-01-01 08:00:00,77.82281,38.89241,37.9897,33.52381,32.32876,126.0142
2024-01-01 09:00:00,154.5857,80.86613,76.39503,69.77372,65.68303,236.3053
2024-01-01 10:00:00,395.7391,219.1852,197.6095,185.2027,178.0475,694.5445
2024-01-01 11:00:00,587.7698,306.8007,289.1096,267.074,260.1734,920.3995
2024-01-01 12:00:00,333.0687,202.36,186.962,165.072,162.3571,467.317
2024-01-01 13:00:00,180.2363,99.07539,96.14433,86.07189,83.2198,259.7264
2024-01-01 14:00:00,106.6216,58.07011,56.46065,50.69261,49.47494,181.2303
2024-01-01 15:00:00,75.30441,38.19587,36.58313,32.87476,32.14849,122.4642
2024-01-01 16:00:00,66.38899,24.28341,23.31827,20.1855,19.62859,78.38188
2024-01-01 17:00:00,7.665496,0.7893106,0.7235261,0.5342437,0.5769309,-0.5043173
2024-01-01 18:00:00,0,0,0,0,0,-1.836557
2024-01-01 19:00:00,0.3741666,0,0,0,0,-1.514168
2024-01-01 20:00:00,0,0,0,0,0,-1.514585
2024-01-01 21:00:00,0.5613195,0,0,0,0,-1.132917
2024-01-01 22:00:00,0,0,0,0,0,-1.130676
2024-01-01 23:00:00,0.1065973,0,0,0,0,-1.123782
2024-01-02 00:00:00,0.1069444,0,0,0,0,-1.122939
2024-01-02 01:00:00,0,0,0,0,0,-1.872917
2024-01-02 02:00:00,0.2466778,0,0,0,0,-1.877083
2024-01-02 03:00:00,0.4999889,0,0,0,0,-1.693023
2024-01-02 04:00:00,0.3547918,0,0,0,0,-1.555828
2024-01-02 05:00:00,0.2083333,0,0,0,0,-1.157504
2024-01-02 06:00:00,0,0,0,0,0,-1.150842
2024-01-02 07:00:00,19.29964,2.852248,1.41023,1.45041,1.160711,3.252615
2024-01-02 08:00:00,272.9045,88.44027,72.5195,58.38271,43.75224,217.8421
2024-01-02 09:00:00,510.1382,171.4835,156.5588,158.8129,143.4226,520.9896
2024-01-02 10:00:00,669.3646,362.9449,335.4231,327.7722,315.178,1097.943
2024-01-02 11:00:00,759.9621,436.0365,403.9667,381.2377,376.3968,1156.135
2024-01-02 12:00:00,778.5704,443.8523,411.605,388.7605,384.5901,1174.57
2024-01-02 13:00:00,724.4532,419.4767,389.4746,366.0982,361.9149,1362.541
2024-01-02 14:00:00,601.5531,321.7498,304.9497,278.9269,267.8376,1028.405
2024-01-02 15:00:00,420.5882,145.3903,134.9877,129.0316,129.4692,498.435
2024-01-02 16:00:00,196.7147,56.72552,52.61009,50.06141,49.0272,146.7553
2024-01-02 17:00:00,17.1648,0.7773508,0.7812572,0.4146697,0.5507302,-0.3827374
2024-01-02 18:00:00,0.01055556,0,0,0,0,-1.83373
2024-01-02 19:00:00,0.812222,0,0,0,0,-1.836257
2024-01-02 20:00:00,0,0,0,0,0,-1.851023
2024-01-02 21:00:00,0,0,0,0,0,-1.139542
2024-01-02 22:00:00,0,0,0,0,0,-1.160843
2024-01-02 23:00:00,0.2086805,0,0,0,0,-1.147099
2024-01-03 00:00:00,0,0,0,0,0,-1.169563
2024-01-03 01:00:00,0,,,,,-1.897547
2024-01-03 02:00:00,0,,,,,-1.897977
2024-01-03 03:00:00,0.3111111,,,,,-1.89371
