Siler 421 Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2024-01-01 00:00:00,0,0,,0,0,0,0,-8.466332
2024-01-01 01:00:00,0,0,,0,0,0,0,-8.478091
2024-01-01 02:00:00,0,0,,0,0,0,0,-8.487482
2024-01-01 03:00:00,0,0,,0,0,0,0,-8.471979
2024-01-01 04:00:00,0,0,,0,0,0,0,-8.443452
2024-01-01 05:00:00,0.1157413,0,,0,0,0,0,-8.47892
2024-01-01 06:00:00,0.02644331,0,,0,0,0,0,-8.431186
2024-01-01 07:00:00,7.376338,1.799167,,1.920708,3.549041,0,0,-1.890207
2024-01-01 08:00:00,48.83886,31.90468,,33.63782,42.15884,38.07172,39.06863,214.0104
2024-01-01 09:00:00,93.51556,76.04555,,78.56271,78.70657,81.61832,82.0695,477.244
2024-01-01 10:00:00,202.2063,168.1403,,173.7047,173.9987,180.6013,181.6067,1060.897
2024-01-01 11:00:00,468.7099,440.5118,,460.8735,281.3318,462.2436,471.0053,2559.601
2024-01-01 12:00:00,723.8627,629.0646,,670.3268,657.5955,681.3493,678.9089,3935.534
2024-01-01 13:00:00,465.9339,438.0284,,432.1395,431.9075,447.6328,453.5618,2684.217
2024-01-01 14:00:00,447.8766,375.999,,386.6525,380.7817,444.4782,418.2049,2389.497
2024-01-01 15:00:00,245.8593,234.1561,,231.7909,236.9738,233.6831,231.835,1394.975
2024-01-01 16:00:00,62.68805,41.10906,,47.95098,44.84443,46.39693,48.12458,264.9676
2024-01-01 17:00:00,1.234776,1.181162,,2.053103,1.278422,1.586288,1.914554,1.837418
2024-01-01 18:00:00,0,0,,0,0,0,0,-8.491523
2024-01-01 19:00:00,0,0,,0,0,0,0,-8.434711
2024-01-01 20:00:00,0,0,,0,0,0,0,-8.445095
2024-01-01 21:00:00,0,0,,0,0,0,0,-8.426709
2024-01-01 22:00:00,0,0,,0,0,0,0,-8.500701
2024-01-01 23:00:00,0,0,,0,0,0,0,-8.530855
2024-01-02 00:00:00,0,0,,0,0,0,0,-8.495529
2024-01-02 01:00:00,0,0,,0,0,0,0,-8.479218
2024-01-02 02:00:00,0,0,,0,0,0,0,-8.442823
2024-01-02 03:00:00,0,0,,0,0,0,0,-8.390876
2024-01-02 04:00:00,0,0,,0,0,0,0,-8.435501
2024-01-02 05:00:00,0,0,,0,0,0,0,-8.398967
2024-01-02 06:00:00,0,0,,0,0,0,0,-8.467916
2024-01-02 07:00:00,6.969141,5.183397,,5.484478,4.52364,2.129616,3.24589,13.70307
2024-01-02 08:00:00,197.505,155.1389,,200.5163,166.2306,190.5026,214.3857,1088.52
2024-01-02 09:00:00,493.6276,496.7838,,514.5568,501.6675,535.5362,555.9497,3126.431
2024-01-02 10:00:00,682.606,685.7095,,703.8047,702.2513,738.6543,746.0787,4289.835
2024-01-02 11:00:00,794.9517,788.0855,,802.7862,806.0708,829.3578,830.8304,4839.305
2024-01-02 12:00:00,822.4171,804.0251,,818.9835,822.8719,832.9025,832.9323,4895.312
2024-01-02 13:00:00,779.6395,759.2126,,772.5473,778.3526,803.4882,803.4365,4657.17
2024-01-02 14:00:00,656.9885,636.5847,,648.3027,656.9566,671.3525,670.2538,3915.179
2024-01-02 15:00:00,461.2325,420.2634,,444.1066,447.4934,452.2812,452.538,2623.232
2024-01-02 16:00:00,140.4999,93.05296,,123.5367,104.8412,104.1713,115.4576,620.4431
2024-01-02 17:00:00,0.5959089,1.107883,,1.678763,1.341282,1.531788,1.781139,0.761615
2024-01-02 18:00:00,0,0,,0,0,0,0,-8.420359
2024-01-02 19:00:00,0,0,,0,0,0,0,-8.439775
2024-01-02 20:00:00,0,0,,0,0,0,0,-8.405665
2024-01-02 21:00:00,0,0,,0,0,0,0,-8.422024
2024-01-02 22:00:00,0,0,,0,0,0,0,-8.518283
2024-01-02 23:00:00,0,0,,0,0,0,0,-8.467332
2024-01-03 00:00:00,0.1216935,0,,0,0,0,0,-8.443426
2024-01-03 01:00:00,0.05603235,0,,0,0,0,0,-8.411427
2024-01-03 02:00:00,0,0,,0,0,0,0,-8.395132
2024-01-03 03:00:00,0,0,,0,0,0,0,-8.454915
2024-01-03 04:00:00,0,0,,0,0,0,0,-8.425544
2024-01-03 05:00:00,0,0,,0,0,0,0,-8.407837
2024-01-03 06:00:00,0,0,,0,0,0,0,-8.454489
2024-01-03 07:00:00,6.291639,5.49134,,5.978834,5.256959,1.624508,2.480478,14.49966
2024-01-03 08:00:00,228.2227,158.0203,,203.3303,169.4283,190.6644,215.6013,1097.865
2024-01-03 09:00:00,495.2904,487.4189,,504.0144,490.2605,522.6244,542.2614,3065.186
2024-01-03 10:00:00,608.3342,591.4794,,615.3501,611.8901,644.8598,649.8441,3720.889
2024-01-03 11:00:00,779.1776,748.1324,,761.281,763.7677,798.4733,801.4669,4635.585
2024-01-03 12:00:00,697.7429,668.0755,,680.7844,686.3687,706.3867,712.9184,4120.903
2024-01-03 13:00:00,422.3766,382.5382,,392.1979,392.4204,407.1868,408.7839,2376.55
2024-01-03 14:00:00,180.7233,153.0468,,157.739,157.4182,164.0507,164.4043,955.8786
2024-01-03 15:00:00,85.59354,73.78647,,76.17889,76.04405,79.47361,79.6074,458.7095
2024-01-03 16:00:00,19.33071,16.9811,,18.3254,18.16458,19.09877,19.11839,103.4885
2024-01-03 17:00:00,0.7483816,0,,0.620889,0.6043415,0.6445957,0.6565788,-5.116671
2024-01-03 18:00:00,0,0,,0,0,0,0,-8.390051
2024-01-03 19:00:00,0.208494,0,,0,0,0,0,-8.412685
2024-01-03 20:00:00,0,0,,0,0,0,0,-8.440733
2024-01-03 21:00:00,0,0,,0,0,0,0,-8.413036
2024-01-03 22:00:00,0,0,,0,0,0,0,-8.484355
2024-01-03 23:00:00,0.03901514,0,,0,0,0,0,-8.462933
2024-01-04 00:00:00,0,0,,0,0,0,0,-8.436069
2024-01-04 01:00:00,0,0,,0,0,0,0,-8.434888
2024-01-04 02:00:00,0,0,,0,0,0,0,-8.398176
2024-01-04 03:00:00,0,0,,0,0,0,0,-8.326316
2024-01-04 04:00:00,0,0,,0,0,0,0,-8.378527
2024-01-04 05:00:00,0,0,,0,0,0,0,-8.365355
2024-01-04 06:00:00,0,0,,0,0,0,0,-8.387185
2024-01-04 07:00:00,8.637615,4.681238,,5.626846,3.084611,1.234892,1.602278,8.563255
2024-01-04 08:00:00,182.4328,143.7709,,181.4883,150.1355,174.0601,193.9036,990.4342
2024-01-04 09:00:00,459.6833,450.5008,,467.5841,454.4074,481.5959,500.9923,2830.313
2024-01-04 10:00:00,569.9374,592.8791,,547.0671,568.7247,599.1912,573.7469,3576.095
2024-01-04 11:00:00,803.9734,793.7404,,761.3856,755.4725,803.9477,792.7252,4752.812
2024-01-04 12:00:00,874.9966,802.2023,,790.8325,809.6704,814.7896,807.6942,4814.812
2024-01-04 13:00:00,831.173,674.3508,,731.6802,694.2933,801.3625,780.7989,4368.011
2024-01-04 14:00:00,671.0624,654.6955,,667.166,675.9388,689.2646,688.2731,4019.945
2024-01-04 15:00:00,483.6303,447.4795,,469.002,474.8455,478.4633,477.2363,2780.545
2024-01-04 16:00:00,161.2124,106.7758,,141.9235,121.133,120.3238,132.8698,713.0784
2024-01-04 17:00:00,1.427653,1.602304,,2.794303,1.790414,1.713608,2.399853,4.177882
2024-01-04 18:00:00,0,0,,0,0,0,0,-8.35157
2024-01-04 19:00:00,0,0,,0,0,0,0,-8.412146
2024-01-04 20:00:00,0,0,,0,0,0,0,-8.444978
2024-01-04 21:00:00,0,0,,0,0,0,0,-8.466615
2024-01-04 22:00:00,0,0,,0,0,0,0,-8.470266
2024-01-04 23:00:00,0,0,,0,0,0,0,-8.451218
2024-01-05 00:00:00,0,0,,0,0,0,0,-8.353777
2024-01-05 01:00:00,0,0,,0,0,0,0,-8.429708
2024-01-05 02:00:00,0,0,,0,0,0,0,-8.417264
2024-01-05 03:00:00,0,0,,0,0,0,0,-8.401918
2024-01-05 04:00:00,0,0,,0,0,0,0,-8.411592
2024-01-05 05:00:00,0,0,,0,0,0,0,-8.424599
2024-01-05 06:00:00,0,0,,0,0,0,0,-8.532976
2024-01-05 07:00:00,5.926121,6.132654,,6.859745,6.063961,1.97901,3.107472,17.77062
2024-01-05 08:00:00,249.0119,164.6234,,211.081,176.8553,195.6285,222.6015,1138.927
2024-01-05 09:00:00,552.7303,500.2816,,519.1124,505.6879,542.3671,560.1555,3155.198
2024-01-05 10:00:00,677.805,670.6119,,691.15,689.3943,726.6724,731.4586,4203.118
2024-01-05 11:00:00,784.3395,758.3217,,772.5334,770.1638,800.5132,798.371,4663.564
2024-01-05 12:00:00,823.6895,797.3364,,806.488,807.3047,812.2871,812.7286,4819.369
2024-01-05 13:00:00,645.0525,614.0201,,637.5187,639.4108,648.6562,648.3109,3770.906
2024-01-05 14:00:00,672.8488,644.6831,,657.4255,661.8449,680.9888,677.5944,3967.552
2024-01-05 15:00:00,484.2727,446.8459,,467.1513,472.7594,478.8188,477.476,2780.944
2024-01-05 16:00:00,142.6729,86.83849,,112.9157,98.05354,101.9871,106.8498,579.2549
2024-01-05 17:00:00,0.1730717,0.6106268,,0.6384385,0.6106858,0.8471547,0.8519465,-3.949929
2024-01-05 18:00:00,0,0,,0,0,0,0,-8.462402
2024-01-05 19:00:00,0,0,,0,0,0,0,-8.440845
2024-01-05 20:00:00,0,0,,0,0,0,0,-8.414104
2024-01-05 21:00:00,0,0,,0,0,0,0,-8.431862
2024-01-05 22:00:00,0.3778705,0,,0,0,0,0,-8.475475
2024-01-05 23:00:00,0.1994742,0,,0,0,0,0,-8.533362
2024-01-06 00:00:00,0.03837158,0,,0,0,0,0,-8.518442
2024-01-06 01:00:00,0,0,,0,0,0,0,-8.434165
2024-01-06 02:00:00,0,0,,0,0,0,0,-8.452802
2024-01-06 03:00:00,0,0,,0,0,0,0,-8.505176
2024-01-06 04:00:00,0.1611987,0,,0,0,0,0,-8.507879
2024-01-06 05:00:00,0,0,,0,0,0,0,-8.495438
2024-01-06 06:00:00,0,0,,0,0,0,0,-8.432676
2024-01-06 07:00:00,0.3508638,0,,0,0,0,0,-8.407331
2024-01-06 08:00:00,5.372402,2.44777,,2.569458,1.838924,0.3987302,0,0.03122875
2024-01-06 09:00:00,31.57612,28.34587,,29.45519,29.43601,31.12329,27.62152,163.2911
2024-01-06 10:00:00,45.21444,41.01992,,43.22199,42.90494,44.57074,44.42929,251.7601
2024-01-06 11:00:00,53.35051,48.02615,,49.86245,49.61553,52.83197,52.39302,299.528
2024-01-06 12:00:00,75.96567,67.3656,,70.45139,70.03431,72.76932,73.04975,418.9275
2024-01-06 13:00:00,129.2808,87.8769,,90.4812,90.38023,94.31416,125.0189,607.9551
2024-01-06 14:00:00,199.1117,93.20251,,98.03475,97.88677,101.882,176.9622,737.2969
2024-01-06 15:00:00,127.3588,92.09387,,96.90492,96.29961,103.0534,102.5445,586.4778
2024-01-06 16:00:00,50.32021,32.26096,,32.95118,33.10392,33.82706,34.30623,195.5658
2024-01-06 17:00:00,2.196278,0.9446623,,1.204595,0.995284,1.064779,1.245303,-1.47557
2024-01-06 18:00:00,0,0,,0,0,0,0,-8.492019
2024-01-06 19:00:00,0,0,,0,0,0,0,-8.403131
2024-01-06 20:00:00,0,0,,0,0,0,0,-8.416615
