Nitro,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Timestamp,POA,"AE 1000NX A, AC Power","AE 1000NX B, AC Power","AE 1000NX C, AC Power","AE 1000NX D, AC Power","AE 1000NX E, AC Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW
2024-01-01 00:00:00,0,0,0,0,0,0,-12.7495
2024-01-01 01:00:00,0,0,0,0,0,0,-12.75375
2024-01-01 02:00:00,0,0,0,0,0,0,-12.75465
2024-01-01 03:00:00,0,0,0,0,0,0,-12.76122
2024-01-01 04:00:00,0,0,0,0,0,0,-12.87939
2024-01-01 05:00:00,0,0,0,0,0,0,-12.85647
2024-01-01 06:00:00,0,0,0,0,0,0,-13.65217
2024-01-01 07:00:00,7.173853,10.92066,10.75427,11.13715,10.37216,10.08188,27.43095
2024-01-01 08:00:00,99.45433,114.4334,110.397,117.2844,105.6194,107.7921,536.1419
2024-01-01 09:00:00,276.2596,341.3843,336.3629,354.5213,316.542,341.7132,1762.543
2024-01-01 10:00:00,290.9939,354.157,356.3217,363.6231,345.1948,336.3022,1744.663
2024-01-01 11:00:00,265.4526,320.302,317.0761,327.7835,310.4689,300.5683,1566.017
2024-01-01 12:00:00,188.7034,232.7372,229.3017,237.1542,224.9998,217.0608,1123.719
2024-01-01 13:00:00,211.0595,266.7422,261.1155,271.4034,255.515,247.0742,1289.477
2024-01-01 14:00:00,199.4226,245.576,234.5311,246.2576,235.8458,219.1158,1152.458
2024-01-01 15:00:00,240.8409,267.9753,250.7242,257.2228,241.0627,232.0563,1218.05
2024-01-01 16:00:00,86.42001,73.40625,71.11958,74.41256,67.89134,68.2917,336.2177
2024-01-01 17:00:00,0.01027555,0,0,0,0,0,-20.78869
2024-01-01 18:00:00,0,0,0,0,0,0,-12.70347
2024-01-01 19:00:00,0,0,0,0,0,0,-12.63593
2024-01-01 20:00:00,0,0,0,0,0,0,-12.63947
2024-01-01 21:00:00,0,0,0,0,0,0,-12.65161
2024-01-01 22:00:00,0,0,0,0,0,0,-12.67506
2024-01-01 23:00:00,0,0,0,0,0,0,-12.68643
2024-01-02 00:00:00,0,0,0,0,0,0,-12.70178
2024-01-02 01:00:00,0,0,0,0,0,0,-12.67697
2024-01-02 02:00:00,0,0,0,0,0,0,-12.75281
2024-01-02 03:00:00,0,0,0,0,0,0,-12.7731
2024-01-02 04:00:00,0,0,0,0,0,0,-12.73968
2024-01-02 05:00:00,0,0,0,0,0,0,-12.69878
