Merrill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2024-01-01 00:00:00,-0.2628188,0,0,0,0,-13.86433
2024-01-01 01:00:00,-0.2434735,0,0,0,0,-13.78117
2024-01-01 02:00:00,-0.1861518,0,0,0,0,-13.88133
2024-01-01 03:00:00,-0.3433597,0,0,0,0,-13.7615
2024-01-01 04:00:00,-0.1779887,0,0,0,0,-13.73083
2024-01-01 05:00:00,-0.0538698,0,0,0,0,-13.8795
2024-01-01 06:00:00,-0.2734893,0,0,0,0,-13.90567
2024-01-01 07:00:00,3.56869,0,0,0,0,3.845331
2024-01-01 08:00:00,77.09408,68.50333,66.82834,75.01167,73.90333,283.0941
2024-01-01 09:00:00,120.5276,152.89,150.61,160.08,152.1767,602.9224
2024-01-01 10:00:00,154.3344,274.5383,277.0583,274.7633,294.4567,1106.599
2024-01-01 11:00:00,203.6786,434.84,434.1067,445.0866,443.0483,1735.667
2024-01-01 12:00:00,222.0558,461.0367,459.6483,489.8083,443.215,1822.244
2024-01-01 13:00:00,204.3755,394.5516,380.3,398.77,402.14,1523.519
2024-01-01 14:00:00,145.7473,193.7384,196.5667,200.0034,187.87,746.0475
2024-01-01 15:00:00,85.47994,110.3717,110.6234,109.985,117.3683,426.3098
2024-01-01 16:00:00,15.45702,13.65667,13.585,14.07,12.37833,51.4885
2024-01-01 17:00:00,-0.1415523,0,0,0,0,-13.69617
2024-01-01 18:00:00,-0.06504591,0,0,0,0,-13.70667
2024-01-01 19:00:00,-0.3252428,0,0,0,0,-13.583
2024-01-01 20:00:00,-0.2580268,0,0,0,0,-13.67283
2024-01-01 21:00:00,-0.2107031,0,0,0,0,-13.7375
2024-01-01 22:00:00,0.04270693,0,0,0,0,-13.81583
2024-01-01 23:00:00,-0.1537109,0,0,0,0,-13.7085
2024-01-02 00:00:00,-0.0267457,0,0,0,0,-13.6095
2024-01-02 01:00:00,-0.09349863,0,0,0,0,-13.73866
2024-01-02 02:00:00,-0.1296991,0,0,0,0,-13.6965
2024-01-02 03:00:00,-0.3068832,0,0,0,0,-13.8248
2024-01-02 04:00:00,-0.07939799,0,0,0,0,-13.71483
2024-01-02 05:00:00,-0.2326249,0,0,0,0,-13.54284
2024-01-02 06:00:00,-0.3678812,0,0,0,0,-13.67867
2024-01-02 07:00:00,2.779434,0,0,0,0,-9.422001
2024-01-02 08:00:00,13.99724,2.32,1.626667,4.37,2.206667,83.26266
