Freemont Solar Center,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMIEC Inverter - A, Active Power P","TMIEC Inverter - B, Active Power P","TMIEC Inverter - C, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW
2024-04-01 00:00:00,0,0,0,0,-9.599999
2024-04-01 01:00:00,0,0,0,0,-9.599999
2024-04-01 02:00:00,0,0,0,0,-9.599999
2024-04-01 03:00:00,0,0,0,0,-9.599999
2024-04-01 04:00:00,0,0,0,0,-9.599999
2024-04-01 05:00:00,0,0,0,0,-9.599999
2024-04-01 06:00:00,0,0,0,0,-9.599999
2024-04-01 07:00:00,10.05803,10.42665,10.51911,11.04782,32.22054
2024-04-01 08:00:00,48.80751,81.72991,82.03889,81.58332,238.4387
2024-04-01 09:00:00,88.82906,152.9401,152.5459,152.5189,451.7888
2024-04-01 10:00:00,162.0374,271.5612,269.4696,269.8432,806.2903
2024-04-01 11:00:00,320.1747,510.2503,505.1888,502.9884,1532.083
2024-04-01 12:00:00,603.1577,989.8889,965.8694,965.4246,2851.249
2024-04-01 13:00:00,790.4731,1238.469,1224.102,1222.836,3706.888
2024-04-01 14:00:00,747.537,1152.449,1137.758,1164.766,3479.115
2024-04-01 15:00:00,564.5421,906.0176,883.1462,913.086,2690.337
2024-04-01 16:00:00,504.7881,831.313,815.7747,828.9736,2447.825
2024-04-01 17:00:00,303.9394,485.424,478.493,488.7017,1440.275
2024-04-01 18:00:00,137.1826,207.4434,203.766,209.5188,613.5694
2024-04-01 19:00:00,14.45014,19.32909,19.30322,19.17639,62.17728
2024-04-01 20:00:00,0,0,0,0,-9.599999
2024-04-01 21:00:00,0,0,0,0,-9.599999
2024-04-01 22:00:00,0,0,0,0,-9.599999
2024-04-01 23:00:00,0,0,0,0,-9.599999
2024-04-02 00:00:00,0,0,0,0,-9.599999
2024-04-02 01:00:00,0,0,0,0,-9.599999
2024-04-02 02:00:00,0,0,0,0,-9.599999
2024-04-02 03:00:00,0,0,0,0,-9.599999
2024-04-02 04:00:00,0,0,0,0,-9.599999
2024-04-02 05:00:00,0,0,0,0,-9.599999
2024-04-02 06:00:00,0,0,0,0,-9.599999
2024-04-02 07:00:00,22.18113,29.11604,29.11323,29.36068,78.88791
2024-04-02 08:00:00,84.09318,136.5379,135.6862,134.6498,399.6939
2024-04-02 09:00:00,362.4932,591.4227,575.8725,582.6982,1737.159
2024-04-02 10:00:00,718.6748,1171.436,1149.173,1130.815,3448.413
2024-04-02 11:00:00,872.7925,1356.708,1344.794,1399.149,4090.854
2024-04-02 12:00:00,933.9837,1444.517,1415.779,1457.718,4367.525
2024-04-02 13:00:00,792.5232,1291.8,1281.707,1182.526,3710.023
2024-04-02 14:00:00,855.9494,1290.095,1270.983,1349.395,4030.38
2024-04-02 15:00:00,687.6487,1076.191,1063.507,1097.764,3180.512
2024-04-02 16:00:00,509.6979,836.7654,824.866,817.7836,2424.068
2024-04-02 17:00:00,374.2954,598.3065,588.3751,576.5762,1759.37
2024-04-02 18:00:00,160.4754,241.2792,235.7359,240.4492,708.1427
2024-04-02 19:00:00,13.62212,20.45145,20.41949,21.82476,60.46119
2024-04-02 20:00:00,0,0,0,0,-9.599999
2024-04-02 21:00:00,0,0,0,0,-9.599999
2024-04-02 22:00:00,0,0,0,0,-9.599999
2024-04-02 23:00:00,0,0,0,0,-9.599999
2024-04-03 00:00:00,0,0,0,0,-9.599999
2024-04-03 01:00:00,0,0,0,0,-9.599999
2024-04-03 02:00:00,0,0,0,0,-9.599999
2024-04-03 03:00:00,0,0,0,0,-9.599999
2024-04-03 04:00:00,0,0,0,0,-9.599999
2024-04-03 05:00:00,0,0,0,0,-9.599999
2024-04-03 06:00:00,0,0,0,0,-9.599999
2024-04-03 07:00:00,4.557171,0,0,0,-9.599999
2024-04-03 08:00:00,41.44093,61.69119,60.59666,62.61987,178.4855
2024-04-03 09:00:00,191.6598,337.1712,346.1689,326.1415,995.1642
2024-04-03 10:00:00,535.9371,786.3937,740.9338,817.0093,2463.373
2024-04-03 11:00:00,880.5202,1307.063,1256.282,1445.769,3976.898
2024-04-03 12:00:00,927.1379,1493.142,1355.514,1454.467,4230.277
2024-04-03 13:00:00,1036.438,1559.38,1537.52,1480.743,4510.923
2024-04-03 14:00:00,1035.976,1659.442,1655.942,1649.208,4866.688
2024-04-03 15:00:00,893.9186,1468.616,1458.096,1448.907,4279.56
2024-04-03 16:00:00,719.4936,1209.992,1194.639,1221.615,3591.463
2024-04-03 17:00:00,475.3833,787.6633,768.73,806.6453,2341.73
2024-04-03 18:00:00,146.1146,225.1071,217.3215,204.0131,631.4683
2024-04-03 19:00:00,8.875072,6.039328,6.003155,5.814827,30.40674
2024-04-03 20:00:00,0,0,0,0,-9.599999
2024-04-03 21:00:00,0,0,0,0,-9.599999
2024-04-03 22:00:00,0,0,0,0,-9.599999
2024-04-03 23:00:00,0,0,0,0,-9.599999
2024-04-04 00:00:00,0,0,0,0,-9.599999
2024-04-04 01:00:00,0,0,0,0,-9.599999
2024-04-04 02:00:00,0,0,0,0,-9.599999
2024-04-04 03:00:00,0,0,0,0,-9.599999
2024-04-04 04:00:00,0,0,0,0,-9.599999
2024-04-04 05:00:00,0,0,0,0,-9.599999
2024-04-04 06:00:00,0,0,0,0,-9.599999
2024-04-04 07:00:00,14.08325,17.97961,18.22376,18.21215,60.58807
2024-04-04 08:00:00,115.2207,194.4649,200.7581,196.5851,598.2386
2024-04-04 09:00:00,130.0462,225.608,224.8855,226.4072,673.7131
2024-04-04 10:00:00,383.0864,626.3412,647.4369,613.1606,1848.857
2024-04-04 11:00:00,265.7003,405.157,403.1514,437.7791,1302.403
2024-04-04 12:00:00,300.492,530.8127,524.0394,515.8523,1576.492
2024-04-04 13:00:00,505.0642,747.2752,754.3911,859.9056,2334.322
2024-04-04 14:00:00,376.0271,635.7849,623.4468,611.5479,1855.37
2024-04-04 15:00:00,600.2645,888.3557,901.5609,956.525,2736.68
2024-04-04 16:00:00,373.6403,585.5418,580.6697,669.662,1883.815
2024-04-04 17:00:00,348.7097,604.0967,579.3741,622.9708,1767.862
2024-04-04 18:00:00,219.6632,328.3634,319.3253,326.5092,954.7953
2024-04-04 19:00:00,19.26691,22.07593,22.13542,23.3344,75.71486
2024-04-04 20:00:00,0,0,0,0,-9.599999
2024-04-04 21:00:00,0,0,0,0,-9.599999
2024-04-04 22:00:00,0,0,0,0,-9.599999
2024-04-04 23:00:00,0,0,0,0,-9.599999
2024-04-05 00:00:00,0,0,0,0,-9.599999
2024-04-05 01:00:00,0,0,0,0,-9.599999
2024-04-05 02:00:00,0,0,0,0,-9.599999
2024-04-05 03:00:00,0,0,0,0,-9.599999
2024-04-05 04:00:00,0,0,0,0,-9.599999
2024-04-05 05:00:00,0,0,0,0,-9.599999
2024-04-05 06:00:00,0,0,0,0,-9.599999
2024-04-05 07:00:00,51.28313,48.17773,49.61586,43.09777,148.9142
2024-04-05 08:00:00,287.0299,416.2435,419.5966,380.2435,1218.287
2024-04-05 09:00:00,552.0897,966.2463,938.5158,907.0766,2815.819
2024-04-05 10:00:00,789.0531,1381.48,1352.069,1332.333,4059.836
2024-04-05 11:00:00,965,1632.082,1614.244,1602.494,4829.382
2024-04-05 12:00:00,1072.677,1666.413,1666.397,1666.406,4963.938
2024-04-05 13:00:00,1105.16,1666.373,1666.365,1666.327,4957.928
2024-04-05 14:00:00,1018.955,1594.241,1580.371,1547.312,4656.326
2024-04-05 15:00:00,938.8096,1578.422,1566.538,1575.865,4678.029
2024-04-05 16:00:00,666.1503,1152.436,1109.757,1109.449,3346.013
2024-04-05 17:00:00,474.9761,803.8227,787.0856,825.2418,2403.897
2024-04-05 18:00:00,213.0824,296.2042,286.3324,314.2745,888.8313
2024-04-05 19:00:00,23.09822,22.3994,21.88269,23.30618,75.68414
2024-04-05 20:00:00,0,0,0,0,-9.599999
2024-04-05 21:00:00,0,0,0,0,-9.599999
2024-04-05 22:00:00,0,0,0,0,-9.599999
2024-04-05 23:00:00,0,0,0,0,-9.599999
2024-04-06 00:00:00,0,0,0,0,-9.599999
2024-04-06 01:00:00,0,0,0,0,-9.599999
2024-04-06 02:00:00,0,0,0,0,-9.599999
2024-04-06 03:00:00,0,0,0,0,-9.599999
2024-04-06 04:00:00,0,0,0,0,-9.599999
2024-04-06 05:00:00,0,0,0,0,-9.599999
2024-04-06 06:00:00,0,0,0,0,-9.599999
2024-04-06 07:00:00,52.14436,44.40118,45.7112,39.77658,138.7571
2024-04-06 08:00:00,289.9832,425.1859,427.6493,388.113,1243.274
2024-04-06 09:00:00,553.6995,970.1617,942.1643,911.9612,2829.588
