NC Solar I,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - 1A, Total AC Active Power","SMA Inverter - 2A, Total AC Active Power","SMA Inverter - 1B, Total AC Active Power","SMA Inverter - 2B, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2024-04-01 00:00:00,0.02503472,0,0,0,0,-0.01756508
2024-04-01 01:00:00,0.01570139,0,0,0,0,-0.1308055
2024-04-01 02:00:00,0.022375,0,0,0,0,-0.2299924
2024-04-01 03:00:00,0.037875,0,0,0,0,-0.4309559
2024-04-01 04:00:00,0.02504861,0,0,0,0,-0.471933
2024-04-01 05:00:00,0.01229167,0,0,0,0,-0.5375127
2024-04-01 06:00:00,0.07347873,0.1663868,0.009656145,0.434839,0.1571558,-0.5271225
2024-04-01 07:00:00,29.2762,25.34144,15.53617,27.28592,26.24778,8.488752
2024-04-01 08:00:00,189.8044,92.51019,65.75406,92.68851,101.187,36.51787
2024-04-01 09:00:00,256.0395,99.93694,73.43612,100.8196,112.2816,83.29084
2024-04-01 10:00:00,304.3451,124.7107,90.72415,125.4536,139.1187,248.023
2024-04-01 11:00:00,365.9404,149.4098,108.8017,150.1,166.9998,219.966
2024-04-01 12:00:00,614.2499,272.4398,196.4164,274.4111,310.9654,106.3732
2024-04-01 13:00:00,778.5433,286.6096,205.7249,289.1149,335.1399,248.5942
2024-04-01 14:00:00,762.1177,252.4214,182.0258,255.8446,299.6125,237.4971
2024-04-01 15:00:00,590.4009,181.3731,131.6432,182.8263,214.154,164.811
2024-04-01 16:00:00,331.5639,104.0634,76.43603,105.5502,122.3141,96.52837
2024-04-01 17:00:00,193.9683,57.44867,41.88474,59.58416,68.08489,39.0226
2024-04-01 18:00:00,96.25624,23.00315,16.60367,26.05313,29.19131,37.45773
2024-04-01 19:00:00,20.4171,0.2777763,0.2162583,0.6503147,0.7082589,2.788136
2024-04-01 20:00:00,0.07259025,0,0,0,0,-0.02650086
2024-04-01 21:00:00,0.02341666,0,0,0,0,-0.02421997
2024-04-01 22:00:00,0.04027083,0,0,0,0,-0.03142898
2024-04-01 23:00:00,0.04635417,0,0,0,0,-0.05932797
2024-04-02 00:00:00,0.03577777,0,0,0,0,-0.221228
2024-04-02 01:00:00,0.0375625,0,0,0,0,-0.4097359
2024-04-02 02:00:00,0.02781945,0,0,0,0,-0.4857389
2024-04-02 03:00:00,0.03392361,0,0,0,0,-0.5177982
2024-04-02 04:00:00,0.002763889,0,0,0,0,-0.5414106
2024-04-02 05:00:00,0.02413889,0,0,0,0,-0.5494328
2024-04-02 06:00:00,0.04552298,0.06447493,0.00339382,0.3420443,0.0658958,-0.5939916
2024-04-02 07:00:00,34.94625,22.49813,14.64692,24.78187,23.83666,7.142664
2024-04-02 08:00:00,155.4917,88.09422,58.63834,88.38208,93.18994,83.38029
2024-04-02 09:00:00,390.424,182.0484,132.4776,181.5625,206.6389,148.2707
2024-04-02 10:00:00,556.1014,230.5209,165.5341,230.7484,260.1522,208.451
2024-04-02 11:00:00,712.2158,288.3526,209.3176,289.6883,336.7063,439.469
2024-04-02 12:00:00,843.358,294.9153,217.5724,298.1352,351.836,569.7417
2024-04-02 13:00:00,814.4068,303.8936,220.7007,306.3018,355.7561,241.3484
2024-04-02 14:00:00,824.0646,276.8095,208.2534,280.3591,336.8575,535.4777
2024-04-02 15:00:00,703.6664,234.5405,173.0183,236.1824,278.5527,224.8305
2024-04-02 16:00:00,453.1403,158.2668,119.1795,161.6823,189.7165,277.8058
2024-04-02 17:00:00,359.9116,93.80865,72.88539,98.3802,118.7426,109.2276
2024-04-02 18:00:00,127.2708,21.16209,15.5813,24.36501,28.37599,32.74923
2024-04-02 19:00:00,21.269,0.3162021,0.2105244,0.8983965,0.7694255,1.525736
2024-04-02 20:00:00,0.07320835,0,0,0,0,0.04137426
2024-04-02 21:00:00,0,0,0,0,0,0.03323472
2024-04-02 22:00:00,0.02369444,0,0,0,0,0.01408365
2024-04-02 23:00:00,0.025,0,0,0,0,-0.00595002
2024-04-03 00:00:00,0.02634722,0,0,0,0,0.0181136
2024-04-03 01:00:00,0,0,0,0,0,-0.02376003
2024-04-03 02:00:00,0.02358333,0,0,0,0,-0.06102144
2024-04-03 03:00:00,0.01390278,0,0,0,0,-0.2441421
2024-04-03 04:00:00,0,0,0,0,0,-0.4464644
2024-04-03 05:00:00,0.0125,0,0,0,0,-0.3612323
2024-04-03 06:00:00,0.02364583,0,0,0,0,-0.4571157
2024-04-03 07:00:00,12.55564,5.498348,3.179926,7.239973,6.922899,-1.117352
2024-04-03 08:00:00,41.86976,19.94692,13.43355,22.43588,22.53687,14.34285
2024-04-03 09:00:00,73.03652,46.64438,31.31669,48.57755,49.8777,17.91351
2024-04-03 10:00:00,191.0249,62.13203,44.01658,63.79005,68.94081,57.46336
2024-04-03 11:00:00,118.3538,41.89301,28.49599,43.59515,46.69786,39.23045
2024-04-03 12:00:00,242.8229,100.3429,72.02831,101.3002,111.3649,85.06528
2024-04-03 13:00:00,199.8846,84.88973,63.04156,86.50693,96.8244,53.22206
2024-04-03 14:00:00,198.6497,86.10487,62.96509,87.81755,94.80748,80.30067
2024-04-03 15:00:00,296.944,129.493,93.8431,130.2896,142.2662,106.2327
2024-04-03 16:00:00,339.6057,134.7521,94.99965,136.6628,150.681,194.9016
2024-04-03 17:00:00,355.3748,103.1759,80.84045,109.561,127.9911,143.979
2024-04-03 18:00:00,169.3701,24.1776,20.64444,28.48167,35.40557,54.60674
2024-04-03 19:00:00,26.15677,0.3973078,0.171404,1.076461,0.8460335,1.097445
2024-04-03 20:00:00,0.1641042,0,0,0,0,-0.02761439
2024-04-03 21:00:00,0.03972223,0,0,0,0,0.01463469
2024-04-03 22:00:00,0.04781945,0,0,0,0,0.001587098
2024-04-03 23:00:00,0.05,0,0,0,0,0.05540693
2024-04-04 00:00:00,0.02772916,0,0,0,0,-0.1041736
2024-04-04 01:00:00,0.02270833,0,0,0,0,-0.1391085
2024-04-04 02:00:00,0.03328472,0,0,0,0,-0.3458417
2024-04-04 03:00:00,0.02011806,0,0,0,0,-0.5514092
2024-04-04 04:00:00,0.03659722,0,0,0,0,-0.541449
2024-04-04 05:00:00,0.01261805,0,0,0,0,-0.4235646
2024-04-04 06:00:00,0.233137,0.2936005,0.01987421,0.7776239,0.2621085,-0.492028
2024-04-04 07:00:00,61.47186,32.5289,16.78837,33.86008,28.64342,8.562892
2024-04-04 08:00:00,255.9763,135.2467,89.32887,132.974,142.8729,149.2955
2024-04-04 09:00:00,478.067,239.9464,176.6216,236.1048,262.7346,195.5609
2024-04-04 10:00:00,677.4866,310.9192,230.1082,309.3464,347.5033,255.5558
2024-04-04 11:00:00,840.2318,343.9131,255.6427,345.0816,392.6732,161.8483
2024-04-04 12:00:00,544.2376,140.4153,112.2082,141.42,169.1757,196.9474
2024-04-04 13:00:00,226.2708,112.5014,84.99524,112.0121,126.9093,101.2609
2024-04-04 14:00:00,374.3174,131.3712,99.43584,132.0745,146.2685,128.9421
2024-04-04 15:00:00,286.3202,149.5016,103.8178,149.6613,157.6623,185.5262
2024-04-04 16:00:00,465.7407,140.5116,113.427,142.846,166.6332,99.9141
2024-04-04 17:00:00,184.6699,76.96941,58.43766,80.6957,89.09444,65.8695
2024-04-04 18:00:00,139.4805,21.91869,16.57708,25.60992,27.61,79.87778
2024-04-04 19:00:00,22.04268,0.4497165,0.3206849,1.194697,0.9658773,5.202065
2024-04-04 20:00:00,0.1910139,0,0,0,0,-0.05781408
2024-04-04 21:00:00,0.02263195,0,0,0,0,-0.240527
2024-04-04 22:00:00,0.01748611,0,0,0,0,-0.3172362
2024-04-04 23:00:00,0.01358334,0,0,0,0,-0.4475859
2024-04-05 00:00:00,0.02306945,0,0,0,0,-0.5372998
2024-04-05 01:00:00,0.01503472,0,0,0,0,-0.5106934
2024-04-05 02:00:00,0.0595903,0,0,0,0,-0.2505277
2024-04-05 03:00:00,0.01415278,0,0,0,0,-0.1422716
2024-04-05 04:00:00,0.00975,0,0,0,0,-0.09590256
2024-04-05 05:00:00,0.05222225,0,0,0,0,-0.09157338
2024-04-05 06:00:00,0.09427064,0.06065958,0.002941333,0.3556799,0.08142818,-0.1579475
2024-04-05 07:00:00,22.7129,19.74704,10.46394,21.28885,18.33265,11.97722
2024-04-05 08:00:00,238.0446,137.0071,90.75095,134.3285,145.007,72.03669
2024-04-05 09:00:00,485.8445,240.0427,175.9957,236.8226,263.2117,194.1994
2024-04-05 10:00:00,684.25,307.9117,226.6984,307.4622,345.2141,255.5386
2024-04-05 11:00:00,832.9043,347.7505,254.101,350.7636,395.3578,290.149
2024-04-05 12:00:00,900.3104,328.736,244.6943,336.253,376.8169,630.6398
2024-04-05 13:00:00,892.8666,351.4344,254.337,354.5389,392.7008,293.9183
2024-04-05 14:00:00,922.1475,331.4565,246.4301,336.3554,381.8682,599.3131
2024-04-05 15:00:00,812.3353,299.66,225.5276,302.9705,346.6297,582.4605
2024-04-05 16:00:00,617.1307,214.5801,161.3283,218.6288,246.1723,194.6
2024-04-05 17:00:00,399.8409,115.3903,94.31354,121.3304,144.8228,132.555
