Gauss Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"Schneider SmartGen CS1800 Inverter - 1.1, Active Power","Schneider SmartGen CS1800 Inverter - 1.2, Active Power","Schneider SmartGen CS1800 Inverter - 2.1, Active Power",Production meter active power
,W/m²,kW,kW,kW,kW
2024-04-01 00:00:00,0,-0.01552114,-0.007227045,0.01215277,-7.777039
2024-04-01 01:00:00,0,-0.006939344,-0.00686277,0.015761,-7.790703
2024-04-01 02:00:00,0,-0.01661837,0.004171963,-0.003473317,-7.799969
2024-04-01 03:00:00,0,-0.03498274,0.003105019,-0.01025315,-7.783879
2024-04-01 04:00:00,0,0.0004930287,-0.002247252,0.003583379,-7.699834
2024-04-01 05:00:00,0,-0.001567443,-0.0003726357,-0.001355817,-7.633575
2024-04-01 06:00:00,1.152749,0.0003837312,-0.0223585,0.00148562,-7.656383
2024-04-01 07:00:00,42.8732,59.94248,67.51881,67.07681,194.7876
2024-04-01 08:00:00,132.6676,186.5282,156.1559,160.9091,500.7206
2024-04-01 09:00:00,223.519,381.2682,425.9016,420.4851,1222.665
2024-04-01 10:00:00,428.602,717.2247,800.7443,803.0853,2302.144
2024-04-01 11:00:00,709.3428,1154.65,1274.421,1277.338,3670.746
2024-04-01 12:00:00,635.3679,1016.902,1145.437,1143.088,3291.933
2024-04-01 13:00:00,606.4056,998.3601,1079,1098.869,3123.131
2024-04-01 14:00:00,494.7163,802.105,873.8391,883.4362,2531.762
2024-04-01 15:00:00,496.141,810.4214,914.9839,925.7426,2645.297
2024-04-01 16:00:00,619.4936,1014.525,1113.798,1129.248,3226.911
2024-04-01 17:00:00,413.11,657.254,728.0392,732.022,2097.206
2024-04-01 18:00:00,148.4688,205.6665,212.512,228.4207,642.2773
2024-04-01 19:00:00,6.502054,9.542936,10.12752,10.59576,28.40174
2024-04-01 20:00:00,0,-0.01458985,0.00145004,0.007301352,-7.514317
