NC Solar II,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - A, Total AC Active Power","SMA Inverter - B, Total AC Active Power","SMA Inverter - C, Total AC Active Power","SMA Inverter - D, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2024-04-01 00:00:00,0.01249306,0,0,0,0,-1.492083
2024-04-01 01:00:00,0.2208333,0,0,0,0,-1.120417
2024-04-01 02:00:00,0.02493056,0,0,0,0,-1.114589
2024-04-01 03:00:00,0.01256945,0,0,0,0,-0.7162529
2024-04-01 04:00:00,0.01873611,0,0,0,0,-1.811217
2024-04-01 05:00:00,0.0125,0,0,0,0,-1.817911
2024-04-01 06:00:00,0.01870139,0,0,0,0,1.551742
2024-04-01 07:00:00,31.01172,12.24419,11.7521,11.71314,10.19369,36.90556
2024-04-01 08:00:00,193.162,91.25549,87.2069,87.81731,75.51898,269.9882
2024-04-01 09:00:00,229.2564,117.8819,114.8333,115.5462,99.43787,409.9241
2024-04-01 10:00:00,300.9673,153.6964,147.6931,150.5702,129.81,555.7365
2024-04-01 11:00:00,374.4789,193.0844,185.9055,188.762,163.1018,681.4143
2024-04-01 12:00:00,613.7705,329.7832,314.8688,314.9395,276.8518,981.5538
2024-04-01 13:00:00,761.2739,382.4505,358.4183,370.7981,326.1434,1232.983
2024-04-01 14:00:00,819.2247,407.7609,380.1104,396.1107,348.6497,1300.142
2024-04-01 15:00:00,599.741,303.1909,291.1398,296.1793,258.7338,850.2764
2024-04-01 16:00:00,384.0865,199.658,191.6043,194.2493,167.0375,554.1469
2024-04-01 17:00:00,179.2624,91.27425,88.6306,88.79077,75.87972,319.3106
2024-04-01 18:00:00,92.31542,43.34756,42.05112,41.96146,36.65025,145.8356
2024-04-01 19:00:00,19.29897,5.989457,5.764386,5.675969,4.815694,28.59949
2024-04-01 20:00:00,0.3425866,1.362067e-05,0,9.822545e-06,0,-1.549305
2024-04-01 21:00:00,0.02501347,0,0,0,0,-1.793176
2024-04-01 22:00:00,0.3204587,0,0,0,0,-1.791823
2024-04-01 23:00:00,0.025,0,0,0,0,-1.522083
2024-04-02 00:00:00,0.233694,0,0,0,0,-1.147401
2024-04-02 01:00:00,0.1201393,0,0,0,0,-1.167083
2024-04-02 02:00:00,0.01248611,0,0,0,0,-0.5571544
2024-04-02 03:00:00,0.02912482,0,0,0,0,-1.539583
2024-04-02 04:00:00,0.3323335,0,0,0,0,-1.534583
2024-04-02 05:00:00,0.016625,0,0,0,0,-1.529167
2024-04-02 06:00:00,0.2868767,0,0,0,0,-1.848332
2024-04-02 07:00:00,31.1874,13.23878,12.62685,12.57368,10.94627,41.38221
2024-04-02 08:00:00,181.1869,81.88322,78.32059,78.53958,67.94575,242.1544
2024-04-02 09:00:00,423.5502,207.3804,195.7755,203.2727,175.8497,778.2986
2024-04-02 10:00:00,538.2382,275.6266,260.5531,266.8255,232.5346,892.743
2024-04-02 11:00:00,726.9332,386.9856,360.6121,372.9927,328.701,1282.734
2024-04-02 12:00:00,885.1863,450.8646,417.6854,438.8936,387.7606,1516.591
2024-04-02 13:00:00,799.5459,402.5128,378.2402,388.6085,341.8539,1134.275
2024-04-02 14:00:00,856.9324,445.422,414.7033,428.3868,375.9555,1353.655
2024-04-02 15:00:00,741.1618,358.7276,337.3922,350.1089,305.7453,1213.918
2024-04-02 16:00:00,583.4377,306.8061,294.7263,299.6125,261.9818,957.8749
2024-04-02 17:00:00,364.0533,184.4204,177.9365,179.7625,156.3096,592.9746
2024-04-02 18:00:00,125.4,53.14769,50.95386,51.25301,44.40873,158.8943
2024-04-02 19:00:00,17.27275,4.697306,4.434016,4.255585,3.376806,8.743377
2024-04-02 20:00:00,0.05421225,0,7.98226e-06,9.882838e-06,7.98226e-06,-1.632092
2024-04-02 21:00:00,0.04586111,0,0,0,0,-1.495833
2024-04-02 22:00:00,0.321875,0,0,0,0,-1.787423
2024-04-02 23:00:00,0.03323694,0,0,0,0,-1.794564
2024-04-03 00:00:00,0.02919357,0,0,0,0,-1.426664
