"Mariposa Solar Center, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMEIC - 1, Active Power P","TMEIC - 2, Active Power P","TMEIC - 3, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW
2024-04-01 00:00:00,0,0,0,0,-9.599999
2024-04-01 01:00:00,0,0,0,0,-9.599999
2024-04-01 02:00:00,0,0,0,0,-9.599999
2024-04-01 03:00:00,0,0,0,0,-9.599999
2024-04-01 04:00:00,0,0,0,0,-9.599999
2024-04-01 05:00:00,0,0,0,0,-9.599999
2024-04-01 06:00:00,0,0,0,0,-9.599999
2024-04-01 07:00:00,10.7053,11.84187,12.23758,12.20563,35.16542
2024-04-01 08:00:00,39.59274,68.08493,70.2688,69.45361,200.5663
2024-04-01 09:00:00,82.74255,145.6699,150.501,148.8651,439.6137
2024-04-01 10:00:00,165.8802,285.6511,295.2008,292.5939,870.7825
2024-04-01 11:00:00,400.4724,680.1902,693.9649,679.3037,2046.196
2024-04-01 12:00:00,506.2886,836.3459,839.8398,812.0882,2478.713
2024-04-01 13:00:00,867.3555,1383.383,1416.296,1415.631,4179.583
2024-04-01 14:00:00,846.8471,1342.646,1365.355,1349.762,4030.127
2024-04-01 15:00:00,489.3303,795.3955,822.4146,812.9868,2408.282
2024-04-01 16:00:00,374.7663,614.6213,632.7307,618.7825,1852.907
2024-04-01 17:00:00,287.8598,453.9755,471.596,464.2048,1380.337
2024-04-01 18:00:00,156.3798,224.0395,235.7581,233.4709,685.0842
2024-04-01 19:00:00,13.31668,21.14975,22.03361,21.76043,67.2827
2024-04-01 20:00:00,0,0,0,0,-9.599999
2024-04-01 21:00:00,0,0,0,0,-9.599999
2024-04-01 22:00:00,0,0,0,0,-9.599999
2024-04-01 23:00:00,0,0,0,0,-9.599999
2024-04-02 00:00:00,0,0,0,0,-9.599999
2024-04-02 01:00:00,0,0,0,0,-9.599999
2024-04-02 02:00:00,0,0,0,0,-9.599999
2024-04-02 03:00:00,0,0,0,0,-9.599999
2024-04-02 04:00:00,0,0,0,0,-9.599999
2024-04-02 05:00:00,0,0,0,0,-9.599999
2024-04-02 06:00:00,0,0,0,0,-9.599999
2024-04-02 07:00:00,17.9904,25.41652,26.16622,25.96378,68.8338
2024-04-02 08:00:00,77.17896,129.01,133.7992,132.0395,388.6561
2024-04-02 09:00:00,394.2784,689.5411,712.1308,697.6883,2097.824
2024-04-02 10:00:00,624.3726,1036.78,1078.166,1085.009,3183.223
2024-04-02 11:00:00,848.1904,1378.674,1399.333,1433.281,4140.41
2024-04-02 12:00:00,721.8357,1220.501,1241.411,1253.286,3646.62
2024-04-02 13:00:00,998.504,1533.45,1555.541,1550.85,4571.604
2024-04-02 14:00:00,790.322,1289.238,1304.717,1255.747,3781.41
2024-04-02 15:00:00,663.2916,1124.351,988.1161,1054.793,3101.23
2024-04-02 16:00:00,578.1463,913.1893,909.7338,921.987,2726.135
2024-04-02 17:00:00,380.9375,581.8049,603.4976,597.4143,1767.017
2024-04-02 18:00:00,135.4651,192.1243,201.0685,198.073,581.4786
2024-04-02 19:00:00,13.83186,23.78404,24.86433,24.48575,71.88129
2024-04-02 20:00:00,0,0,0,0,-9.599999
2024-04-02 21:00:00,0,0,0,0,-9.599999
2024-04-02 22:00:00,0,0,0,0,-9.599999
2024-04-02 23:00:00,0,0,0,0,-9.599999
2024-04-03 00:00:00,0,0,0,0,-9.599999
2024-04-03 01:00:00,0,0,0,0,-9.599999
2024-04-03 02:00:00,0,0,0,0,-9.599999
2024-04-03 03:00:00,0,0,0,0,-9.599999
2024-04-03 04:00:00,0,0,0,0,-9.599999
2024-04-03 05:00:00,0,0,0,0,-9.599999
2024-04-03 06:00:00,0,0,0,0,-9.599999
2024-04-03 07:00:00,4.650673,0,1.256531,0.1265766,-6.872824
2024-04-03 08:00:00,32.15191,51.16356,53.66371,52.76058,152.9108
2024-04-03 09:00:00,268.1515,492.3021,496.1248,497.2194,1487.607
2024-04-03 10:00:00,477.9905,800.0269,800.5171,760.2195,2469.204
2024-04-03 11:00:00,870.9169,1452.029,1460.69,1471.045,4322.63
2024-04-03 12:00:00,826.4575,1353.532,1371.351,1331.392,4049.909
2024-04-03 13:00:00,1091.436,1666.085,1666.12,1666.109,4947.556
2024-04-03 14:00:00,1052.665,1658.647,1664.105,1663.288,4939.884
2024-04-03 15:00:00,930.5493,1457.943,1516.711,1523.574,4478.227
2024-04-03 16:00:00,732.8677,1203.638,1234.81,1227.202,3635.758
2024-04-03 17:00:00,492.4692,765.8788,792.8518,787.0505,2331.641
2024-04-03 18:00:00,212.6335,254.8489,271.8287,273.2805,793.0466
2024-04-03 19:00:00,12.91362,18.08662,20.20186,19.85235,63.00397
2024-04-03 20:00:00,0,0,0,0,-9.599999
