Merrill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2024-04-01 00:00:00,-0.2784595,0,0,0,0,-13.5905
2024-04-01 01:00:00,-0.3409412,0,0,0,0,-13.70467
2024-04-01 02:00:00,-0.2882651,0,0,0,0,-13.66967
2024-04-01 03:00:00,-0.2028865,0,0,0,0,-13.72867
2024-04-01 04:00:00,-0.2238835,0,0,0,0,-13.529
2024-04-01 05:00:00,-0.3155139,0,0,0,0,-13.75183
2024-04-01 06:00:00,3.278017,0,0,0,0,-3.852165
2024-04-01 07:00:00,339.8057,64.42333,65.34333,323.9966,90.72833,546.0132
2024-04-01 08:00:00,823.4456,764.1499,795.6049,1507.47,827.2866,3901.509
2024-04-01 09:00:00,936.8179,1996.94,1998.048,1998.712,1996.845,7991.167
2024-04-01 10:00:00,918.5195,1951.393,1946.07,1955.025,1954.607,7779.655
2024-04-01 11:00:00,893.0035,1984.065,1991.014,2004.183,2005.371,7929.722
2024-04-01 12:00:00,873.02,1974.847,1980.965,2002.085,1993.745,7878.979
2024-04-01 13:00:00,875.215,1946.925,1954.58,1972.943,1974.948,7762.685
2024-04-01 14:00:00,896.1633,2006.737,2010.302,2017.609,2020.667,7963.898
2024-04-01 15:00:00,919.1827,2023.232,2023.377,2023.288,2023.372,8000.712
2024-04-01 16:00:00,925.5914,2024.19,2024.27,2024.21,2024.482,7999.382
2024-04-01 17:00:00,791.4487,1740.998,1782.489,1873.05,1784.712,7093.503
2024-04-01 18:00:00,371.8818,594.4483,619.2901,793.5034,614.5682,2585.642
2024-04-01 19:00:00,12.88245,8.933332,9.161668,14.50833,9.821668,55.47168
2024-04-01 20:00:00,-0.2344558,0,0,0,0,-13.08217
2024-04-01 21:00:00,-0.2897655,0,0,0,0,-13.243
2024-04-01 22:00:00,-0.2148553,0,0,0,0,-13.389
2024-04-01 23:00:00,-0.3216515,0,0,0,0,-13.48467
2024-04-02 00:00:00,-0.2682266,0,0,0,0,-13.39633
2024-04-02 01:00:00,-0.346633,0,0,0,0,-13.46217
2024-04-02 02:00:00,-0.3032916,0,0,0,0,-13.5005
2024-04-02 03:00:00,-0.198771,0,0,0,0,-13.58467
2024-04-02 04:00:00,-0.3032621,0,0,0,0,-13.467
2024-04-02 05:00:00,-0.2117364,0,0,0,0,-13.48967
2024-04-02 06:00:00,4.083964,0,0,0,0,0.5344975
2024-04-02 07:00:00,330.1506,83.75832,88.04166,329.5083,102.7733,599.5748
