Lakeview Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2024-04-01 00:00:00,0,0,0,0,0,-13.89451
2024-04-01 01:00:00,0,0,0,0,0,-13.90721
2024-04-01 02:00:00,0,0,0,0,0,-13.87539
2024-04-01 03:00:00,0,0,0,0,0,-13.95333
2024-04-01 04:00:00,0,0,0,0,0,-13.81283
2024-04-01 05:00:00,0,0,0,0,0,-13.758
2024-04-01 06:00:00,2.981666,0,0,0,0,12.3325
2024-04-01 07:00:00,284.024,506.5226,576.2325,645.5675,658.0626,2343.945
2024-04-01 08:00:00,775.036,2254.882,2311.837,2363.384,2335.492,9226.553
2024-04-01 09:00:00,875.1367,2514.718,2514.627,2514.707,2514.725,9999.669
2024-04-01 10:00:00,889.8939,2524.903,2524.771,2524.846,2524.895,10000.56
2024-04-01 11:00:00,890.2506,2528.715,2529.601,2531.202,2530.404,9999.742
2024-04-01 12:00:00,883.2344,2532.688,2532.497,2532.583,2532.582,10000.24
2024-04-01 13:00:00,880.158,2535.343,2535.175,2535.265,2535.262,10000.15
2024-04-01 14:00:00,880.0175,2535.57,2535.407,2535.507,2535.593,9998.386
2024-04-01 15:00:00,884.4883,2535.613,2535.434,2535.541,2535.58,9999.603
2024-04-01 16:00:00,874.8038,2525.228,2499.181,2512.569,2505.285,9893.857
2024-04-01 17:00:00,791.1005,2420.514,2420.809,2425.2,2396.243,9539.322
2024-04-01 18:00:00,415.0451,839.1642,840.1216,845.5942,820.265,3354.026
2024-04-01 19:00:00,10.0443,10.29083,10.57917,11.58833,11.13333,54.99068
2024-04-01 20:00:00,0.05255455,0,0,0,0,-13.70067
2024-04-01 21:00:00,0.1386529,0,0,0,0,-13.87117
2024-04-01 22:00:00,0.001781952,0,0,0,0,-13.8305
2024-04-01 23:00:00,0,0,0,0,0,-14.01683
2024-04-02 00:00:00,0.02736639,0,0,0,0,-14.02166
2024-04-02 01:00:00,0,0,0,0,0,-14.03559
2024-04-02 02:00:00,0,0,0,0,0,-13.83566
2024-04-02 03:00:00,0.03274321,0,0,0,0,-13.80567
2024-04-02 04:00:00,0.01302634,0,0,0,0,-13.77067
2024-04-02 05:00:00,0.02054584,0,0,0,0,-13.74183
