Princeton,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA,"Eaton Power Expert 1670 1, Real power","Eaton Power Expert 1670 2, Real power","Eaton Power Expert 1670 3, Real power",Production meter active power
,W/m²,kW,kW,kW,kW
2024-04-01 00:00:00,0.02216667,0,0,0,
2024-04-01 01:00:00,0,0,0,0,
2024-04-01 02:00:00,0,0,0,0,
2024-04-01 03:00:00,0,0,0,0,
2024-04-01 04:00:00,0,0,0,0,
2024-04-01 05:00:00,0,0,0,0,
2024-04-01 06:00:00,0,0,0,0,
2024-04-01 07:00:00,26.37913,42.48146,54.15432,48.06556,
2024-04-01 08:00:00,213.4875,310.2253,331.9172,326.9213,
2024-04-01 09:00:00,238.7202,394.0333,405.3395,401.7063,
2024-04-01 10:00:00,346.2466,566.5894,591.6143,574.6701,
2024-04-01 11:00:00,429.2621,721.6484,743.5446,716.5462,
2024-04-01 12:00:00,687.3564,1107.264,1160.215,1131.397,
2024-04-01 13:00:00,684.7393,1052.184,1068.947,1033.505,
2024-04-01 14:00:00,436.9978,732.8792,763.2714,744.7018,
2024-04-01 15:00:00,678.6033,1140.57,1176.244,1148.346,
2024-04-01 16:00:00,561.7594,902.4194,946.5731,918.3566,
2024-04-01 17:00:00,306.2974,479.1756,495.0392,479.9678,
2024-04-01 18:00:00,124.7526,161.7245,171.0152,165.3147,
2024-04-01 19:00:00,11.07275,2.911882,2.076579,0.7417833,
2024-04-01 20:00:00,0.01083333,0,0,0,
2024-04-01 21:00:00,0,0,0,0,
2024-04-01 22:00:00,0,0,0,0,
2024-04-01 23:00:00,0,0,0,0,
2024-04-02 00:00:00,0,0,0,0,
2024-04-02 01:00:00,0,0,0,0,
2024-04-02 02:00:00,0,0,0,0,
2024-04-02 03:00:00,0,0,0,0,
2024-04-02 04:00:00,0,0,0,0,
2024-04-02 05:00:00,0,0,0,0,
2024-04-02 06:00:00,0.01680556,0,0,0,
2024-04-02 07:00:00,23.81993,32.28879,28.3794,23.82929,
2024-04-02 08:00:00,90.90657,141.0668,144.8782,132.5551,
2024-04-02 09:00:00,373.0018,623.2916,645.7879,656.5115,
2024-04-02 10:00:00,594.8453,996.3135,1005.298,996.0786,
2024-04-02 11:00:00,542.1008,872.077,907.15,887.0459,
2024-04-02 12:00:00,800.0595,1296.875,1383.551,1303.841,
2024-04-02 13:00:00,908.8596,1458.41,1519.437,1482.044,
2024-04-02 14:00:00,888.77,1335.18,1353.661,1280.1,
2024-04-02 15:00:00,619.7438,1014.022,1051.928,1016.592,
2024-04-02 16:00:00,522.4416,847.3218,884.7498,853.836,
2024-04-02 17:00:00,261.8794,426.1968,439.835,428.5001,
2024-04-02 18:00:00,106.5502,131.7896,145.5662,131.944,
2024-04-02 19:00:00,16.05249,7.2696,6.143053,8.130035,
2024-04-02 20:00:00,0.01652778,0,0,0,
2024-04-02 21:00:00,0,0,0,0,
2024-04-02 22:00:00,0,0,0,0,
2024-04-02 23:00:00,0,0,0,0,
2024-04-03 00:00:00,0,0,0,0,
2024-04-03 01:00:00,0,0,0,0,
2024-04-03 02:00:00,0,0,0,0,
2024-04-03 03:00:00,0,0,0,0,
2024-04-03 04:00:00,0,0,0,0,
2024-04-03 05:00:00,0,0,0,0,
2024-04-03 06:00:00,0,0,0,0,
2024-04-03 07:00:00,0.9548853,0,0,0,
2024-04-03 08:00:00,48.70635,64.41306,69.5817,67.72328,
2024-04-03 09:00:00,76.27325,127.0563,141.1425,137.1017,
2024-04-03 10:00:00,97.86715,138.8476,157.9389,149.5443,
2024-04-03 11:00:00,135.0342,235.2964,246.269,240.4151,
2024-04-03 12:00:00,133.6284,234.3395,241.2722,229.2103,
2024-04-03 13:00:00,83.01387,130.5956,140.0744,119.4244,
2024-04-03 14:00:00,160.032,276.1873,285.58,279.449,
2024-04-03 15:00:00,118.779,188.5476,203.0261,192.8043,
2024-04-03 16:00:00,160.6606,283.4648,296.7274,289.4125,
2024-04-03 17:00:00,200.0341,323.3165,336.4546,324.867,
2024-04-03 18:00:00,150.4409,189.6817,213.6678,198.0041,
2024-04-03 19:00:00,16.85719,4.23567,7.86949,6.058345,
2024-04-03 20:00:00,0,0,0,0,
2024-04-03 21:00:00,0,0,0,0,
2024-04-03 22:00:00,0,0,0,0,
2024-04-03 23:00:00,0,0,0,0,
2024-04-04 00:00:00,0,0,0,0,
2024-04-04 01:00:00,0,0,0,0,
2024-04-04 02:00:00,0,0,0,0,
2024-04-04 03:00:00,0,0,0,0,
2024-04-04 04:00:00,0,0,0,0,
2024-04-04 05:00:00,0,0,0,0,
2024-04-04 06:00:00,0.1060833,0,0,0,
2024-04-04 07:00:00,23.79721,39.05507,55.67324,40.8073,
2024-04-04 08:00:00,156.4674,225.9202,240.7838,238.8605,
2024-04-04 09:00:00,285.7985,537.2826,544.0073,551.9601,
2024-04-04 10:00:00,728.5742,1301.367,1285.416,1260.018,
2024-04-04 11:00:00,538.9547,872.3577,876.4251,877.4521,
2024-04-04 12:00:00,506.8429,889.1191,894.0016,855.5793,
2024-04-04 13:00:00,497.3951,754.0744,781.3107,770.7789,
2024-04-04 14:00:00,225.8175,375.6188,389.3079,380.4754,
2024-04-04 15:00:00,457.4532,760.1516,779.4556,749.1548,
2024-04-04 16:00:00,404.0706,717.8376,785.1614,831.3109,
2024-04-04 17:00:00,288.2957,482.0469,481.2855,433.2248,
2024-04-04 18:00:00,93.44518,136.0882,138.286,110.8013,
2024-04-04 19:00:00,22.18008,9.489429,12.90943,9.634397,
2024-04-04 20:00:00,0,0,0,0,
2024-04-04 21:00:00,0,0,0,0,
2024-04-04 22:00:00,0,0,0,0,
2024-04-04 23:00:00,0,0,0,0,
2024-04-05 00:00:00,0,0,0,0,
2024-04-05 01:00:00,0,0,0,0,
2024-04-05 02:00:00,0,0,0,0,
2024-04-05 03:00:00,0,0,0,0,
2024-04-05 04:00:00,0,0,0,0,
2024-04-05 05:00:00,0,0,0,0,
2024-04-05 06:00:00,0.143,0,0,0,
2024-04-05 07:00:00,38.77139,67.63292,83.48901,73.98086,
2024-04-05 08:00:00,226.6557,384.8605,424.856,430.4207,
2024-04-05 09:00:00,518.8098,908.1477,938.1965,949.2063,
2024-04-05 10:00:00,742.0933,1317.038,1354.343,1336.472,
2024-04-05 11:00:00,937.1945,1422.763,1530.201,1520.861,
2024-04-05 12:00:00,995.4128,1535.063,1567.484,1636.801,
2024-04-05 13:00:00,1055.494,1656.319,1607.676,1592.521,
