Turkey Hill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2024-04-01 00:00:00,-0.1701332,0,0,0,0,-14.8395
2024-04-01 01:00:00,-0.01731653,0,0,0,0,-14.8885
2024-04-01 02:00:00,-0.275943,0,0,0,0,-14.88133
2024-04-01 03:00:00,-0.1955666,0,0,0,0,-14.85083
2024-04-01 04:00:00,-0.1301258,0,0,0,0,-14.74333
2024-04-01 05:00:00,-0.1731321,0,0,0,0,-14.85767
2024-04-01 06:00:00,2.019391,0,0,0,0,-1.241835
2024-04-01 07:00:00,363.2841,246.1783,212.8683,264.765,257.46,1009.112
2024-04-01 08:00:00,993.7142,1781.835,1750.072,1825.722,1801.183,7024.663
2024-04-01 09:00:00,1170.268,2510.595,2510.898,2510.92,2510.905,10000.42
2024-04-01 10:00:00,1063.898,2520.558,2520.184,2523.042,2521.807,9989.047
2024-04-01 11:00:00,973.0788,2531.338,2531.307,2531.36,2531.34,9999.117
2024-04-01 12:00:00,902.9957,2535.493,2535.575,2537.87,2523.681,9990.771
2024-04-01 13:00:00,897.9667,2533.717,2535.903,2546.115,2516.593,9979.241
2024-04-01 14:00:00,948.1628,2538.64,2538.678,2538.648,2538.684,9999.204
2024-04-01 15:00:00,1043.558,2540.185,2540.219,2540.194,2540.229,9999.832
2024-04-01 16:00:00,1157.25,2543.325,2543.338,2543.297,2543.347,10001.02
2024-04-01 17:00:00,1067.713,2351.951,2360.531,2354.937,2337.045,9247.345
2024-04-01 18:00:00,534.0927,985.63,982.0884,982.7516,969.21,3849.129
2024-04-01 19:00:00,14.70567,21.68167,19.41667,20.71167,20.23833,82.12116
2024-04-01 20:00:00,-0.2141586,0,0,0,0,-14.4445
2024-04-01 21:00:00,-0.198553,0,0,0,0,-14.48933
2024-04-01 22:00:00,-0.114947,0,0,0,0,-14.594
2024-04-01 23:00:00,-0.279704,0,0,0,0,-14.787
2024-04-02 00:00:00,-0.1143588,0,0,0,0,-14.774
2024-04-02 01:00:00,-0.2035388,0,0,0,0,-14.82267
2024-04-02 02:00:00,-0.1480711,0,0,0,0,-14.87483
2024-04-02 03:00:00,-0.174583,0,0,0,0,-14.8835
