"Sonne Two, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA SC-1850-US - 1, AC Real Power","SMA SC-1850-US - 2, AC Real Power","SMA SC-1850-US - 3, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2024-04-01 00:00:00,0,0,0,0,-4.709417
2024-04-01 01:00:00,0,0,0,0,-4.776368
2024-04-01 02:00:00,0,0,0,0,-4.871133
2024-04-01 03:00:00,0,0,0,0,-4.920094
2024-04-01 04:00:00,0,0,0,0,-4.906249
2024-04-01 05:00:00,0,0,0,0,-4.808531
2024-04-01 06:00:00,0,0,0,0,-4.820903
2024-04-01 07:00:00,7.709072,13.25,13.25,12.5,36.77935
2024-04-01 08:00:00,44.4185,87.75,88.75,85.5,259.4577
2024-04-01 09:00:00,89.809,176.75,178.25,171.5,524.0861
2024-04-01 10:00:00,158.7816,309.25,312.25,300.5,918.4661
2024-04-01 11:00:00,474.0211,866.75,892.75,857.5,2608.543
2024-04-01 12:00:00,701.4021,1248,1278.25,1222.75,3725.524
2024-04-01 13:00:00,768.7631,1425.5,1439.75,1389.5,4215.507
2024-04-01 14:00:00,764.2625,1425,1425,1388.5,4197.781
2024-04-01 15:00:00,651.5065,1233.5,1238.25,1209.75,3651.886
2024-04-01 16:00:00,514.9496,973.5,974.25,940,2867.862
2024-04-01 17:00:00,280.4175,525.75,525.75,525,1569.828
2024-04-01 18:00:00,169.2885,302.75,295.25,300,893.8726
2024-04-01 19:00:00,18.43005,35.25,34.75,34.25,102.1199
2024-04-01 20:00:00,0,0,0,0,-4.654742
2024-04-01 21:00:00,0,0,0,0,-4.635836
2024-04-01 22:00:00,0,0,0,0,-4.601012
2024-04-01 23:00:00,0,0,0,0,-4.6681
2024-04-02 00:00:00,0,0,0,0,-4.707909
2024-04-02 01:00:00,0,0,0,0,-4.80657
2024-04-02 02:00:00,0,0,0,0,-4.814399
2024-04-02 03:00:00,0,0,0,0,-4.806201
2024-04-02 04:00:00,0,0,0,0,-4.830285
2024-04-02 05:00:00,0,0,0,0,-4.841043
2024-04-02 06:00:00,0,0,0,0,-4.905688
2024-04-02 07:00:00,18.98898,34.75,35.25,33.5,101.2919
2024-04-02 08:00:00,70.43879,135.5,137.75,131.25,402.3117
2024-04-02 09:00:00,309.0016,582.5,589.75,543.75,1704.576
2024-04-02 10:00:00,684.6788,1219.25,1237.5,1153.75,3578.119
2024-04-02 11:00:00,813.4274,1472.25,1447.75,1331.75,4213.606
2024-04-02 12:00:00,935.7778,1541.5,1555,1627.75,4673.502
2024-04-02 13:00:00,976.8704,1604.25,1617.75,1609.5,4779.829
2024-04-02 14:00:00,823.0115,1431,1433.25,1417.25,4235.301
2024-04-02 15:00:00,561.2549,986.5,1001.25,989.75,2959.065
2024-04-02 16:00:00,379.7736,715.25,715.5,701.75,2119.792
2024-04-02 17:00:00,273.8423,510.75,509.5,507.5,1522.162
2024-04-02 18:00:00,106.1223,188.25,184,185.75,551.4022
2024-04-02 19:00:00,9.974178,18.5,19,17.75,52.18765
2024-04-02 20:00:00,0,0,0,0,-4.517642
2024-04-02 21:00:00,0,0,0,0,-4.560974
2024-04-02 22:00:00,0,0,0,0,-4.612405
2024-04-02 23:00:00,0,0,0,0,-4.684343
2024-04-03 00:00:00,0,0,0,0,-4.785518
2024-04-03 01:00:00,0,0,0,0,-4.670302
2024-04-03 02:00:00,0,0,0,0,-4.850907
2024-04-03 03:00:00,0,0,0,0,-4.968848
2024-04-03 04:00:00,0,0,0,0,-4.964606
2024-04-03 05:00:00,0,0,0,0,-4.892879
2024-04-03 06:00:00,0,0,0,0,-4.798642
2024-04-03 07:00:00,6.107773,8,7.75,7,20.26325
2024-04-03 08:00:00,68.33237,125.5,128.25,122.5,373.2668
2024-04-03 09:00:00,308.1582,556.75,535.75,537.5,1623.51
2024-04-03 10:00:00,610.5295,1092.5,1149,1002.25,3233.448
2024-04-03 11:00:00,876.7766,1479.25,1462.5,1458.75,4360.752
2024-04-03 12:00:00,863.0435,1372.25,1390,1415.5,4136.699
2024-04-03 13:00:00,548.7135,920.75,908.5,913.75,2695.62
2024-04-03 14:00:00,1050.59,1651.75,1622,1548,4766.713
2024-04-03 15:00:00,919.9256,1642.25,1585,1545,4721.851
2024-04-03 16:00:00,736.6407,1412.5,1343.5,1404.75,4122.275
2024-04-03 17:00:00,351.3983,680.75,629.75,690.75,1988.276
2024-04-03 18:00:00,116.127,210,197.5,209,613.9629
2024-04-03 19:00:00,30.36292,53,47.5,51.5,149.7586
2024-04-03 20:00:00,0,0,0,0,-4.591705
2024-04-03 21:00:00,0,0,0,0,-4.616681
2024-04-03 22:00:00,0,0,0,0,-4.589443
2024-04-03 23:00:00,0,0,0,0,-4.637312
2024-04-04 00:00:00,0,0,0,0,-4.664983
2024-04-04 01:00:00,0,0,0,0,-4.703719
2024-04-04 02:00:00,0,0,0,0,-4.686039
2024-04-04 03:00:00,0,0,0,0,-4.719578
2024-04-04 04:00:00,0,0,0,0,-4.681446
2024-04-04 05:00:00,0,0,0,0,-4.709575
2024-04-04 06:00:00,0,0,0,0,-4.677978
2024-04-04 07:00:00,6.815275,13,12.25,11.75,33.75378
2024-04-04 08:00:00,30.09187,61.25,58.5,58.5,176.203
2024-04-04 09:00:00,81.65549,163.75,157.25,158,477.5078
2024-04-04 10:00:00,221.086,447,440.75,447.75,1332.613
2024-04-04 11:00:00,205.4081,413,400.25,404,1213.725
2024-04-04 12:00:00,476.2383,883.25,873,853,2598.297
2024-04-04 13:00:00,517.1903,928.5,888.75,853.75,2649.217
2024-04-04 14:00:00,603.6948,970.75,932.5,949.25,2833.765
2024-04-04 15:00:00,663.9517,1159.25,1183.25,1226.5,3543.44
2024-04-04 16:00:00,362.5964,682.25,763,842.75,2280.092
2024-04-04 17:00:00,502.1958,948.75,871.5,947.25,2751.261
2024-04-04 18:00:00,93.41521,177.5,170.75,180.25,526.4642
2024-04-04 19:00:00,16.34523,33.5,31.25,31.25,93.34689
2024-04-04 20:00:00,0,0,0,0,-4.577538
2024-04-04 21:00:00,0,0,0,0,-4.60424
2024-04-04 22:00:00,0,0,0,0,-4.526215
2024-04-04 23:00:00,0,0,0,0,-4.522536
2024-04-05 00:00:00,0,0,0,0,-4.561389
2024-04-05 01:00:00,0,0,0,0,-4.521511
2024-04-05 02:00:00,0,0,0,0,-4.625909
2024-04-05 03:00:00,0,0,0,0,-4.742827
2024-04-05 04:00:00,0,0,0,0,-4.70199
2024-04-05 05:00:00,0,0,0,0,-4.572788
2024-04-05 06:00:00,0,0,0,0,-4.418994
2024-04-05 07:00:00,49.83091,60.75,66.25,51.5,176.9881
2024-04-05 08:00:00,282.8281,459.5,486.25,421.5,1363.157
2024-04-05 09:00:00,550.0543,1044.25,1050,995.25,3072.551
2024-04-05 10:00:00,790.4973,1526.25,1513.25,1424,4447.177
2024-04-05 11:00:00,851.0535,1475,1500.75,1478.25,4412.465
2024-04-05 12:00:00,1068.432,1666.25,1666,1666.25,4946.012
2024-04-05 13:00:00,1136.156,1637.5,1604.75,1589.25,4780.731
2024-04-05 14:00:00,1039.432,1502.75,1453.25,1397.25,4312.889
2024-04-05 15:00:00,885.6622,1539,1549,1551.25,4590.924
