Faison,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA,"AE 1000NX - 1, AC Power","AE 1000NX - 2, AC Power",Production meter active power
,W/m²,kW,kW,kW
2024-04-01 00:00:00,0,0,0,-5.107779
2024-04-01 01:00:00,0,0,0,-5.134076
2024-04-01 02:00:00,0,0,0,-5.186668
2024-04-01 03:00:00,0,0,0,-5.180717
2024-04-01 04:00:00,0,0,0,-5.037806
2024-04-01 05:00:00,0,0,0,-5.033402
2024-04-01 06:00:00,0.02070197,0,0,-7.284018
2024-04-01 07:00:00,41.81262,38.92162,36.74342,66.362
2024-04-01 08:00:00,210.4908,198.8098,190.0048,384.2706
2024-04-01 09:00:00,287.0138,295.8215,286.4663,567.4062
2024-04-01 10:00:00,571.1213,515.3044,490.4391,999.6991
2024-04-01 11:00:00,628.903,589.7783,556.527,1136.356
2024-04-01 12:00:00,697.4544,694.4289,657.4807,1307.77
2024-04-01 13:00:00,880.638,797.3441,750.293,1536.795
2024-04-01 14:00:00,861.2053,763.5003,747.5061,1530.308
2024-04-01 15:00:00,455.226,414.3413,386.4808,805.0972
2024-04-01 16:00:00,540.6142,464.0775,445.6346,895.7578
2024-04-01 17:00:00,309.2485,281.7525,269.9836,541.0309
2024-04-01 18:00:00,96.8754,79.57925,76.25381,147.7585
2024-04-01 19:00:00,15.84842,8.403562,8.064696,6.723726
2024-04-01 20:00:00,0.008847223,0,0,-5.183619
2024-04-01 21:00:00,0,0,0,-5.01844
2024-04-01 22:00:00,0,0,0,-5.041572
2024-04-01 23:00:00,0,0,0,-5.009943
2024-04-02 00:00:00,0,0,0,-5.095622
2024-04-02 01:00:00,0,0,0,-5.108052
2024-04-02 02:00:00,0,0,0,-5.150412
2024-04-02 03:00:00,0,0,0,-5.141789
2024-04-02 04:00:00,0,0,0,-5.124807
2024-04-02 05:00:00,0,0,0,-5.012755
2024-04-02 06:00:00,0,0,0,-6.762331
2024-04-02 07:00:00,31.61812,32.93888,31.3271,54.7984
2024-04-02 08:00:00,108.6026,111.1786,106.8406,207.8891
2024-04-02 09:00:00,416.5229,409.608,393.4531,796.8524
2024-04-02 10:00:00,386.2222,381.1732,362.5398,728.9276
2024-04-02 11:00:00,579.121,572.3145,553.6211,1104.087
2024-04-02 12:00:00,744.6225,647.4781,639.6155,1295.518
2024-04-02 13:00:00,934.0609,747.3544,732.4244,1459.484
2024-04-02 14:00:00,878.4731,776.3531,748.8975,1518.738
2024-04-02 15:00:00,722.1108,654.5521,630.1774,1290.136
2024-04-02 16:00:00,522.1843,487.0875,466.7826,954.1731
2024-04-02 17:00:00,316.8653,293.6802,283.6253,572.077
2024-04-02 18:00:00,116.5212,95.62788,91.72672,178.3856
2024-04-02 19:00:00,15.37561,9.179322,8.992222,7.970795
2024-04-02 20:00:00,0.01355555,0,0,-5.362562
2024-04-02 21:00:00,0,0,0,-5.101828
2024-04-02 22:00:00,0,0,0,-5.063985
2024-04-02 23:00:00,0,0,0,-5.069863
2024-04-03 00:00:00,0,0,0,-5.132077
2024-04-03 01:00:00,0,0,0,-5.103838
2024-04-03 02:00:00,0,0,0,-5.106163
2024-04-03 03:00:00,0,0,0,-5.108839
2024-04-03 04:00:00,0,0,0,-5.131368
2024-04-03 05:00:00,0,0,0,-5.075344
2024-04-03 06:00:00,0,0,0,-5.955032
2024-04-03 07:00:00,0.4358471,0.1531863,0,-9.499353
2024-04-03 08:00:00,28.27044,35.84158,33.96916,60.45908
2024-04-03 09:00:00,111.8847,110.4855,109.3845,212.1371
2024-04-03 10:00:00,72.92033,69.67864,66.87407,128.9564
2024-04-03 11:00:00,60.05829,58.09191,54.42538,102.2677
2024-04-03 12:00:00,128.7317,143.4137,135.2606,269.953
2024-04-03 13:00:00,84.57346,92.81545,87.6178,171.0947
2024-04-03 14:00:00,72.04967,77.58136,72.88458,141.7117
2024-04-03 15:00:00,252.5439,252.6865,237.2786,484.7048
2024-04-03 16:00:00,152.6723,150.3696,141.5108,282.9688
2024-04-03 17:00:00,158.5614,142.6474,135.211,267.062
2024-04-03 18:00:00,151.5285,122.7337,111.931,224.847
2024-04-03 19:00:00,29.05965,17.49416,16.52427,23.74206
2024-04-03 20:00:00,0.005781335,0,0,-5.51482
2024-04-03 21:00:00,0,0,0,-4.976426
2024-04-03 22:00:00,0,0,0,-5.080896
2024-04-03 23:00:00,0,0,0,-5.106559
2024-04-04 00:00:00,0,0,0,-5.158071
2024-04-04 01:00:00,0,0,0,-5.144979
2024-04-04 02:00:00,0,0,0,-5.085225
2024-04-04 03:00:00,0,0,0,-5.114311
2024-04-04 04:00:00,0,0,0,-5.084476
2024-04-04 05:00:00,0,0,0,-4.99139
2024-04-04 06:00:00,0.03466992,0.1863943,0.185767,-6.9887
2024-04-04 07:00:00,40.49785,41.65226,38.89478,72.00546
2024-04-04 08:00:00,241.5821,248.9863,234.3764,477.8195
2024-04-04 09:00:00,486.071,518.4095,488.0858,1002.803
2024-04-04 10:00:00,683.6884,678.2115,637.269,1319.121
2024-04-04 11:00:00,803.1095,771.3083,684.1296,1428.484
2024-04-04 12:00:00,804.3624,560.1107,521.0821,1052.248
2024-04-04 13:00:00,373.2971,363.0932,356.9015,721.8417
2024-04-04 14:00:00,322.6766,360.3559,331.9424,719.1595
2024-04-04 15:00:00,224.5932,223.7508,211.5241,427.1946
2024-04-04 16:00:00,430.5457,470.3323,443.498,883.2925
2024-04-04 17:00:00,331.019,345.4571,306.3226,650.3651
2024-04-04 18:00:00,121.8649,99.50211,87.32768,174.1141
