"Sonne Two, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA SC-1850-US - 1, AC Real Power","SMA SC-1850-US - 2, AC Real Power","SMA SC-1850-US - 3, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-11-01 00:00:00,0,,,,-4.562291
2023-11-01 01:00:00,0,,,,-4.552318
2023-11-01 02:00:00,0,,,,-4.578427
2023-11-01 03:00:00,0,,,,-4.57169
2023-11-01 04:00:00,0,,,,-4.578524
2023-11-01 05:00:00,0,,,,-4.616251
2023-11-01 06:00:00,0,,,,-4.613675
2023-11-01 07:00:00,3.175736,,,,8.613591
2023-11-01 08:00:00,183.4093,,,,740.4606
2023-11-01 09:00:00,462.524,,,,2607.773
2023-11-01 10:00:00,687.3748,,,,3997.542
2023-11-01 11:00:00,855.2307,,,,4844.008
2023-11-01 12:00:00,947.2258,,,,4948.576
2023-11-01 13:00:00,945.506,,,,4947.101
2023-11-01 14:00:00,870.0178,,,,4887.167
2023-11-01 15:00:00,719.4553,,,,4235.581
2023-11-01 16:00:00,502.3491,,,,2976.187
2023-11-01 17:00:00,244.3707,,,,1270.871
2023-11-01 18:00:00,18.92866,,,,70.39473
2023-11-01 19:00:00,0,,,,-4.248929
2023-11-01 20:00:00,0,,,,-4.342127
2023-11-01 21:00:00,0,,,,-4.270614
2023-11-01 22:00:00,0,,,,-4.37566
2023-11-01 23:00:00,0,,,,-4.434686
2023-11-02 00:00:00,0,,,,-4.409349
2023-11-02 01:00:00,0,,,,-4.393796
2023-11-02 02:00:00,0,,,,-4.43118
2023-11-02 03:00:00,0,,,,-4.473352
2023-11-02 04:00:00,0,,,,-4.496389
2023-11-02 05:00:00,0,,,,-4.490714
2023-11-02 06:00:00,0,,,,-4.324042
2023-11-02 07:00:00,3.861271,,,,5.846162
2023-11-02 08:00:00,179.4167,,,,481.5105
2023-11-02 09:00:00,443.0645,,,,1792.756
2023-11-02 10:00:00,671.9208,1055.25,1228,1260.75,3424.164
2023-11-02 11:00:00,840.0514,1590.5,1628,1552.75,4726.572
2023-11-02 12:00:00,925.7069,1666,1666,1664.25,4945.805
2023-11-02 13:00:00,932.0845,1666,1666,1666,4947.393
2023-11-02 14:00:00,856.4423,1609.75,1629.25,1593.75,4784.648
2023-11-02 15:00:00,701.4169,1341.75,1360.75,1335.5,4005.938
2023-11-02 16:00:00,479.9078,941.75,944.5,945.75,2816.872
2023-11-02 17:00:00,224.0571,403.75,371.75,403.75,1174.708
2023-11-02 18:00:00,15.42195,22.75,18.5,21,59.46193
2023-11-02 19:00:00,0,0,0,0,-4.594306
2023-11-02 20:00:00,0,0,0,0,-4.433303
2023-11-02 21:00:00,0,0,0,0,-4.37706
2023-11-02 22:00:00,0,0,0,0,-4.424648
2023-11-02 23:00:00,0,0,0,0,-4.423116
2023-11-03 00:00:00,0,0,0,0,-4.41528
2023-11-03 01:00:00,0,0,0,0,-4.398428
2023-11-03 02:00:00,0,0,0,0,-4.388013
2023-11-03 03:00:00,0,0,0,0,-4.377938
2023-11-03 04:00:00,0,0,0,0,-4.438726
2023-11-03 05:00:00,0,0,0,0,-4.301996
2023-11-03 06:00:00,0,0,0,0,-4.201005
2023-11-03 07:00:00,3.071115,2.75,3.25,2.5,5.041622
2023-11-03 08:00:00,218.0588,232,291.75,165.25,687.0736
2023-11-03 09:00:00,432.7992,813.25,889,766.25,2457.961
2023-11-03 10:00:00,659.6319,1250.5,1317.75,1217.5,3758.664
2023-11-03 11:00:00,822.4153,1535,1586,1495.25,4572.189
2023-11-03 12:00:00,911.511,1661.75,1665.75,1642.75,4916.718
2023-11-03 13:00:00,909.6674,1658.75,1665.75,1643,4913.663
2023-11-03 14:00:00,829.2474,1547.25,1578.25,1530.25,4608.053
2023-11-03 15:00:00,681.3284,1298,1317.25,1293,3875.155
2023-11-03 16:00:00,479.4204,924,926,926.75,2760.175
2023-11-03 17:00:00,226.355,395,362.25,395.75,1148.829
2023-11-03 18:00:00,13.25944,21.25,17,19,54.55724
2023-11-03 19:00:00,0,0,0,0,-4.547319
2023-11-03 20:00:00,0,0,0,0,-4.480069
2023-11-03 21:00:00,0,0,0,0,-4.562817
2023-11-03 22:00:00,0,0,0,0,-4.532695
2023-11-03 23:00:00,0,0,0,0,-4.527947
2023-11-04 00:00:00,0,0,0,0,-4.593802
2023-11-04 01:00:00,0,0,0,0,-4.584576
2023-11-04 02:00:00,0,0,0,0,-4.528927
2023-11-04 03:00:00,0,0,0,0,-4.464629
2023-11-04 04:00:00,0,0,0,0,-4.454871
2023-11-04 05:00:00,0,0,0,0,-4.453689
2023-11-04 06:00:00,0,0,0,0,-4.39371
2023-11-04 07:00:00,1.547259,2.75,2.75,2,3.862121
2023-11-04 08:00:00,165.2663,225.5,284.25,160.75,668.2017
2023-11-04 09:00:00,432.2798,797,872.75,750.5,2410.321
2023-11-04 10:00:00,658.8452,1228.75,1293.25,1195.25,3690.674
2023-11-04 11:00:00,822.6664,1512.25,1564.25,1473.5,4506.088
2023-11-04 12:00:00,905.5106,1635.5,1665,1601.75,4849.055
2023-11-04 13:00:00,905.8313,1630,1661,1611,4848.139
2023-11-04 14:00:00,820.4938,1496.25,1536.5,1488.5,4475.756
2023-11-04 15:00:00,669.484,1250.75,1274.25,1249.25,3742.986
2023-11-04 16:00:00,458.619,871.75,879.5,880.25,2616.425
2023-11-04 17:00:00,206.7858,356,328.25,358.75,1038.632
2023-11-04 18:00:00,10.66303,17.25,14.25,15.75,44.06454
2023-11-04 19:00:00,0,0,0,0,-4.492247
2023-11-04 20:00:00,0,0,0,0,-4.511459
2023-11-04 21:00:00,0,0,0,0,-4.460747
2023-11-04 22:00:00,0,0,0,0,-4.50903
2023-11-04 23:00:00,0,0,0,0,-4.629231
2023-11-05 00:00:00,0,0,0,0,-4.623791
2023-11-05 01:00:00,0,0,0,0,-4.6304
2023-11-05 01:00:00,0,0,0,0,-4.629855
2023-11-05 02:00:00,0,0,0,0,-4.668446
2023-11-05 03:00:00,0,0,0,0,-4.675071
2023-11-05 04:00:00,0.1114528,0,0,0,-4.657683
2023-11-05 05:00:00,0.01136157,0,0,0,-4.629377
2023-11-05 06:00:00,1.924459,3,3,2.75,4.903692
2023-11-05 07:00:00,39.60907,65.25,67.5,63,193.912
2023-11-05 08:00:00,146.0208,251,260.75,239.5,749.1826
2023-11-05 09:00:00,294.9595,568.25,558.75,490.25,1604.266
2023-11-05 10:00:00,783.3271,1434.25,1491.75,1402.5,4289.592
2023-11-05 11:00:00,865.8032,1551,1604,1525.75,4632.965
2023-11-05 12:00:00,865.5606,1550.75,1596.5,1531.75,4629.829
2023-11-05 13:00:00,792.5339,1441.25,1479,1434,4312.636
2023-11-05 14:00:00,640.5961,1194.75,1218.5,1194.75,3578.679
2023-11-05 15:00:00,439.2498,823.75,830.25,831.25,2471.116
2023-11-05 16:00:00,192.9942,326.5,301.25,329.5,953.1025
2023-11-05 17:00:00,7.797019,14.25,12.25,13.25,36.72902
2023-11-05 18:00:00,0,0,0,0,-4.454656
2023-11-05 19:00:00,0,0,0,0,-4.563835
2023-11-05 20:00:00,0,0,0,0,-4.499128
2023-11-05 21:00:00,0,0,0,0,-4.610797
