Nitro,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Timestamp,POA,"AE 1000NX A, AC Power","AE 1000NX B, AC Power","AE 1000NX C, AC Power","AE 1000NX D, AC Power","AE 1000NX E, AC Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW
2023-11-01 00:00:00,0,0,0,0,0,0,-13.33168
2023-11-01 01:00:00,0,0,0,0,0,0,-13.35557
2023-11-01 02:00:00,0,0,0,0,0,0,-13.36223
2023-11-01 03:00:00,0,0,0,0,0,0,-13.33918
2023-11-01 04:00:00,0,0,0,0,0,0,-13.28199
2023-11-01 05:00:00,0,0,0,0,0,0,-13.24865
2023-11-01 06:00:00,0,0,0,0,0,0,-13.25169
2023-11-01 07:00:00,5.910944,6.788077,5.98668,7.479463,5.232792,6.194372,7.012886
2023-11-01 08:00:00,193.289,180.7409,167.9777,193.0111,155.2249,171.6966,852.0487
2023-11-01 09:00:00,426.1821,548.6012,521.6653,561.3848,525.6895,509.5422,2661.394
2023-11-01 10:00:00,630.8,797.8994,789.2269,814.8395,774.2809,746.7255,3913.833
2023-11-01 11:00:00,774.3399,957.2051,946.2004,971.513,929.7722,897.7048,4685.181
2023-11-01 12:00:00,850.2084,999.6674,999.6663,999.6124,997.2354,975.5585,4949.717
2023-11-01 13:00:00,849.3382,999.0368,997.3037,999.416,992.412,963.7374,4929.265
2023-11-01 14:00:00,764.2901,939.7027,925.9911,951.9031,912.5961,879.6618,4589.212
2023-11-01 15:00:00,619.0933,775.1161,765.3536,783.1693,754.7813,716.968,3780.312
2023-11-01 16:00:00,413.2119,504.0765,519.4553,507.0903,513.0084,455.077,2485.522
2023-11-01 17:00:00,176.1518,137.0137,156.4642,139.3937,144.5333,135.0285,691.1294
2023-11-01 18:00:00,4.802388,2.824372,3.41809,2.767956,3.366888,3.170555,-8.853725
2023-11-01 19:00:00,0,0,0,0,0,0,-13.29514
2023-11-01 20:00:00,0,0,0,0,0,0,-13.28717
2023-11-01 21:00:00,0,0,0,0,0,0,-13.30569
2023-11-01 22:00:00,0,0,0,0,0,0,-13.29894
2023-11-01 23:00:00,0,0,0,0,0,0,-13.31419
2023-11-02 00:00:00,0,0,0,0,0,0,-13.28589
2023-11-02 01:00:00,0,0,0,0,0,0,-13.31828
2023-11-02 02:00:00,0,0,0,0,0,0,-13.30215
2023-11-02 03:00:00,0,0,0,0,0,0,-13.2392
2023-11-02 04:00:00,0,0,0,0,0,0,-13.368
