Four Oaks,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA,"Eaton Power Expert 1670 1, Real power","Eaton Power Expert 1670 2, Real power","Eaton Power Expert 1670 3, Real power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-11-01 00:00:00,0,0,0,0,-8.292233
2023-11-01 01:00:00,0,0,0,0,-8.262204
2023-11-01 02:00:00,0,0,0,0,-8.328728
2023-11-01 03:00:00,0,0,0,0,-8.446252
2023-11-01 04:00:00,0,0,0,0,-8.459001
2023-11-01 05:00:00,0,0,0,0,-8.752837
2023-11-01 06:00:00,0,0,0,0,-8.869946
2023-11-01 07:00:00,7.782399,0.4655837,2.723182,0.45253,-3.859377
2023-11-01 08:00:00,241.2671,260.502,200.0629,189.743,641.0771
2023-11-01 09:00:00,507.4612,951.6082,683.658,769.0682,2388.962
2023-11-01 10:00:00,727.222,1358.537,973.1854,1204.719,3507.054
2023-11-01 11:00:00,892.814,1598.727,991.7191,1485.943,4037.112
2023-11-01 12:00:00,973.3943,1673.203,992.0627,1596.628,4225.874
2023-11-01 13:00:00,956.8477,1650.531,991.8741,1573.417,4178.85
2023-11-01 14:00:00,853.7061,1481.134,992.0378,1426.147,3865.39
2023-11-01 15:00:00,662.2189,1173.53,966.8135,1153.586,3290.681
2023-11-01 16:00:00,428.6793,729.8029,560.6929,748.2264,2044.902
2023-11-01 17:00:00,175.6391,222.117,156.8227,238.6882,617.9595
2023-11-01 18:00:00,6.79354,0.9721287,0.02072,0.6603518,-5.704011
2023-11-01 19:00:00,0,0,0,0,-8.041526
2023-11-01 20:00:00,0,0,0,0,-8.127445
2023-11-01 21:00:00,0,0,0,0,-8.193593
2023-11-01 22:00:00,0,0,0,0,-8.206847
2023-11-01 23:00:00,0,0,0,0,-8.342224
2023-11-02 00:00:00,0,0,0,0,-8.477094
2023-11-02 01:00:00,0,0,0,0,-8.84381
2023-11-02 02:00:00,0,0,0,0,-8.942936
2023-11-02 03:00:00,0,0,0,0,-9.191581
2023-11-02 04:00:00,0,0,0,0,-9.23814
2023-11-02 05:00:00,0,0,0,0,-9.338402
2023-11-02 06:00:00,0,0,0,0,-9.343025
2023-11-02 07:00:00,6.794423,1.528818,1.61472,1.383829,-5.638878
2023-11-02 08:00:00,243.9957,259.5661,195.7542,186.8251,634.7122
2023-11-02 09:00:00,507.2891,943.8625,681.3143,757.3454,2369.401
2023-11-02 10:00:00,718.9299,1336.384,971.4969,1181.784,3461.895
2023-11-02 11:00:00,877.1444,1534.653,991.9432,1427.449,3916.623
2023-11-02 12:00:00,963.7045,1609.824,992.0829,1521.067,4084.662
2023-11-02 13:00:00,945.6776,1575.108,992.0856,1499.912,4030.443
2023-11-02 14:00:00,839.1715,1411.161,992.1008,1356.761,3727.167
2023-11-02 15:00:00,659.7642,1110.496,952.3811,1089.332,3140.369
2023-11-02 16:00:00,427.8231,697.5801,546.7299,705.845,1953.68
2023-11-02 17:00:00,170.7661,208.4808,150.3086,224.4122,580.9781
2023-11-02 18:00:00,6.347069,0.7650552,0.02163734,0.9128178,-5.905735
2023-11-02 19:00:00,0,0,0,0,-7.865817
2023-11-02 20:00:00,0,0,0,0,-7.946943
2023-11-02 21:00:00,0,0,0,0,-8.071819
2023-11-02 22:00:00,0,0,0,0,-8.168116
2023-11-02 23:00:00,0,0,0,0,-8.283591
2023-11-03 00:00:00,0,0,0,0,-8.463612
2023-11-03 01:00:00,0,0,0,0,-8.853011
2023-11-03 02:00:00,0,0,0,0,-8.966794
2023-11-03 03:00:00,0,0,0,0,-9.110919
2023-11-03 04:00:00,0,0,0,0,-9.151073
2023-11-03 05:00:00,0,0,0,0,-9.293404
2023-11-03 06:00:00,0,0,0,0,-9.359379
2023-11-03 07:00:00,3.884818,0,1.849642,1.09324,-6.126367
2023-11-03 08:00:00,251.1454,245.9442,192.0487,181.1035,601.5453
2023-11-03 09:00:00,513.718,939.2463,394.525,747.6435,2068.977
2023-11-03 10:00:00,743.522,1304.156,130.0698,1149.147,2552.548
2023-11-03 11:00:00,900.3252,1522.982,992.0859,1414.379,3890.664
2023-11-03 12:00:00,972.1868,1601.542,1284.637,1516.109,4349.218
2023-11-03 13:00:00,955.196,1542.192,1399.329,1470.05,4359.363
2023-11-03 14:00:00,850.8365,1106.687,844.6932,1022.856,2957.409
2023-11-03 15:00:00,669.6895,778.5298,249.5304,632.3809,1544.538
2023-11-03 16:00:00,432.8865,670.3195,535.331,659.4382,1856.808
2023-11-03 17:00:00,169.2348,197.6558,147.0802,215.3997,565.7568
2023-11-03 18:00:00,5.823847,0.01840222,0,0.0988689,-8.445349
2023-11-03 19:00:00,0,0,0,0,-7.845003
2023-11-03 20:00:00,0,0,0,0,-7.970839
2023-11-03 21:00:00,0,0,0,0,-7.914443
2023-11-03 22:00:00,0,0,0,0,-7.930823
2023-11-03 23:00:00,0,0,0,0,-7.956821
2023-11-04 00:00:00,0,0,0,0,-8.180023
2023-11-04 01:00:00,0,0,0,0,-8.345195
2023-11-04 02:00:00,0,0,0,0,-8.408926
2023-11-04 03:00:00,0,0,0,0,-8.615761
2023-11-04 04:00:00,0,0,0,0,-8.748383
2023-11-04 05:00:00,0,0,0,0,-8.948388
2023-11-04 06:00:00,0,0,0,0,-9.001979
2023-11-04 07:00:00,0.8830278,0,0,0,-9.09518
2023-11-04 08:00:00,216.0281,219.9477,173.3575,166.3382,544.4617
2023-11-04 09:00:00,491.7469,894.3769,651.9013,711.1912,2239.665
2023-11-04 10:00:00,728.3035,1271.745,1009.062,1111.927,3363.403
2023-11-04 11:00:00,885.9371,1474.685,1254.35,1363.591,4038.829
2023-11-04 12:00:00,955.4434,1529.96,1386.621,1444.861,4305.427
2023-11-04 13:00:00,933.5209,1486.173,1400.076,1414.204,4245.024
2023-11-04 14:00:00,827.0964,1330.656,1188.624,1279.079,3762.313
2023-11-04 15:00:00,652.0289,1050.966,893.9382,1028.227,2961.532
2023-11-04 16:00:00,418.8073,653.5151,515.3787,663.4836,1832.991
2023-11-04 17:00:00,161.9412,186.9493,137.4831,199.9449,520.8199
2023-11-04 18:00:00,4.922457,0.023125,0,0.033,-8.14945
2023-11-04 19:00:00,0,0,0,0,-7.735949
2023-11-04 20:00:00,0,0,0,0,-7.782165
2023-11-04 21:00:00,0,0,0,0,-7.880039
2023-11-04 22:00:00,0,0,0,0,-7.93634
2023-11-04 23:00:00,0,0,0,0,-8.046993
2023-11-05 00:00:00,0,0,0,0,-8.003779
