Monroe Moore Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA 800 CP-US - A1, Pac","SMA 800 CP-US - A2, Pac","SMA 800 CP-US - B1, Pac","SMA 800 CP-US - B2, Pac","SMA 800 CP-US - C1, Pac","SMA 800 CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2023-11-01 00:00:00,0,0,0,0,0,0,0,-8.241921
2023-11-01 01:00:00,0,0,0,0,0,0,0,-8.250944
2023-11-01 02:00:00,0,0,0,0,0,0,0,-8.260311
2023-11-01 03:00:00,0,0,0,0,0,0,0,-8.19297
2023-11-01 04:00:00,0,0,0,0,0,0,0,-8.115768
2023-11-01 05:00:00,0,0,0,0,0,0,0,-8.106464
2023-11-01 06:00:00,0,0,0,0,0,0,0,-8.078783
2023-11-01 07:00:00,1.421509,0,0.9790005,0,0,0,0.8022692,-6.210977
2023-11-01 08:00:00,189.9881,125.9246,91.57073,111.1789,108.648,106.8741,94.53592,638.9202
2023-11-01 09:00:00,465.2472,443.0815,377.9523,437.0279,407.1205,405.0038,440.6385,2533.231
2023-11-01 10:00:00,692.5707,681.7648,641.4247,671.6011,625.2706,639.9896,705.0473,3979.124
2023-11-01 11:00:00,856.9437,820.6261,815.9736,815.3835,770.8481,798.3692,829.5199,4833.845
2023-11-01 12:00:00,941.1061,832.9656,832.982,832.9043,830.1663,832.9411,832.9086,4963.718
2023-11-01 13:00:00,941.9172,832.942,832.913,832.9572,830.038,833.0016,832.9179,4960.028
2023-11-01 14:00:00,861.5829,791.3822,801.8375,813.9901,769.0381,806.5835,828.7625,4779.436
2023-11-01 15:00:00,699.3342,623.95,620.6031,677.2732,634.4175,670.9448,715.5897,3931.024
2023-11-01 16:00:00,473.299,393.6622,359.6114,464.682,435.0261,462.1089,492.862,2613.001
2023-11-01 17:00:00,193.1484,131.6907,85.20741,166.9351,172.9902,192.9138,193.1444,944.3367
2023-11-01 18:00:00,4.667458,4.192912,4.003489,5.449205,7.198287,6.85519,8.403343,28.29333
2023-11-01 19:00:00,0,0,0,0,0,0,0,-8.090363
2023-11-01 20:00:00,0,0,0,0,0,0,0,-8.149098
2023-11-01 21:00:00,0,0,0,0,0,0,0,-8.117155
2023-11-01 22:00:00,0,0,0,0,0,0,0,-8.177697
2023-11-01 23:00:00,0,0,0,0,0,0,0,-8.15823
2023-11-02 00:00:00,0,0,0,0,0,0,0,-8.158562
2023-11-02 01:00:00,0,0,0,0,0,0,0,-8.136841
2023-11-02 02:00:00,0,0,0,0,0,0,0,-8.134863
2023-11-02 03:00:00,0,0,0,0,0,0,0,-8.061862
2023-11-02 04:00:00,0,0,0,0,0,0,0,-8.013093
2023-11-02 05:00:00,0,0,0,0,0,0,0,-7.965094
2023-11-02 06:00:00,0,0,0,0,0,0,0,-7.999608
2023-11-02 07:00:00,1.4382,0,0,0,0,0,0.0145739,-8.017324
2023-11-02 08:00:00,189.2049,123.5845,88.71638,110.0597,107.2116,105.8722,95.798,632.5058
2023-11-02 09:00:00,461.2812,437.3886,371.2274,431.6787,401.8526,399.0975,435.2008,2501.446
2023-11-02 10:00:00,684.6359,664.8642,624.5032,655.1785,609.9249,622.8523,687.2955,3880.06
2023-11-02 11:00:00,841.4763,803.6553,796.3171,793.2224,740.7055,768.2219,819.2333,4705.395
2023-11-02 12:00:00,919.4553,832.9125,832.9639,832.9061,798.1223,830.4677,832.9662,4931.778
2023-11-02 13:00:00,922.4621,826.6338,832.9172,832.8363,797.7199,830.8293,832.9976,4921.768
2023-11-02 14:00:00,842.8613,755.334,772.5016,783.213,732.4705,770.5773,813.6093,4601.95
2023-11-02 15:00:00,682.3024,595.9588,593.365,646.1879,605.6965,638.1397,678.0123,3748.165
2023-11-02 16:00:00,463.4724,380.3353,347.2693,449.6276,420.419,446.0894,477.2371,2524.38
2023-11-02 17:00:00,177.9888,122.4305,79.42625,154.792,161.4621,179.9963,180.3808,878.9512
2023-11-02 18:00:00,2.416403,3.945921,3.87957,5.074279,6.171001,6.22777,7.662501,24.94672
2023-11-02 19:00:00,0,0,0,0,0,0,0,-7.986463
2023-11-02 20:00:00,0,0,0,0,0,0,0,-7.953909
2023-11-02 21:00:00,0,0,0,0,0,0,0,-7.990687
2023-11-02 22:00:00,0,0,0,0,0,0,0,-8.113151
2023-11-02 23:00:00,0,0,0,0,0,0,0,-8.156798
2023-11-03 00:00:00,0,0,0,0,0,0,0,-8.166406
2023-11-03 01:00:00,0,0,0,0,0,0,0,-8.13885
2023-11-03 02:00:00,0,0,0,0,0,0,0,-8.136141
2023-11-03 03:00:00,0,0,0,0,0,0,0,-8.068529
2023-11-03 04:00:00,0,0,0,0,0,0,0,-7.98468
2023-11-03 05:00:00,0,0,0,0,0,0,0,-7.916132
2023-11-03 06:00:00,0,0,0,0,0,0,0,-7.868013
