Dairy Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-11-01 00:00:00,-0.2047686,0,0,0,0,
2023-11-01 01:00:00,-0.2162877,0,0,0,0,
2023-11-01 02:00:00,-0.2843027,0,0,0,0,
2023-11-01 03:00:00,-0.2133678,0,0,0,0,
2023-11-01 04:00:00,-0.2637629,0,0,0,0,
2023-11-01 05:00:00,-0.1704729,0,0,0,0,
2023-11-01 06:00:00,-0.1964868,0,0,0,0,
2023-11-01 07:00:00,3.946053,0.6783332,1.421667,2.191667,1.998333,
2023-11-01 08:00:00,301.189,309.495,338.6433,345.005,338.4267,
2023-11-01 09:00:00,270.0616,526.1967,587.82,598.3217,591.85,
2023-11-01 10:00:00,382.6873,865.8116,967.045,969.5718,955.6748,
2023-11-01 11:00:00,573.3647,1428.231,1614.99,1621.972,1610.611,
2023-11-01 12:00:00,442.6648,1112.482,1242.512,1255.303,1232.859,
2023-11-01 13:00:00,468.0669,1184.632,1327.903,1337.183,1303.362,
2023-11-01 14:00:00,402.9725,977.8434,1084.737,1094.897,1076.535,
2023-11-01 15:00:00,264.9958,502.3383,563.7167,577.5033,567.1217,
2023-11-01 16:00:00,311.2589,663.2817,746.755,773.5267,757.0133,
2023-11-01 17:00:00,76.69466,149.0867,167.7167,175.3133,172.2533,
2023-11-01 18:00:00,-0.1199846,0,0,0,0,
2023-11-01 19:00:00,-0.2788288,0,0,0,0,
2023-11-01 20:00:00,-0.2675923,0,0,0,0,
2023-11-01 21:00:00,-0.249527,0,0,0,0,
2023-11-01 22:00:00,-0.2388783,0,0,0,0,
2023-11-01 23:00:00,-0.2461399,0,0,0,0,
2023-11-02 00:00:00,-0.3000112,0,0,0,0,
2023-11-02 01:00:00,-0.297722,0,0,0,0,
2023-11-02 02:00:00,-0.1293547,0,0,0,0,
2023-11-02 03:00:00,-0.3090541,0,0,0,0,
2023-11-02 04:00:00,-0.3564,0,0,0,0,
2023-11-02 05:00:00,-0.2913151,0,0,0,0,
2023-11-02 06:00:00,-0.1164172,0,0,0,0,
2023-11-02 07:00:00,0.1198315,0,0,0,0,
2023-11-02 08:00:00,15.24255,13.21333,20.43666,23.83167,23.61167,
2023-11-02 09:00:00,45.07789,79.51,90.17,95.675,94.295,
2023-11-02 10:00:00,83.52499,179.9133,200.3417,207.5784,204.795,
2023-11-02 11:00:00,135.7634,339.9567,379.1433,388.7967,382.9066,
2023-11-02 12:00:00,206.6501,564.045,628.9366,637.8483,625.8167,
