Jersey Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA 1850kW Inverter - 1, AC Real Power","SMA 1850kW Inverter - 2, AC Real Power","SMA 1850kW Inverter - 3, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2024-02-01 00:00:00,0,0,0,0,-7.125821
2024-02-01 01:00:00,0,0,0,0,-7.12737
2024-02-01 02:00:00,0.08924305,0,0,0,-7.125858
2024-02-01 03:00:00,0.0900292,0,0,0,-7.107835
2024-02-01 04:00:00,0,0,0,0,-7.055761
2024-02-01 05:00:00,0,0,0,0,-7.055789
2024-02-01 06:00:00,0,0,0,0,-7.06833
2024-02-01 07:00:00,56.32193,33.75,51.75,40.25,119.1239
2024-02-01 08:00:00,296.3332,537,536.5,430.75,1531.225
2024-02-01 09:00:00,534.414,1079.25,1060,31.25,2172.202
2024-02-01 10:00:00,733.168,1414.5,1401.75,545.5,3364.519
2024-02-01 11:00:00,851.87,1614.5,1606.75,1602.75,4827.298
2024-02-01 12:00:00,897.7924,1665,1665.5,1661.5,4997.91
2024-02-01 13:00:00,859.2601,1616,1614.25,1607.25,4842.195
2024-02-01 14:00:00,738.8656,1390.25,1399,1392,4192.664
2024-02-01 15:00:00,551.1103,1022.5,1049.25,1026.5,3116.376
2024-02-01 16:00:00,294.9782,506.5,549.75,483,1555.74
2024-02-01 17:00:00,33.18422,38.75,43,33.25,112.3496
2024-02-01 18:00:00,0,0,0,0,-6.961808
2024-02-01 19:00:00,0,0,0,0,-6.97556
2024-02-01 20:00:00,0,0,0,0,-7.001221
2024-02-01 21:00:00,0,0,0,0,-7.023192
2024-02-01 22:00:00,0,0,0,0,-7.01867
2024-02-01 23:00:00,0,0,0,0,-7.04644
2024-02-02 00:00:00,0,0,0,0,-7.086935
2024-02-02 01:00:00,0,0,0,0,-7.071252
2024-02-02 02:00:00,0,0,0,0,-7.027661
2024-02-02 03:00:00,0,0,0,0,-6.994958
2024-02-02 04:00:00,0,0,0,0,-6.968952
2024-02-02 05:00:00,0,0,0,0,-6.987948
2024-02-02 06:00:00,0,0,0,0,-7.072214
2024-02-02 07:00:00,34.86568,45.25,48,45.25,131.7749
2024-02-02 08:00:00,166.6588,262.75,265.5,258.25,781.6581
2024-02-02 09:00:00,377.0687,680.5,671.5,659.5,2060.911
2024-02-02 10:00:00,418.5469,773.25,764,765,2334.573
2024-02-02 11:00:00,510.6065,944.25,939.5,918.25,2798.375
2024-02-02 12:00:00,815.504,1372,1387,1402.75,4105.231
2024-02-02 13:00:00,596.4592,1110.5,1113.25,1133,3335.452
2024-02-02 14:00:00,735.46,1341,1341,1336.5,4061.451
2024-02-02 15:00:00,376.7928,692,699.5,679,2041.592
2024-02-02 16:00:00,273.0826,462.25,497.75,442,1415.883
2024-02-02 17:00:00,41.29496,47.5,51.75,41.25,137.9691
2024-02-02 18:00:00,0,0,0,0,-6.920873
2024-02-02 19:00:00,0,0,0,0,-6.929568
2024-02-02 20:00:00,0,0,0,0,-6.9465
2024-02-02 21:00:00,0,0,0,0,-6.963827
2024-02-02 22:00:00,0,0,0,0,-6.995897
2024-02-02 23:00:00,0,0,0,0,-7.038393
2024-02-03 00:00:00,0,0,0,0,-7.044874
2024-02-03 01:00:00,0,0,0,0,-7.055402
2024-02-03 02:00:00,0,0,0,0,-7.037605
2024-02-03 03:00:00,0,0,0,0,-6.990415
2024-02-03 04:00:00,0,0,0,0,-6.96696
2024-02-03 05:00:00,0,0,0,0,-7.014632
2024-02-03 06:00:00,0,0,0,0,-7.016802
2024-02-03 07:00:00,56.60546,33,53,38,117.3343
2024-02-03 08:00:00,313.3209,585,580.25,494.75,1659.614
2024-02-03 09:00:00,564.6177,1123.75,1107.75,1108.25,3346.63
2024-02-03 10:00:00,757.6814,1481.5,1479.75,1482,4446.267
2024-02-03 11:00:00,879.4265,1658.5,1660,1658.25,4978.014
2024-02-03 12:00:00,919.6306,1665.75,1666,1666,4999.763
2024-02-03 13:00:00,878.7938,1651,1647.5,1649.75,4950.706
2024-02-03 14:00:00,760.5544,1444.25,1448.25,1446.25,4350.418
2024-02-03 15:00:00,571.7335,1064.5,1092.5,1076,3258.718
2024-02-03 16:00:00,315.5147,546.5,593.5,525.5,1683.493
2024-02-03 17:00:00,52.08622,54.25,61,45,159.8716
2024-02-03 18:00:00,0,0,0,0,-6.962915
2024-02-03 19:00:00,0,0,0,0,-6.983484
2024-02-03 20:00:00,0,0,0,0,-7.069089
2024-02-03 21:00:00,0,0,0,0,-7.063994
2024-02-03 22:00:00,0,0,0,0,-7.069293
2024-02-03 23:00:00,0,0,0,0,-7.054949
2024-02-04 00:00:00,0,0,0,0,-7.075623
2024-02-04 01:00:00,0,0,0,0,-7.058992
2024-02-04 02:00:00,0,0,0,0,-7.036218
2024-02-04 03:00:00,0,0,0,0,-7.04822
2024-02-04 04:00:00,0,0,0,0,-7.086298
2024-02-04 05:00:00,0.2955258,0,0,0,-7.087002
2024-02-04 06:00:00,0,0,0,0,-7.047491
2024-02-04 07:00:00,78.37515,36.25,56.5,42.5,127.3918
2024-02-04 08:00:00,307.1149,597.5,593,512,1701.776
2024-02-04 09:00:00,563.7068,1139.75,1122.5,1120.5,3389.362
2024-02-04 10:00:00,748.1611,1459.5,1459.25,1450,4375.039
2024-02-04 11:00:00,826.5099,1572.5,1576,1565.75,4718.451
2024-02-04 12:00:00,741.5406,1400.75,1411,1400.25,4198.467
2024-02-04 13:00:00,700.7994,1289.75,1291,1277,3882.728
2024-02-04 14:00:00,692.6059,1270.25,1279,1261.25,3829.098
2024-02-04 15:00:00,339.636,593.25,600,592.5,1797.069
2024-02-04 16:00:00,139.3163,218.25,220,217.25,661.1188
2024-02-04 17:00:00,21.41514,29.5,30,29.75,86.78066
2024-02-04 18:00:00,0,0,0,0,-7.003609
2024-02-04 19:00:00,0,0,0,0,-6.978003
2024-02-04 20:00:00,0,0,0,0,-6.981666
2024-02-04 21:00:00,0,0,0,0,-7.034228
2024-02-04 22:00:00,0,0,0,0,-7.071788
2024-02-04 23:00:00,0,0,0,0,-7.076449
2024-02-05 00:00:00,0,0,0,0,-7.097097
2024-02-05 01:00:00,0,0,0,0,-7.078059
2024-02-05 02:00:00,0,0,0,0,-7.049117
