S. Robeson Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
Timestamp,POA*,"SMA Inverter - A.1, Pac","SMA Inverter - A.2, Pac","SMA Inverter - B.1, Pac","SMA Inverter - B.2, Pac","SMA Inverter - C.1, Pac","SMA Inverter - C.2, Pac","SMA Inverter - D.1, Pac","SMA Inverter - D.2, Pac","SMA Inverter - E.1, Pac","SMA Inverter - E.2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW
2024-02-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.14181
2024-02-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.14882
2024-02-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.13585
2024-02-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.10158
2024-02-01 04:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.01933
2024-02-01 05:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.00225
2024-02-01 06:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.30855
2024-02-01 07:00:00,47.34277,7.42845,9.094492,6.903433,8.186464,7.9979,6.678755,5.25161,2.868289,7.358128,5.476358,56.47426
2024-02-01 08:00:00,316.4414,137.7504,157.216,149.4249,165.5072,155.5098,158.5187,142.439,88.34235,159.4592,120.9526,1402.625
2024-02-01 09:00:00,539.8825,262.4493,304.9862,301.784,311.2322,297.1399,311.6721,266.9711,187.3396,302.8371,230.159,2701.637
2024-02-01 10:00:00,728.2685,335.7981,393.4599,387.7033,395.768,379.8294,397.3331,339.7988,238.4732,385.1392,292.3939,3428.519
2024-02-01 11:00:00,849.7108,379.6858,445.1632,438.8966,444.7311,428.4424,446.5765,381.2061,268.063,435.1794,328.5977,3845.407
2024-02-01 12:00:00,894.2126,394.7267,464.6743,456.1084,462.9072,449.3112,465.9603,397.5863,279.9619,451.5692,340.5848,3995.942
2024-02-01 13:00:00,855.7281,380.2042,447.4825,438.6264,445.5646,433.3135,449.5171,382.325,269.4344,435.1899,327.2581,3846.286
2024-02-01 14:00:00,740.2046,337.5226,395.6884,386.9011,394.0597,384.7374,397.1382,338.6999,237.5536,384.9448,290.4673,3408.365
2024-02-01 15:00:00,560.5103,259.2118,301.9829,294.598,302.7755,296.0317,306.1049,260.6803,181.9782,293.8962,223.8049,2620.825
2024-02-01 16:00:00,321.8399,136.835,158.2513,148.7962,154.3835,157.0946,158.0022,133.9102,88.03189,140.1182,112.8933,1336.175
2024-02-01 17:00:00,44.05803,4.896256,6.79267,4.768435,4.897789,8.315446,7.382759,3.487385,1.418235,2.99685,2.077682,35.59177
2024-02-01 18:00:00,0.0396111,0,0,0,0,0,0,0,0,0,0,-10.20266
2024-02-01 19:00:00,0,0,0,0,0,0,0,0,0,0,0,-9.955794
2024-02-01 20:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.03128
2024-02-01 21:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.19139
2024-02-01 22:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.20253
2024-02-01 23:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.27019
2024-02-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.25953
2024-02-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.25165
2024-02-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.21387
2024-02-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.12263
2024-02-02 04:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.079
2024-02-02 05:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.06783
2024-02-02 06:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.18896
2024-02-02 07:00:00,25.84491,8.956284,10.70764,10.16889,10.83175,10.94941,11.24886,7.659162,5.940625,10.87616,5.967668,78.94085
2024-02-02 08:00:00,123.9158,51.5784,58.97856,57.59269,61.563,58.91346,61.41701,52.71864,35.65416,59.16951,45.31047,526.0173
2024-02-02 09:00:00,383.2948,162.1246,193.5544,190.5031,199.1958,190.789,198.4554,167.5316,117.1721,181.4716,138.3574,1734.446
2024-02-02 10:00:00,408.9183,184.4542,212.8004,208.2637,217.2753,212.7027,225.5457,189.9976,132.667,210.9691,162.8544,1900.351
2024-02-02 11:00:00,805.0155,329.1602,384.8935,384.2951,391.566,360.5554,381.4197,320.4014,226.899,362.4269,276.1156,3348.736
2024-02-02 12:00:00,749.5719,318.4005,375.5651,364.1607,374.2974,376.1533,393.2616,334.0638,237.6015,378.2676,286.137,3278.118
2024-02-02 13:00:00,722.8784,330.4278,381.4876,378.6903,386.3972,371.6044,380.287,333.838,231.7977,371.5384,288.0207,3314.826
