Cotten Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2024-02-01 00:00:00,0,0,0,0,0,0,0,-8.819793
2024-02-01 01:00:00,0,0,0,0,0,0,0,-8.864172
2024-02-01 02:00:00,0,0,0,0,0,0,0,-8.855671
2024-02-01 03:00:00,0,0,0,0,0,0,0,-8.847026
2024-02-01 04:00:00,0,0,0,0,0,0,0,-8.781153
2024-02-01 05:00:00,0,0,0,0,0,0,0,-8.750619
2024-02-01 06:00:00,0,0,0,0,0,0,0,-8.734262
2024-02-01 07:00:00,33.16911,11.06337,7.588682,14.3258,12.52204,14.66433,6.456102,60.64316
2024-02-01 08:00:00,284.7495,212.9556,183.1808,228.4651,212.6774,256.7201,171.7269,1278.748
2024-02-01 09:00:00,503.8611,551.6509,503.8544,524.7428,517.3553,562.9526,503.7773,3190.114
2024-02-01 10:00:00,706.9371,721.0359,695.2458,700.7134,697.4532,743.8655,736.3923,4300.334
2024-02-01 11:00:00,840.8947,819.2256,798.499,809.0052,807.2929,830.0527,829.4562,4873.278
2024-02-01 12:00:00,903.5012,832.9784,832.7309,832.9479,832.9303,832.894,832.923,4974.432
2024-02-01 13:00:00,884.0447,820.5208,808.6238,819.5298,822.8313,832.0038,832.352,4913.099
2024-02-01 14:00:00,786.6281,721.448,710.6966,723.8278,734.1659,754.8934,759.1501,4389.218
2024-02-01 15:00:00,609.7495,548.5223,545.3154,555.7725,570.005,577.6645,584.1731,3379.139
2024-02-01 16:00:00,369.4628,283.1904,286.131,295.9289,315.9065,306.1763,319.2585,1808.123
2024-02-01 17:00:00,49.34929,31.63305,23.14113,31.25595,32.31084,26.11705,26.81678,166.6145
2024-02-01 18:00:00,0,0,0,0,0,0,0,-8.849914
2024-02-01 19:00:00,0,0,0,0,0,0,0,-8.880163
2024-02-01 20:00:00,0,0,0,0,0,0,0,-8.854816
2024-02-01 21:00:00,0,0,0,0,0,0,0,-8.661571
2024-02-01 22:00:00,0,0,0,0,0,0,0,-8.599128
2024-02-01 23:00:00,0,0,0,0,0,0,0,-8.724321
2024-02-02 00:00:00,0,0,0,0,0,0,0,-8.778633
2024-02-02 01:00:00,0,0,0,0,0,0,0,-8.796293
2024-02-02 02:00:00,0,0,0,0,0,0,0,-8.739219
2024-02-02 03:00:00,0,0,0,0,0,0,0,-8.724813
2024-02-02 04:00:00,0,0,0,0,0,0,0,-8.715096
2024-02-02 05:00:00,0,0,0,0,0,0,0,-8.643227
2024-02-02 06:00:00,0,0,0,0,0,0,0,-8.662482
2024-02-02 07:00:00,16.72887,10.62221,10.15469,10.24702,10.3341,3.823313,10.74845,48.47635
2024-02-02 08:00:00,128.6856,112.5465,104.8817,109.1861,109.1131,115.7747,110.0943,664.2246
2024-02-02 09:00:00,329.8083,309.436,297.8491,302.1862,297.7451,320.556,312.3082,1850.902
2024-02-02 10:00:00,420.9574,411.8866,400.0722,394.7045,400.3911,428.0927,420.239,2468.996
2024-02-02 11:00:00,746.7922,689.3702,668.4155,680.0141,682.9722,707.7185,710.1561,4096.849
2024-02-02 12:00:00,630.4437,561.0193,549.9549,561.7222,563.2001,582.9218,580.054,3413.553
2024-02-02 13:00:00,636.0816,598.2852,587.8602,600.1462,619.2965,640.428,641.6438,3672.137
2024-02-02 14:00:00,765.5873,682.0112,669.7728,669.8889,650.2355,697.6606,722.9823,4050.064
2024-02-02 15:00:00,599.9587,520.7008,543.7755,547.7714,562.6553,566.2073,562.0563,3294.572
2024-02-02 16:00:00,376.752,288.2636,294.8176,299.1181,317.6894,315.0462,324.9389,1850.966
2024-02-02 17:00:00,50.61757,29.98602,21.87699,29.09634,29.24971,24.11696,23.62685,153.709
2024-02-02 18:00:00,0,0,0,0,0,0,0,-8.706486
2024-02-02 19:00:00,0,0,0,0,0,0,0,-8.730549
2024-02-02 20:00:00,0,0,0,0,0,0,0,-8.708982
2024-02-02 21:00:00,0,0,0,0,0,0,0,-8.812735
2024-02-02 22:00:00,0,0,0,0,0,0,0,-8.860191
2024-02-02 23:00:00,0,0,0,0,0,0,0,-8.922161
2024-02-03 00:00:00,0,0,0,0,0,0,0,-8.968788
2024-02-03 01:00:00,0,0,0,0,0,0,0,-8.933611
2024-02-03 02:00:00,0,0,0,0,0,0,0,-8.643024
2024-02-03 03:00:00,0,0,0,0,0,0,0,-8.642768
2024-02-03 04:00:00,0,0,0,0,0,0,0,-8.64931
2024-02-03 05:00:00,0,0,0,0,0,0,0,-8.755775
2024-02-03 06:00:00,0,0,0,0,0,0,0,-8.718751
2024-02-03 07:00:00,26.6582,8.224067,8.495558,18.59308,12.11756,16.48667,8.006876,64.8138
2024-02-03 08:00:00,256.4164,250.4787,193.12,242.2459,243.7428,271.0259,181.9908,1402.572
2024-02-03 09:00:00,512.458,561.0475,514.0923,535.7272,527.5624,574.5581,516.5929,3256.277
2024-02-03 10:00:00,720.5047,741.5795,713.7691,721.0867,717.7289,767.7678,757.9835,4422.064
2024-02-03 11:00:00,857.5197,829.9092,820.7576,824.3892,825.0165,832.971,832.916,4945.146
2024-02-03 12:00:00,912.8626,832.8476,832.9355,832.9075,832.888,832.9762,832.9695,4974.984
2024-02-03 13:00:00,898.9106,828.718,822.7922,828.5553,830.3381,832.9202,832.902,4952.667
2024-02-03 14:00:00,801.313,738.5743,729.9454,742.291,751.9186,776.1596,779.6423,4503.708
2024-02-03 15:00:00,625.085,566.5065,565.7504,573.4778,587.9113,598.2969,605.3232,3496.791
2024-02-03 16:00:00,386.2155,305.7219,309.5937,320.5455,338.6592,331.1838,343.5016,1955.58
2024-02-03 17:00:00,68.81652,45.2141,30.70164,45.02568,44.33676,34.7057,35.69379,230.1555
2024-02-03 18:00:00,0,0,0,0,0,0,0,-8.718491
2024-02-03 19:00:00,0,0,0,0,0,0,0,-8.749131
2024-02-03 20:00:00,0,0,0,0,0,0,0,-8.816896
2024-02-03 21:00:00,0,0,0,0,0,0,0,-8.762328
2024-02-03 22:00:00,0,0,0,0,0,0,0,-8.80119
2024-02-03 23:00:00,0,0,0,0,0,0,0,-8.789368
2024-02-04 00:00:00,0,0,0,0,0,0,0,-8.772435
2024-02-04 01:00:00,0,0,0,0,0,0,0,-8.735628
2024-02-04 02:00:00,0,0,0,0,0,0,0,-8.715978
2024-02-04 03:00:00,0,0,0,0,0,0,0,-8.717212
2024-02-04 04:00:00,0,0,0,0,0,0,0,-8.70897
2024-02-04 05:00:00,0,0,0,0,0,0,0,-8.661573
2024-02-04 06:00:00,0,0,0,0,0,0,0,-8.651448
2024-02-04 07:00:00,38.26373,13.083,10.31952,19.45433,11.56814,17.78592,8.585087,74.01684
2024-02-04 08:00:00,300.3205,245.5199,200.5775,250.9042,251.3017,278.9739,190.294,1432.725
2024-02-04 09:00:00,515.839,569.5963,525.8867,543.3066,534.7547,582.9141,526.5428,3309.875
2024-02-04 10:00:00,724.9575,745.5117,719.2465,723.6566,720.3024,770.0825,762.5445,4444.146
2024-02-04 11:00:00,863.8935,830.0153,818.7335,824.8933,823.8002,832.9736,832.9094,4943.433
2024-02-04 12:00:00,911.2328,831.6094,830.2007,831.6766,832.4866,832.8666,832.8339,4968.991
2024-02-04 13:00:00,814.5844,762.1595,745.1382,757.8335,770.0554,793.8126,790.7039,4603.825
2024-02-04 14:00:00,667.4423,611.2848,605.4031,615.6688,629.5685,646.9332,647.614,3748.832
2024-02-04 15:00:00,520.2731,466.0725,465.489,469.2704,482.011,490.6628,495.4918,2872.055
2024-02-04 16:00:00,191.0663,160.0921,160.8885,162.9434,168.1915,169.7999,171.2336,995.9922
2024-02-04 17:00:00,27.3285,20.96485,20.4065,20.91861,21.16002,21.81833,21.75528,121.1219
2024-02-04 18:00:00,0,0,0,0,0,0,0,-8.694472
2024-02-04 19:00:00,0,0,0,0,0,0,0,-8.677292
2024-02-04 20:00:00,0,0,0,0,0,0,0,-8.667583
2024-02-04 21:00:00,0,0,0,0,0,0,0,-8.731166
2024-02-04 22:00:00,0,0,0,0,0,0,0,-8.77521
2024-02-04 23:00:00,0,0,0,0,0,0,0,-8.795178
2024-02-05 00:00:00,0,0,0,0,0,0,0,-8.782998
2024-02-05 01:00:00,0,0,0,0,0,0,0,-8.761703
2024-02-05 02:00:00,0,0,0,0,0,0,0,-8.6879
2024-02-05 03:00:00,0,0,0,0,0,0,0,-8.679593
2024-02-05 04:00:00,0,0,0,0,0,0,0,-8.694701
2024-02-05 05:00:00,0,0,0,0,0,0,0,-8.636537
2024-02-05 06:00:00,0,0,0,0,0,0,0,-8.806465
2024-02-05 07:00:00,30.75082,15.8955,15.25328,20.28449,15.84862,20.61995,15.49698,96.6834
2024-02-05 08:00:00,170.444,159.2148,132.0807,153.6272,152.6882,166.338,148.2197,920.5281
2024-02-05 09:00:00,383.8831,403.8081,377.8965,386.2846,383.4113,418.4534,388.9557,2382.893
2024-02-05 10:00:00,631.2781,650.805,626.9958,631.1674,632.8892,678.6158,666.1592,3906.167
2024-02-05 11:00:00,790.5311,782.0106,754.7374,760.9402,760.8842,803.4612,796.4086,4645.913
2024-02-05 12:00:00,851.7922,807.5466,798.2155,803.9645,809.1035,826.3747,825.5563,4849.921
2024-02-05 13:00:00,844.2314,791.6415,781.3632,790.4274,801.555,822.7489,821.8691,4785.673
2024-02-05 14:00:00,798.3135,738.0493,732.1542,738.6952,749.3895,774.8645,776.3776,4490.571
2024-02-05 15:00:00,636.7256,575.3587,575.8154,581.8708,598.3765,609.7385,614.3853,3551.571
2024-02-05 16:00:00,393.1097,314.1577,317.663,328.904,346.0489,341.2249,352.1166,2004.898
2024-02-05 17:00:00,76.11108,50.7622,35.38911,50.00713,49.79716,40.50043,41.54917,263.2836
2024-02-05 18:00:00,0,0,0,0,0,0,0,-8.694385
2024-02-05 19:00:00,0,0,0,0,0,0,0,-8.750787
2024-02-05 20:00:00,0,0,0,0,0,0,0,-8.774256
2024-02-05 21:00:00,0,0,0,0,0,0,0,-8.818787
2024-02-05 22:00:00,0,0,0,0,0,0,0,-8.89486
2024-02-05 23:00:00,0,0,0,0,0,0,0,-8.960013
2024-02-06 00:00:00,0,0,0,0,0,0,0,-8.97158
2024-02-06 01:00:00,0,0,0,0,0,0,0,-8.834187
2024-02-06 02:00:00,0,0,0,0,0,0,0,-8.830757
2024-02-06 03:00:00,0,0,0,0,0,0,0,-8.840076
2024-02-06 04:00:00,0,0,0,0,0,0,0,-8.803829
2024-02-06 05:00:00,0,0,0,0,0,0,0,-8.841284
2024-02-06 06:00:00,0,0,0,0,0,0,0,-8.822657
2024-02-06 07:00:00,27.9412,16.23466,7.633763,19.594,12.12022,15.28386,10.77579,75.33952
2024-02-06 08:00:00,263.136,258.226,197.7254,250.7611,247.2233,276.0162,183.706,1426.906
2024-02-06 09:00:00,526.4941,572.4955,530.4926,547.1962,538.3414,587.678,533.2153,3335.002
2024-02-06 10:00:00,735.8367,763.3442,739.6118,741.121,739.8515,789.5525,782.9072,4557.815
2024-02-06 11:00:00,869.2938,832.8969,830.8372,831.095,831.0502,832.9462,833.0087,4969.223
2024-02-06 12:00:00,935.2451,832.8403,832.7796,832.9466,832.8266,832.6827,832.8985,4971.333
2024-02-06 13:00:00,923.2829,832.9076,832.3236,832.8277,832.9354,832.9031,833.0229,4970.888
2024-02-06 14:00:00,823.5214,763.8661,757.3831,767.1501,781.1584,800.5755,802.584,4653.736
