Faison,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA,"AE 1000NX - 1, AC Power","AE 1000NX - 2, AC Power",Production meter active power
,W/m²,kW,kW,kW
2024-02-01 00:00:00,0,0,0,-5.090313
2024-02-01 01:00:00,0,0,0,-5.099085
2024-02-01 02:00:00,0,0,0,-5.106877
2024-02-01 03:00:00,0,0,0,-5.099767
2024-02-01 04:00:00,0,0,0,-5.049448
2024-02-01 05:00:00,0,0,0,-5.061602
2024-02-01 06:00:00,0,0,0,-6.445599
2024-02-01 07:00:00,46.41561,36.31135,32.31152,59.35106
2024-02-01 08:00:00,293.2865,278.8532,253.8749,527.858
2024-02-01 09:00:00,541.6501,540.8434,481.0475,1018.25
2024-02-01 10:00:00,732.5591,701.7341,625.4943,1322.636
2024-02-01 11:00:00,852.6838,786.8064,702.6362,1484.622
2024-02-01 12:00:00,892.4839,816.1284,728.8266,1539.701
2024-02-01 13:00:00,850.3719,783.4726,698.2872,1476.211
2024-02-01 14:00:00,732.1291,681.0009,605.8109,1281.009
2024-02-01 15:00:00,542.5085,505.0495,447.5668,947.125
2024-02-01 16:00:00,299.5142,236.8728,211.0772,440.2812
2024-02-01 17:00:00,52.61544,22.29644,19.51557,32.1861
2024-02-01 18:00:00,0.02083538,0,0,-5.870632
2024-02-01 19:00:00,0,0,0,-5.057377
2024-02-01 20:00:00,0,0,0,-5.04143
2024-02-01 21:00:00,0,0,0,-5.060444
2024-02-01 22:00:00,0,0,0,-5.027458
2024-02-01 23:00:00,0,0,0,-5.05162
2024-02-02 00:00:00,0,0,0,-5.049497
2024-02-02 01:00:00,0,0,0,-5.028669
2024-02-02 02:00:00,0,0,0,-5.011731
2024-02-02 03:00:00,0,0,0,-4.98745
2024-02-02 04:00:00,0,0,0,-5.000789
2024-02-02 05:00:00,0,0,0,-4.929791
2024-02-02 06:00:00,0,0,0,-6.269501
2024-02-02 07:00:00,26.3652,33.36348,29.33499,53.32253
2024-02-02 08:00:00,121.756,120.3957,106.9442,219.3612
2024-02-02 09:00:00,188.0375,191.987,170.2054,355.6621
2024-02-02 10:00:00,531.285,515.3147,455.5962,942.247
2024-02-02 11:00:00,405.487,412.8235,362.9687,779.828
2024-02-02 12:00:00,661.5051,613.1976,545.1645,1135.588
2024-02-02 13:00:00,640.6466,558.4998,498.1113,1018.818
2024-02-02 14:00:00,555.9577,495.7589,440.3132,939.4035
2024-02-02 15:00:00,294.5254,253.9744,214.4711,447.8242
2024-02-02 16:00:00,131.3671,118.7188,95.76364,195.1327
2024-02-02 17:00:00,34.66843,17.42609,15.49794,23.81054
2024-02-02 18:00:00,0.02148611,0,0,-5.719239
2024-02-02 19:00:00,0,0,0,-4.954208
2024-02-02 20:00:00,0,0,0,-4.956829
2024-02-02 21:00:00,0.0856141,0,0,-5.004464
2024-02-02 22:00:00,0.6016081,0,0,-5.028888
2024-02-02 23:00:00,0.4557589,0,0,-5.081221
2024-02-03 00:00:00,0.1547689,0,0,-5.056145
2024-02-03 01:00:00,0,0,0,-5.038805
2024-02-03 02:00:00,0,0,0,-5.044454
2024-02-03 03:00:00,0,0,0,-5.019264
2024-02-03 04:00:00,0,0,0,-4.975446
2024-02-03 05:00:00,0,0,0,-4.970812
2024-02-03 06:00:00,0,0,0,-6.556918
2024-02-03 07:00:00,61.70998,40.67147,36.94703,68.85493
2024-02-03 08:00:00,306.748,303.2253,275.5987,573.823
2024-02-03 09:00:00,550.7653,570.4755,507.3527,1074.204
2024-02-03 10:00:00,731.5532,739.9599,658.8643,1395.202
2024-02-03 11:00:00,865.5768,840.3234,748.1949,1583.742
2024-02-03 12:00:00,900.452,866.4797,772.1363,1633.285
2024-02-03 13:00:00,857.1093,827.1235,735.7348,1557.105
2024-02-03 14:00:00,738.7452,718.1968,637.6811,1350.546
2024-02-03 15:00:00,554.8219,541.6933,479.3341,1015.741
2024-02-03 16:00:00,318.8874,268.0047,238.0984,498.9522
2024-02-03 17:00:00,66.965,28.14038,24.81952,43.35065
2024-02-03 18:00:00,0.008923338,0,0,-5.991189
2024-02-03 19:00:00,0,0,0,-4.968185
2024-02-03 20:00:00,0,0,0,-5.025487
2024-02-03 21:00:00,0,0,0,-5.020071
2024-02-03 22:00:00,0,0,0,-5.031822
2024-02-03 23:00:00,0,0,0,-5.005553
2024-02-04 00:00:00,0,0,0,-5.014739
2024-02-04 01:00:00,0,0,0,-4.987413
2024-02-04 02:00:00,0,0,0,-4.992451
2024-02-04 03:00:00,0,0,0,-4.980442
2024-02-04 04:00:00,0,0,0,-5.053445
2024-02-04 05:00:00,0,0,0,-5.106046
2024-02-04 06:00:00,0,0,0,-6.65124
2024-02-04 07:00:00,67.88867,41.43799,37.82164,70.54399
2024-02-04 08:00:00,307.0905,302.6994,274.9861,571.7144
2024-02-04 09:00:00,543.6045,565.1973,502.7133,1064.734
2024-02-04 10:00:00,746.4266,739.2241,658.8063,1394.217
2024-02-04 11:00:00,870.8534,834.3022,743.4147,1572.769
2024-02-04 12:00:00,912.4387,862.7057,769.3454,1625.561
2024-02-04 13:00:00,815.3032,770.5436,684.9466,1449.284
2024-02-04 14:00:00,623.551,595.5932,528.7547,1121.24
2024-02-04 15:00:00,441.0776,414.1306,366.6545,774.423
2024-02-04 16:00:00,138.2414,121.4079,107.5478,220.4671
2024-02-04 17:00:00,23.70977,15.99753,14.14246,20.41208
2024-02-04 18:00:00,0.03146648,0,0,-5.807638
2024-02-04 19:00:00,0,0,0,-5.011742
2024-02-04 20:00:00,0,0,0,-4.990322
