Lakeview Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2024-02-01 00:00:00,0.02148715,0,0,0,0,-13.325
2024-02-01 01:00:00,0.06010123,0,0,0,0,-13.3695
2024-02-01 02:00:00,0,0,0,0,0,-13.4015
2024-02-01 03:00:00,0,0,0,0,0,-13.30433
2024-02-01 04:00:00,0.008149555,0,0,0,0,-13.237
2024-02-01 05:00:00,0.003412043,0,0,0,0,-13.10217
2024-02-01 06:00:00,0,0,0,0,0,-13.15967
2024-02-01 07:00:00,22.96581,26.97667,26.78167,26.47667,25.41667,96.97635
2024-02-01 08:00:00,40.91848,85.66332,88.00584,89.29333,88.74168,334.3983
2024-02-01 09:00:00,93.02931,186.2058,189.6125,184.1017,180.9333,729.9989
2024-02-01 10:00:00,140.5518,396.9167,406.6783,412.1158,400.2284,1594.697
2024-02-01 11:00:00,219.6526,677.9366,726.1533,759.1917,755.615,2908.603
2024-02-01 12:00:00,185.999,585.2333,562.535,545.8717,511.7683,2203.846
2024-02-01 13:00:00,329.2943,954.6274,935.4708,912.1517,887.7133,3680.805
2024-02-01 14:00:00,429.6038,1181.38,1356.279,1599.423,1620.721,5668.966
2024-02-01 15:00:00,292.2076,822.8233,952.8749,1025.597,971.6943,3809.969
2024-02-01 16:00:00,129.2172,159.555,166.9342,189.8983,185.3608,694.4834
2024-02-01 17:00:00,3.278958,1.971667,2.355833,2.635,2.190833,11.254
2024-02-01 18:00:00,0,0,0,0,0,-13.32567
2024-02-01 19:00:00,0.06161345,0,0,0,0,-13.38501
2024-02-01 20:00:00,0,0,0,0,0,-13.42717
2024-02-01 21:00:00,0,0,0,0,0,-13.43184
2024-02-01 22:00:00,0,0,0,0,0,-13.44
2024-02-01 23:00:00,0,0,0,0,0,-13.48666
2024-02-02 00:00:00,0,0,0,0,0,-13.30142
2024-02-02 01:00:00,0,0,0,0,0,-13.34966
2024-02-02 02:00:00,0.01403792,0,0,0,0,-13.34467
2024-02-02 03:00:00,0,0,0,0,0,-13.2815
2024-02-02 04:00:00,0.003051253,0,0,0,0,-13.2865
2024-02-02 05:00:00,0,0,0,0,0,-13.273
2024-02-02 06:00:00,0,0,0,0,0,-13.16117
